taxi_type,vendor_id,pickup_datetime,dropoff_datetime,store_and_fwd_flag,rate_code_id,pickup_location_id,dropoff_location_id,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,pickup_day,pickup_hour,pickup_minute,pickup_second,pickup_date,dropoff_year,dropoff_month,dropoff_day,dropoff_hour,dropoff_minute,dropoff_second,dropoff_date,vendor_abbreviation,vendor_description,month_name_short,month_name_full,payment_type_description,rate_code_description,pickup_borough,pickup_zone,pickup_service_zone,dropoff_borough,dropoff_zone,dropoff_service_zone
green,2,2017-01-01T00:37:41.000+08:00,2017-01-01T01:08:20.000+08:00,N,1,95,260,,,,,1,5.23,22.0,0.5,0.5,0.0,0.0,,0.3,23.3,2,1,1,0,37,41,2017-01-01,2017,1,1,1,8,20,2017-01-01,VFI,VeriFone Inc.,Jan,January,Cash,Standard rate,Queens,Forest Hills,Boro Zone,Queens,Woodside,Boro Zone
green,2,2017-01-01T00:34:45.000+08:00,2017-01-01T00:38:23.000+08:00,N,1,166,166,,,,,1,0.54,4.5,0.5,0.5,0.0,0.0,,0.3,5.8,2,1,1,0,34,45,2017-01-01,2017,1,1,0,38,23,2017-01-01,VFI,VeriFone Inc.,Jan,January,Cash,Standard rate,Manhattan,Morningside Heights,Boro Zone,Manhattan,Morningside Heights,Boro Zone
green,2,2017-01-01T00:00:39.000+08:00,2017-01-01T00:09:08.000+08:00,N,1,70,173,,,,,1,0.97,7.0,0.5,0.5,0.0,0.0,,0.3,8.3,1,1,1,0,0,39,2017-01-01,2017,1,1,0,9,8,2017-01-01,VFI,VeriFone Inc.,Jan,January,Credit card,Standard rate,Queens,East Elmhurst,Boro Zone,Queens,North Corona,Boro Zone
green,2,2017-01-01T00:02:14.000+08:00,2017-01-01T00:05:17.000+08:00,N,1,181,181,,,,,1,0.73,4.5,0.5,0.5,0.0,0.0,,0.3,5.8,2,1,1,0,2,14,2017-01-01,2017,1,1,0,5,17,2017-01-01,VFI,VeriFone Inc.,Jan,January,Cash,Standard rate,Brooklyn,Park Slope,Boro Zone,Brooklyn,Park Slope,Boro Zone
green,2,2017-01-01T00:54:40.000+08:00,2017-01-01T01:03:17.000+08:00,N,1,25,97,,,,,1,1.69,8.0,0.5,0.5,1.86,0.0,,0.3,11.16,1,1,1,0,54,40,2017-01-01,2017,1,1,1,3,17,2017-01-01,VFI,VeriFone Inc.,Jan,January,Credit card,Standard rate,Brooklyn,Boerum Hill,Boro Zone,Brooklyn,Fort Greene,Boro Zone
green,2,2017-01-01T00:16:58.000+08:00,2017-01-01T00:30:13.000+08:00,N,1,181,97,,,,,1,1.95,10.5,0.5,0.5,2.0,0.0,,0.3,13.8,1,1,1,0,16,58,2017-01-01,2017,1,1,0,30,13,2017-01-01,VFI,VeriFone Inc.,Jan,January,Credit card,Standard rate,Brooklyn,Park Slope,Boro Zone,Brooklyn,Fort Greene,Boro Zone
green,2,2017-01-01T00:04:59.000+08:00,2017-01-01T00:12:18.000+08:00,N,1,126,159,,,,,1,1.98,8.0,0.5,0.5,0.0,0.0,,0.3,9.3,2,1,1,0,4,59,2017-01-01,2017,1,1,0,12,18,2017-01-01,VFI,VeriFone Inc.,Jan,January,Cash,Standard rate,Bronx,Hunts Point,Boro Zone,Bronx,Melrose South,Boro Zone
green,2,2017-01-01T00:01:40.000+08:00,2017-01-01T00:14:23.000+08:00,N,1,255,232,,,,,1,2.11,10.5,0.5,0.5,0.0,0.0,,0.3,11.8,2,1,1,0,1,40,2017-01-01,2017,1,1,0,14,23,2017-01-01,VFI,VeriFone Inc.,Jan,January,Cash,Standard rate,Brooklyn,Williamsburg (North Side),Boro Zone,Manhattan,Two Bridges/Seward Park,Yellow Zone
green,2,2017-01-01T00:01:51.000+08:00,2017-01-01T00:11:48.000+08:00,N,1,7,223,,,,,1,2.0,9.0,0.5,0.5,2.06,0.0,,0.3,12.36,1,1,1,0,1,51,2017-01-01,2017,1,1,0,11,48,2017-01-01,VFI,VeriFone Inc.,Jan,January,Credit card,Standard rate,Queens,Astoria,Boro Zone,Queens,Steinway,Boro Zone
green,2,2017-01-01T00:30:30.000+08:00,2017-01-01T00:40:23.000+08:00,N,1,95,121,,,,,1,2.96,11.0,0.5,0.5,0.0,0.0,,0.3,12.3,1,1,1,0,30,30,2017-01-01,2017,1,1,0,40,23,2017-01-01,VFI,VeriFone Inc.,Jan,January,Credit card,Standard rate,Queens,Forest Hills,Boro Zone,Queens,Hillcrest/Pomonok,Boro Zone
green,2,2017-01-01T00:31:46.000+08:00,2017-01-01T00:52:13.000+08:00,N,1,97,228,,,,,1,5.63,21.0,0.5,0.5,1.0,0.0,,0.3,23.3,1,1,1,0,31,46,2017-01-01,2017,1,1,0,52,13,2017-01-01,VFI,VeriFone Inc.,Jan,January,Credit card,Standard rate,Brooklyn,Fort Greene,Boro Zone,Brooklyn,Sunset Park West,Boro Zone
green,2,2017-01-01T00:20:09.000+08:00,2017-01-01T00:32:56.000+08:00,N,1,75,41,,,,,1,2.29,10.5,0.5,0.5,0.0,0.0,,0.3,11.8,1,1,1,0,20,9,2017-01-01,2017,1,1,0,32,56,2017-01-01,VFI,VeriFone Inc.,Jan,January,Credit card,Standard rate,Manhattan,East Harlem South,Boro Zone,Manhattan,Central Harlem,Boro Zone
green,2,2017-01-01T00:12:09.000+08:00,2017-01-01T00:16:07.000+08:00,N,1,112,112,,,,,2,0.84,5.0,0.5,0.5,0.0,0.0,,0.3,6.3,2,1,1,0,12,9,2017-01-01,2017,1,1,0,16,7,2017-01-01,VFI,VeriFone Inc.,Jan,January,Cash,Standard rate,Brooklyn,Greenpoint,Boro Zone,Brooklyn,Greenpoint,Boro Zone
green,2,2017-01-01T00:01:03.000+08:00,2017-01-01T00:22:33.000+08:00,N,1,255,26,,,,,5,10.24,30.0,0.5,0.5,0.0,0.0,,0.3,31.3,2,1,1,0,1,3,2017-01-01,2017,1,1,0,22,33,2017-01-01,VFI,VeriFone Inc.,Jan,January,Cash,Standard rate,Brooklyn,Williamsburg (North Side),Boro Zone,Brooklyn,Borough Park,Boro Zone
green,2,2017-01-01T00:28:15.000+08:00,2017-01-01T00:42:32.000+08:00,N,1,256,97,,,,,1,2.65,12.0,0.5,0.5,3.99,0.0,,0.3,17.29,1,1,1,0,28,15,2017-01-01,2017,1,1,0,42,32,2017-01-01,VFI,VeriFone Inc.,Jan,January,Credit card,Standard rate,Brooklyn,Williamsburg (South Side),Boro Zone,Brooklyn,Fort Greene,Boro Zone
green,2,2017-01-01T00:53:09.000+08:00,2017-01-01T00:59:49.000+08:00,N,1,134,197,,,,,1,1.26,6.5,0.5,0.5,0.0,0.0,,0.3,7.8,2,1,1,0,53,9,2017-01-01,2017,1,1,0,59,49,2017-01-01,VFI,VeriFone Inc.,Jan,January,Cash,Standard rate,Queens,Kew Gardens,Boro Zone,Queens,Richmond Hill,Boro Zone
green,2,2017-01-01T00:03:58.000+08:00,2017-01-01T00:08:20.000+08:00,N,1,181,25,,,,,1,0.8,5.0,0.5,0.5,1.26,0.0,,0.3,7.56,1,1,1,0,3,58,2017-01-01,2017,1,1,0,8,20,2017-01-01,VFI,VeriFone Inc.,Jan,January,Credit card,Standard rate,Brooklyn,Park Slope,Boro Zone,Brooklyn,Boerum Hill,Boro Zone
green,2,2017-01-01T00:53:09.000+08:00,2017-01-01T01:07:35.000+08:00,N,1,80,49,,,,,2,2.41,11.5,0.5,0.5,0.0,0.0,,0.3,12.8,2,1,1,0,53,9,2017-01-01,2017,1,1,1,7,35,2017-01-01,VFI,VeriFone Inc.,Jan,January,Cash,Standard rate,Brooklyn,East Williamsburg,Boro Zone,Brooklyn,Clinton Hill,Boro Zone
green,2,2017-01-01T00:53:58.000+08:00,2017-01-01T01:08:07.000+08:00,N,1,116,243,,,,,1,2.62,12.0,0.5,0.5,0.0,0.0,,0.3,13.3,2,1,1,0,53,58,2017-01-01,2017,1,1,1,8,7,2017-01-01,VFI,VeriFone Inc.,Jan,January,Cash,Standard rate,Manhattan,Hamilton Heights,Boro Zone,Manhattan,Washington Heights North,Boro Zone
green,2,2017-01-01T00:23:28.000+08:00,2017-01-01T00:32:08.000+08:00,N,1,181,65,,,,,1,1.0,7.5,0.5,0.5,0.0,0.0,,0.3,8.8,2,1,1,0,23,28,2017-01-01,2017,1,1,0,32,8,2017-01-01,VFI,VeriFone Inc.,Jan,January,Cash,Standard rate,Brooklyn,Park Slope,Boro Zone,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
green,2,2017-01-01T00:25:10.000+08:00,2017-01-01T00:41:44.000+08:00,N,1,80,61,,,,,1,2.26,12.5,0.5,0.5,2.76,0.0,,0.3,16.56,1,1,1,0,25,10,2017-01-01,2017,1,1,0,41,44,2017-01-01,VFI,VeriFone Inc.,Jan,January,Credit card,Standard rate,Brooklyn,East Williamsburg,Boro Zone,Brooklyn,Crown Heights North,Boro Zone
green,2,2017-01-01T00:49:04.000+08:00,2017-01-01T00:58:38.000+08:00,N,1,7,145,,,,,5,1.61,8.5,0.5,0.5,1.96,0.0,,0.3,11.76,1,1,1,0,49,4,2017-01-01,2017,1,1,0,58,38,2017-01-01,VFI,VeriFone Inc.,Jan,January,Credit card,Standard rate,Queens,Astoria,Boro Zone,Queens,Long Island City/Hunters Point,Boro Zone
green,2,2017-01-01T00:00:01.000+08:00,2017-01-01T00:00:05.000+08:00,N,5,36,36,,,,,1,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,3.0,1,2,1,0,0,1,2017-01-01,2017,1,1,0,0,5,2017-01-01,VFI,VeriFone Inc.,Jan,January,Credit card,Negotiated fare,Brooklyn,Bushwick North,Boro Zone,Brooklyn,Bushwick North,Boro Zone
green,2,2017-01-01T00:33:45.000+08:00,2017-01-01T00:35:21.000+08:00,N,1,97,97,,,,,1,0.34,3.5,0.5,0.5,0.96,0.0,,0.3,5.76,1,1,1,0,33,45,2017-01-01,2017,1,1,0,35,21,2017-01-01,VFI,VeriFone Inc.,Jan,January,Credit card,Standard rate,Brooklyn,Fort Greene,Boro Zone,Brooklyn,Fort Greene,Boro Zone
green,2,2017-01-01T00:34:56.000+08:00,2017-01-01T00:38:37.000+08:00,N,1,41,41,,,,,1,0.52,4.5,0.5,0.5,1.45,0.0,,0.3,7.25,1,1,1,0,34,56,2017-01-01,2017,1,1,0,38,37,2017-01-01,VFI,VeriFone Inc.,Jan,January,Credit card,Standard rate,Manhattan,Central Harlem,Boro Zone,Manhattan,Central Harlem,Boro Zone
green,2,2017-01-01T00:41:12.000+08:00,2017-01-01T00:43:35.000+08:00,N,1,25,33,,,,,1,0.54,4.0,0.5,0.5,1.06,0.0,,0.3,6.36,1,1,1,0,41,12,2017-01-01,2017,1,1,0,43,35,2017-01-01,VFI,VeriFone Inc.,Jan,January,Credit card,Standard rate,Brooklyn,Boerum Hill,Boro Zone,Brooklyn,Brooklyn Heights,Boro Zone
green,2,2017-01-01T00:04:02.000+08:00,2017-01-01T00:12:55.000+08:00,N,1,82,70,,,,,5,3.45,12.0,0.5,0.5,2.66,0.0,,0.3,15.96,1,1,1,0,4,2,2017-01-01,2017,1,1,0,12,55,2017-01-01,VFI,VeriFone Inc.,Jan,January,Credit card,Standard rate,Queens,Elmhurst,Boro Zone,Queens,East Elmhurst,Boro Zone
green,2,2017-01-01T00:57:39.000+08:00,2017-01-01T01:04:32.000+08:00,N,1,52,65,,,,,1,1.4,6.5,0.5,0.5,2.34,0.0,,0.3,10.14,1,1,1,0,57,39,2017-01-01,2017,1,1,1,4,32,2017-01-01,VFI,VeriFone Inc.,Jan,January,Credit card,Standard rate,Brooklyn,Cobble Hill,Boro Zone,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
green,2,2017-01-01T00:17:45.000+08:00,2017-01-01T00:22:35.000+08:00,N,1,129,260,,,,,1,0.76,5.0,0.5,0.5,0.0,0.0,,0.3,6.3,2,1,1,0,17,45,2017-01-01,2017,1,1,0,22,35,2017-01-01,VFI,VeriFone Inc.,Jan,January,Cash,Standard rate,Queens,Jackson Heights,Boro Zone,Queens,Woodside,Boro Zone
green,2,2017-01-01T00:02:39.000+08:00,2017-01-01T00:26:28.000+08:00,N,1,74,167,,,,,1,4.22,19.0,0.5,0.5,0.0,0.0,,0.3,20.3,2,1,1,0,2,39,2017-01-01,2017,1,1,0,26,28,2017-01-01,VFI,VeriFone Inc.,Jan,January,Cash,Standard rate,Manhattan,East Harlem North,Boro Zone,Bronx,Morrisania/Melrose,Boro Zone
green,2,2017-01-01T00:52:58.000+08:00,2017-01-01T00:59:31.000+08:00,N,1,83,82,,,,,6,1.33,6.5,0.5,0.5,0.0,0.0,,0.3,7.8,2,1,1,0,52,58,2017-01-01,2017,1,1,0,59,31,2017-01-01,VFI,VeriFone Inc.,Jan,January,Cash,Standard rate,Queens,Elmhurst/Maspeth,Boro Zone,Queens,Elmhurst,Boro Zone
green,2,2017-01-01T00:31:57.000+08:00,2017-01-01T00:42:01.000+08:00,N,1,260,145,,,,,2,2.67,10.5,0.5,0.5,3.0,0.0,,0.3,14.8,1,1,1,0,31,57,2017-01-01,2017,1,1,0,42,1,2017-01-01,VFI,VeriFone Inc.,Jan,January,Credit card,Standard rate,Queens,Woodside,Boro Zone,Queens,Long Island City/Hunters Point,Boro Zone
green,2,2017-01-01T00:27:29.000+08:00,2017-01-01T00:43:17.000+08:00,N,1,255,37,,,,,3,2.68,12.5,0.5,0.5,3.45,0.0,,0.3,17.25,1,1,1,0,27,29,2017-01-01,2017,1,1,0,43,17,2017-01-01,VFI,VeriFone Inc.,Jan,January,Credit card,Standard rate,Brooklyn,Williamsburg (North Side),Boro Zone,Brooklyn,Bushwick South,Boro Zone
green,2,2017-01-01T00:03:20.000+08:00,2017-01-01T00:18:16.000+08:00,N,1,255,40,,,,,1,5.56,18.5,0.5,0.5,5.94,0.0,,0.3,25.74,1,1,1,0,3,20,2017-01-01,2017,1,1,0,18,16,2017-01-01,VFI,VeriFone Inc.,Jan,January,Credit card,Standard rate,Brooklyn,Williamsburg (North Side),Boro Zone,Brooklyn,Carroll Gardens,Boro Zone
green,2,2017-01-01T00:02:56.000+08:00,2017-01-01T00:14:42.000+08:00,N,1,129,56,,,,,2,2.41,10.5,0.5,0.5,0.0,0.0,,0.3,11.8,2,1,1,0,2,56,2017-01-01,2017,1,1,0,14,42,2017-01-01,VFI,VeriFone Inc.,Jan,January,Cash,Standard rate,Queens,Jackson Heights,Boro Zone,Queens,Corona,Boro Zone
green,2,2017-01-01T00:35:43.000+08:00,2017-01-01T00:46:08.000+08:00,N,1,95,82,,,,,2,1.76,9.0,0.5,0.5,0.0,0.0,,0.3,10.3,2,1,1,0,35,43,2017-01-01,2017,1,1,0,46,8,2017-01-01,VFI,VeriFone Inc.,Jan,January,Cash,Standard rate,Queens,Forest Hills,Boro Zone,Queens,Elmhurst,Boro Zone
green,2,2017-01-01T00:06:33.000+08:00,2017-01-01T00:21:34.000+08:00,N,1,255,226,,,,,2,3.06,13.0,0.5,0.5,0.0,0.0,,0.3,14.3,2,1,1,0,6,33,2017-01-01,2017,1,1,0,21,34,2017-01-01,VFI,VeriFone Inc.,Jan,January,Cash,Standard rate,Brooklyn,Williamsburg (North Side),Boro Zone,Queens,Sunnyside,Boro Zone
green,2,2017-01-01T00:53:06.000+08:00,2017-01-01T00:58:15.000+08:00,N,1,179,7,,,,,1,0.99,5.5,0.5,0.5,0.0,0.0,,0.3,6.8,2,1,1,0,53,6,2017-01-01,2017,1,1,0,58,15,2017-01-01,VFI,VeriFone Inc.,Jan,January,Cash,Standard rate,Queens,Old Astoria,Boro Zone,Queens,Astoria,Boro Zone
