taxi_type,vendor_id,pickup_datetime,dropoff_datetime,store_and_fwd_flag,rate_code_id,pickup_location_id,dropoff_location_id,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,payment_type
yellow,2,2017-06-01T00:00:08.000+08:00,2017-06-01T00:06:05.000+08:00,N,1,90,137,,,,,5,1.5,6.5,0.5,0.5,1.56,0.0,0.3,9.36,1
yellow,1,2017-06-01T00:00:09.000+08:00,2017-06-01T00:07:10.000+08:00,N,1,144,234,,,,,1,1.9,8.5,0.5,0.5,1.47,0.0,0.3,11.27,1
yellow,1,2017-06-01T00:00:09.000+08:00,2017-06-01T00:07:25.000+08:00,N,1,151,239,,,,,2,1.2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,2
yellow,2,2017-06-01T00:00:09.000+08:00,2017-06-01T00:15:17.000+08:00,N,1,229,13,,,,,1,6.12,19.0,0.5,0.5,1.0,0.0,0.3,21.3,1
yellow,1,2017-06-01T00:00:10.000+08:00,2017-06-01T00:04:21.000+08:00,N,1,234,79,,,,,1,0.8,5.0,0.5,0.5,1.25,0.0,0.3,7.55,1
yellow,1,2017-06-01T00:00:10.000+08:00,2017-06-01T00:08:01.000+08:00,N,1,249,234,,,,,2,1.1,7.0,0.5,0.5,1.65,0.0,0.3,9.95,1
yellow,1,2017-06-01T00:00:10.000+08:00,2017-06-01T00:07:34.000+08:00,N,1,230,236,,,,,1,2.1,8.5,0.5,0.5,1.96,0.0,0.3,11.76,1
yellow,2,2017-06-01T00:00:10.000+08:00,2017-06-01T00:05:23.000+08:00,N,1,234,249,,,,,1,0.95,5.5,0.5,0.5,1.7,0.0,0.3,8.5,1
yellow,2,2017-06-01T00:00:10.000+08:00,2017-06-01T00:05:44.000+08:00,N,1,164,107,,,,,1,1.4,6.5,0.5,0.5,1.95,0.0,0.3,9.75,1
yellow,2,2017-06-01T00:00:10.000+08:00,2017-06-01T00:07:28.000+08:00,N,1,113,107,,,,,3,1.1,7.0,0.5,0.5,1.66,0.0,0.3,9.96,1
yellow,2,2017-06-01T00:00:10.000+08:00,2017-06-01T00:16:53.000+08:00,N,1,239,230,,,,,2,2.32,12.5,0.5,0.5,0.0,0.0,0.3,13.8,2
yellow,1,2017-06-01T00:00:12.000+08:00,2017-06-01T00:02:52.000+08:00,N,1,244,244,,,,,1,0.3,4.0,0.5,0.5,0.0,0.0,0.3,5.3,2
yellow,1,2017-06-01T00:00:12.000+08:00,2017-06-01T00:06:28.000+08:00,N,1,114,90,,,,,1,1.2,6.5,0.5,0.5,1.55,0.0,0.3,9.35,1
yellow,2,2017-06-01T00:00:12.000+08:00,2017-06-01T00:36:29.000+08:00,N,1,264,264,,,,,6,11.71,37.0,0.5,0.5,0.0,0.0,0.3,38.3,2
yellow,2,2017-06-01T00:00:12.000+08:00,2017-06-01T00:12:11.000+08:00,N,1,75,152,,,,,1,2.4,10.5,0.5,0.5,0.0,0.0,0.3,11.8,2
yellow,1,2017-06-01T00:00:14.000+08:00,2017-06-01T00:07:48.000+08:00,N,1,230,48,,,,,1,0.8,6.5,0.5,0.5,0.0,0.0,0.3,7.8,2
yellow,1,2017-06-01T00:00:15.000+08:00,2017-06-01T00:13:56.000+08:00,N,1,158,79,,,,,1,2.0,10.0,0.5,0.5,2.25,0.0,0.3,13.55,1
yellow,2,2017-06-01T00:00:15.000+08:00,2017-06-01T00:25:07.000+08:00,N,1,132,69,,,,,1,18.61,49.5,0.5,0.5,0.0,5.76,0.3,56.56,2
yellow,2,2017-06-01T00:00:15.000+08:00,2017-06-01T00:05:05.000+08:00,N,1,100,163,,,,,1,1.11,6.0,0.5,0.5,0.0,0.0,0.3,7.3,2
yellow,2,2017-06-01T00:00:15.000+08:00,2017-06-01T00:02:50.000+08:00,N,1,230,142,,,,,2,0.66,4.5,0.5,0.5,0.0,0.0,0.3,5.8,2
yellow,1,2017-06-01T00:00:16.000+08:00,2017-06-01T00:08:24.000+08:00,N,1,163,230,,,,,1,1.2,7.0,0.5,0.5,2.0,0.0,0.3,10.3,1
yellow,1,2017-06-01T00:00:16.000+08:00,2017-06-01T00:01:56.000+08:00,N,1,238,151,,,,,1,0.4,3.5,0.5,0.5,1.0,0.0,0.3,5.8,1
yellow,2,2017-06-01T00:00:16.000+08:00,2017-06-01T00:06:22.000+08:00,N,1,234,79,,,,,1,0.89,6.0,0.5,0.5,1.0,0.0,0.3,8.3,1
yellow,2,2017-06-01T00:00:16.000+08:00,2017-06-01T00:03:15.000+08:00,N,1,234,234,,,,,1,0.62,4.5,0.5,0.5,1.16,0.0,0.3,6.96,1
yellow,1,2017-06-01T00:00:17.000+08:00,2017-06-01T00:09:25.000+08:00,N,1,114,68,,,,,1,2.2,9.0,0.5,0.5,1.0,0.0,0.3,11.3,1
yellow,1,2017-06-01T00:00:18.000+08:00,2017-06-01T00:28:50.000+08:00,N,1,163,255,,,,,1,7.5,26.5,0.5,0.5,5.55,0.0,0.3,33.35,1
yellow,1,2017-06-01T00:00:18.000+08:00,2017-06-01T00:00:30.000+08:00,N,1,138,138,,,,,1,1.3,2.5,0.5,0.5,37.0,0.0,0.3,40.8,1
yellow,2,2017-06-01T00:00:18.000+08:00,2017-06-01T00:05:51.000+08:00,N,1,140,237,,,,,1,0.82,5.5,0.5,0.5,1.0,0.0,0.3,7.8,1
yellow,2,2017-06-01T00:00:18.000+08:00,2017-06-01T00:06:58.000+08:00,N,1,230,142,,,,,1,1.39,7.0,0.5,0.5,1.66,0.0,0.3,9.96,1
yellow,2,2017-06-01T00:00:18.000+08:00,2017-06-01T00:01:30.000+08:00,N,1,142,48,,,,,1,0.38,3.0,0.5,0.5,2.22,0.0,0.3,6.52,1
yellow,1,2017-06-01T00:00:19.000+08:00,2017-06-01T00:27:21.000+08:00,N,1,148,97,,,,,1,4.3,19.0,0.5,0.5,4.05,0.0,0.3,24.35,1
yellow,2,2017-06-01T00:00:19.000+08:00,2017-06-01T23:52:21.000+08:00,N,1,48,24,,,,,1,3.33,11.0,0.5,0.5,2.46,0.0,0.3,14.76,1
yellow,2,2017-06-01T00:00:19.000+08:00,2017-06-01T00:15:52.000+08:00,N,1,238,262,,,,,2,2.7,12.5,0.5,0.5,2.0,0.0,0.3,15.8,1
yellow,2,2017-06-01T00:00:19.000+08:00,2017-06-01T00:07:25.000+08:00,N,1,186,142,,,,,1,1.61,7.5,0.5,0.5,1.76,0.0,0.3,10.56,1
yellow,2,2017-06-01T00:00:19.000+08:00,2017-06-01T00:23:08.000+08:00,N,1,114,238,,,,,1,6.24,23.0,0.5,0.5,4.86,0.0,0.3,29.16,1
yellow,2,2017-06-01T00:00:19.000+08:00,2017-06-01T00:09:07.000+08:00,N,1,170,263,,,,,1,2.86,10.0,0.5,0.5,2.26,0.0,0.3,13.56,1
yellow,2,2017-06-01T00:00:20.000+08:00,2017-06-01T00:16:24.000+08:00,N,1,12,164,,,,,1,3.76,14.0,0.5,0.5,0.0,0.0,0.3,15.3,2
yellow,1,2017-06-01T00:00:21.000+08:00,2017-06-01T00:06:52.000+08:00,N,1,161,113,,,,,1,2.0,8.0,0.5,0.5,0.1,0.0,0.3,9.4,1
yellow,1,2017-06-01T00:00:21.000+08:00,2017-06-01T00:01:32.000+08:00,N,5,193,193,,,,,1,0.0,45.0,0.0,0.0,0.0,0.0,0.3,45.3,1
yellow,2,2017-06-01T00:00:21.000+08:00,2017-06-01T00:34:26.000+08:00,N,1,79,25,,,,,1,4.52,23.5,0.5,0.5,0.0,0.0,0.3,24.8,2
yellow,1,2017-06-01T00:00:22.000+08:00,2017-06-01T00:27:19.000+08:00,N,2,132,164,,,,,1,17.2,52.0,0.0,0.5,6.0,0.0,0.3,58.8,1
yellow,1,2017-06-01T00:00:22.000+08:00,2017-06-01T00:05:47.000+08:00,N,1,68,249,,,,,1,1.0,6.0,0.5,0.5,1.0,0.0,0.3,8.3,1
yellow,1,2017-06-01T00:00:22.000+08:00,2017-06-01T00:05:02.000+08:00,N,1,79,234,,,,,1,0.8,5.0,0.5,0.5,1.0,0.0,0.3,7.3,1
yellow,2,2017-06-01T00:00:22.000+08:00,2017-06-01T00:06:25.000+08:00,N,1,141,161,,,,,1,1.62,7.0,0.5,0.5,1.66,0.0,0.3,9.96,1
yellow,1,2017-06-01T00:00:23.000+08:00,2017-06-01T00:06:02.000+08:00,N,1,90,125,,,,,1,1.1,6.0,0.5,0.5,2.15,0.0,0.3,9.45,1
yellow,2,2017-06-01T00:00:23.000+08:00,2017-06-01T00:07:59.000+08:00,N,1,75,239,,,,,5,1.96,8.0,0.5,0.5,1.86,0.0,0.3,11.16,1
yellow,2,2017-06-01T00:00:23.000+08:00,2017-06-01T00:03:49.000+08:00,N,1,234,164,,,,,5,0.57,4.5,0.5,0.5,1.16,0.0,0.3,6.96,1
yellow,2,2017-06-01T00:00:23.000+08:00,2017-06-01T00:15:12.000+08:00,N,1,230,141,,,,,5,2.1,11.0,0.5,0.5,1.84,0.0,0.3,14.14,1
yellow,1,2017-06-01T00:00:24.000+08:00,2017-06-01T00:36:14.000+08:00,N,1,68,71,,,,,1,8.4,29.5,0.5,0.5,5.0,0.0,0.3,35.8,1
yellow,1,2017-06-01T00:00:25.000+08:00,2017-06-01T00:15:37.000+08:00,N,1,79,255,,,,,1,3.6,14.5,0.5,0.5,4.7,0.0,0.3,20.5,1
yellow,1,2017-06-01T00:00:25.000+08:00,2017-06-01T00:14:56.000+08:00,N,1,48,239,,,,,1,2.7,12.0,0.5,0.5,1.7,0.0,0.3,15.0,1
yellow,1,2017-06-01T00:00:25.000+08:00,2017-06-01T00:08:03.000+08:00,N,1,163,230,,,,,3,0.9,6.5,0.5,0.5,0.0,0.0,0.3,7.8,2
yellow,2,2017-06-01T00:00:25.000+08:00,2017-06-01T00:07:22.000+08:00,N,1,107,249,,,,,1,1.3,7.0,0.5,0.5,1.0,0.0,0.3,9.3,1
yellow,1,2017-06-01T00:00:26.000+08:00,2017-06-01T00:12:43.000+08:00,N,1,170,238,,,,,1,3.7,13.0,0.5,0.5,2.85,0.0,0.3,17.15,1
yellow,1,2017-06-01T00:00:26.000+08:00,2017-06-01T00:24:46.000+08:00,N,1,114,190,,,,,1,4.3,18.5,0.5,0.5,3.95,0.0,0.3,23.75,1
