VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount

1,2017-04-01 00:00:00,2017-04-01 00:15:07,1,1.80,1,N,158,113,2,10.5,0.5,0.5,0,0,0.3,11.8
1,2017-04-01 00:00:00,2017-04-01 00:16:23,3,3.70,1,N,87,158,2,14.5,0.5,0.5,0,0,0.3,15.8
2,2017-04-01 00:00:00,2017-04-01 10:20:01,1,.00,1,N,264,193,1,0,0,0,0,0,0,0
1,2017-04-01 00:00:01,2017-04-01 00:37:05,2,3.30,1,N,230,4,1,23.5,0.5,0.5,4.95,0,0.3,29.75
1,2017-04-01 00:00:01,2017-04-01 00:02:56,1,.70,1,N,142,143,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2017-04-01 00:00:01,2017-04-01 00:07:28,1,2.20,1,N,170,263,1,8.5,0.5,0.5,2.45,0,0.3,12.25
1,2017-04-01 00:00:01,2017-04-01 00:08:30,1,.70,1,N,100,48,1,7,0.5,0.5,1.65,0,0.3,9.95
1,2017-04-01 00:00:01,2017-04-01 00:02:40,1,.40,1,N,166,166,2,4,0.5,0.5,0,0,0.3,5.3
2,2017-04-01 00:00:01,2017-04-01 00:10:20,1,1.23,1,N,113,68,1,8,0.5,0.5,1,0,0.3,10.3
2,2017-04-05 07:52:23,2017-04-05 07:55:02,1,.55,1,N,68,68,1,4,0,0.5,0,0,0.3,4.8
2,2017-04-26 15:45:22,2017-04-26 16:10:00,6,3.72,1,N,88,246,1,18.5,1,0.5,3.04,0,0.3,25.29
2,2017-04-26 16:12:29,2017-04-26 16:28:35,6,2.29,1,N,246,114,1,12.5,1,0.5,1,0,0.3,15.3
2,2017-04-26 16:32:00,2017-04-26 23:46:19,6,1.81,1,N,113,170,2,10,1,0.5,0,0,0.3,11.8
2,2017-04-01 00:00:01,2017-04-01 00:46:22,1,5.67,1,N,162,261,2,33,0.5,0.5,0,0,0.3,34.3
2,2017-04-01 00:00:01,2017-04-01 00:31:14,1,18.21,2,N,132,234,1,52,0,0.5,14.64,5.76,0.3,73.2
2,2017-04-01 00:00:01,2017-04-01 01:19:57,6,7.27,1,N,100,52,1,50.5,0.5,0.5,12.95,0,0.3,64.75
2,2017-04-01 00:00:01,2017-04-01 00:06:09,6,1.06,1,N,230,142,1,6.5,0.5,0.5,1.56,0,0.3,9.36
1,2017-04-01 00:00:02,2017-04-01 00:09:08,2,1.80,1,N,181,61,2,9,0.5,0.5,0,0,0.3,10.3
2,2017-04-01 00:00:02,2017-04-01 00:12:11,1,1.71,1,N,170,79,1,9.5,0.5,0.5,2.16,0,0.3,12.96
2,2017-04-01 00:00:02,2017-04-01 00:26:29,1,3.08,1,N,144,25,1,18.5,0.5,0.5,3.96,0,0.3,23.76
1,2017-04-01 00:00:03,2017-04-01 00:18:44,2,3.60,1,N,164,140,1,15,0.5,0.5,3,0,0.3,19.3
1,2017-04-01 00:00:03,2017-04-01 00:18:46,1,3.50,1,N,211,97,1,15.5,0.5,0.5,3.36,0,0.3,20.16
2,2017-04-01 00:00:03,2017-04-01 00:24:37,5,4.31,1,N,113,141,1,18.5,0.5,0.5,3.96,0,0.3,23.76
2,2017-04-01 00:00:03,2017-04-01 00:13:17,5,3.54,1,N,75,116,1,13,0.5,0.5,2,0,0.3,16.3
1,2017-04-01 00:00:04,2017-04-01 00:20:00,1,5.00,1,N,125,263,1,17.5,0.5,0.5,3.75,0,0.3,22.55
1,2017-04-01 00:00:04,2017-04-01 00:35:34,3,10.30,1,N,234,228,1,34.5,0.5,0.5,8.3,5.76,0.3,49.86
1,2017-04-01 00:00:04,2017-04-01 00:05:47,2,.70,1,N,161,162,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2017-04-01 00:00:04,2017-04-01 00:05:02,1,.60,1,N,79,113,1,5,0.5,0.5,1.89,0,0.3,8.19
2,2017-04-01 00:00:04,2017-04-01 00:08:21,1,.70,1,N,148,232,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2017-04-01 00:00:04,2017-04-01 00:18:51,1,3.79,1,N,142,79,1,15.5,0.5,0.5,5.04,0,0.3,21.84
2,2017-04-01 00:00:04,2017-04-01 00:10:11,4,1.93,1,N,158,48,2,9.5,0.5,0.5,0,0,0.3,10.8
2,2017-04-01 00:00:04,2017-04-01 00:05:52,3,1.41,1,N,234,161,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,2017-04-01 00:00:04,2017-04-01 00:11:42,1,2.02,1,N,79,233,1,10,0.5,0.5,2.26,0,0.3,13.56
2,2017-04-01 00:00:04,2017-04-01 00:06:59,1,.96,1,N,48,186,2,6,0.5,0.5,0,0,0.3,7.3
2,2017-04-01 00:00:04,2017-04-01 00:20:24,1,3.38,1,N,79,255,1,16,0.5,0.5,3.46,0,0.3,20.76
1,2017-04-01 00:00:05,2017-04-01 00:15:28,1,4.70,1,N,264,264,1,15,0.5,0.5,2,0,0.3,18.3
2,2017-04-01 00:00:05,2017-04-01 00:07:02,1,1.15,1,N,230,186,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,2017-04-01 00:00:05,2017-04-01 00:06:13,1,1.30,1,N,100,50,2,6,0.5,0.5,0,0,0.3,7.3
2,2017-04-01 00:00:05,2017-04-01 00:02:22,2,.53,1,N,141,263,1,4,0.5,0.5,1.06,0,0.3,6.36
1,2017-04-01 00:00:06,2017-04-01 00:05:03,2,1.10,1,N,231,13,2,6,0.5,0.5,0,0,0.3,7.3
1,2017-04-01 00:00:06,2017-04-01 00:12:18,2,2.60,1,N,163,236,2,11,0.5,0.5,0,0,0.3,12.3
2,2017-04-01 00:00:06,2017-04-01 01:27:07,2,11.32,1,N,170,89,1,60.5,0.5,0.5,5,0,0.3,66.8
2,2017-04-01 00:00:07,2017-04-01 00:30:46,5,8.10,1,N,234,116,1,28.5,0.5,0.5,5.96,0,0.3,35.76
2,2017-04-01 00:00:07,2017-04-01 00:09:50,2,2.03,1,N,229,107,1,9,0.5,0.5,2.58,0,0.3,12.88
1,2017-04-01 00:00:08,2017-04-01 00:10:01,1,1.40,1,N,234,233,1,8.5,0.5,0.5,2,0,0.3,11.8
1,2017-04-01 00:00:08,2017-04-01 00:04:42,1,.90,1,N,239,238,1,5.5,0.5,0.5,1.35,0,0.3,8.15
2,2017-04-01 00:00:08,2017-04-01 00:23:22,1,7.34,1,N,107,159,1,24,0.5,0.5,6.32,0,0.3,31.62
2,2017-04-01 00:00:08,2017-04-01 00:07:26,1,.59,1,N,144,148,1,6,0.5,0.5,1,0,0.3,8.3
2,2017-04-01 00:00:08,2017-04-01 00:29:28,3,5.35,1,N,161,161,1,21.5,0.5,0.5,4.56,0,0.3,27.36
1,2017-04-01 00:00:09,2017-04-01 00:11:48,1,1.80,1,N,231,79,1,9.5,0.5,0.5,2.15,0,0.3,12.95
1,2017-04-01 00:00:09,2017-04-01 00:04:13,1,1.60,1,N,132,132,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2017-04-01 00:00:09,2017-04-01 00:04:33,1,.30,1,N,48,50,1,4.5,0.5,0.5,1.15,0,0.3,6.95
2,2017-04-01 00:00:09,2017-04-01 00:11:19,2,.88,1,N,48,230,1,8.5,0.5,0.5,1.96,0,0.3,11.76
1,2017-04-01 00:00:10,2017-04-01 01:12:50,1,8.40,1,N,162,181,2,49,0.5,0.5,0,0,0.3,50.3
1,2017-04-01 00:00:10,2017-04-01 00:11:57,1,2.80,1,N,158,48,1,11.5,0.5,0.5,3.8,0,0.3,16.6
2,2017-04-01 00:00:10,2017-04-01 00:24:00,3,4.58,1,N,249,239,1,18.5,0.5,0.5,3.96,0,0.3,23.76
2,2017-04-01 00:00:10,2017-04-01 00:07:07,1,1.00,1,N,162,162,1,6.5,0.5,0.5,1,0,0.3,8.8
2,2017-04-01 00:00:10,2017-04-01 00:21:39,2,3.79,1,N,142,211,1,16.5,0.5,0.5,2.67,0,0.3,20.47
1,2017-04-01 00:00:11,2017-04-01 00:05:32,1,.40,1,N,79,79,2,5,0.5,0.5,0,0,0.3,6.3
2,2017-04-01 00:00:11,2017-04-01 01:17:11,1,7.25,1,N,161,33,1,49.5,0.5,0.5,12.7,0,0.3,63.5
2,2017-04-01 00:00:11,2017-04-01 00:35:26,1,6.06,1,N,186,88,1,27,0.5,0.5,5.66,0,0.3,33.96
1,2017-04-01 00:00:12,2017-04-01 00:43:13,1,7.80,1,N,163,189,1,31.5,0.5,0.5,8.2,0,0.3,41
1,2017-04-01 00:00:12,2017-04-01 00:15:10,3,3.70,1,N,87,158,1,14.5,0.5,0.5,1,0,0.3,16.8
2,2017-04-01 00:00:12,2017-04-01 00:45:26,5,7.90,1,N,68,173,1,33,0.5,0.5,0,0,0.3,34.3
2,2017-04-01 00:00:12,2017-04-01 00:03:49,2,.76,1,N,142,163,1,4.5,0.5,0.5,1.45,0,0.3,7.25
2,2017-04-01 00:00:12,2017-04-01 00:08:25,1,2.52,1,N,229,75,1,9.5,0.5,0.5,0,0,0.3,10.8
1,2017-04-01 00:00:13,2017-04-01 00:03:49,1,.60,1,N,234,249,1,4.5,0.5,0.5,1.15,0,0.3,6.95
1,2017-04-01 00:00:13,2017-04-01 00:04:27,1,.70,1,N,107,79,1,5,0.5,0.5,1,0,0.3,7.3
2,2017-04-01 00:00:13,2017-04-01 00:11:38,5,2.72,1,N,161,263,1,10.5,0.5,0.5,2.36,0,0.3,14.16
2,2017-04-01 00:00:13,2017-04-01 00:05:16,1,.96,1,N,100,90,1,5.5,0.5,0.5,1.36,0,0.3,8.16
2,2017-04-01 00:00:13,2017-04-01 00:16:06,5,1.08,1,N,107,148,2,11,0.5,0.5,0,0,0.3,12.3
1,2017-04-01 00:00:14,2017-04-01 00:18:55,4,4.30,1,N,249,236,1,16,0.5,0.5,3.45,0,0.3,20.75
