VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount

1,2017-10-01 00:01:50,2017-10-01 00:14:13,1,2.00,1,N,142,233,2,10,0.5,0.5,0,0,0.3,11.3
1,2017-10-01 00:02:43,2017-10-01 00:08:35,2,2.30,1,N,142,166,1,8,0.5,0.5,1.85,0,0.3,11.15
1,2017-10-01 00:12:08,2017-10-01 00:25:49,3,2.80,1,N,151,262,1,13,0.5,0.5,1.72,0,0.3,16.02
2,2017-10-01 00:00:25,2017-10-01 00:11:24,1,1.97,1,N,100,229,1,9.5,0.5,0.5,1,0,0.3,11.8
2,2017-10-01 00:15:30,2017-10-01 00:25:11,1,2.17,1,N,141,142,1,9,0.5,0.5,2.06,0,0.3,12.36
1,2017-10-01 00:27:42,2017-10-01 00:35:36,1,.50,1,N,68,158,2,6,0.5,0.5,0,0,0.3,7.3
1,2017-10-01 00:39:19,2017-10-01 00:50:09,1,1.50,1,N,158,100,1,8.5,0.5,0.5,1.95,0,0.3,11.75
1,2017-10-01 00:53:25,2017-10-01 01:10:02,1,5.30,1,N,230,88,2,17,0.5,0.5,0,0,0.3,18.3
1,2017-10-01 00:03:22,2017-10-01 00:27:15,1,3.00,1,N,107,143,1,16.5,0.5,0.5,3.55,0,0.3,21.35
1,2017-10-01 00:57:24,2017-10-01 01:14:42,1,3.90,1,N,107,262,1,15,0.5,0.5,3.26,0,0.3,19.56
2,2017-10-01 00:12:30,2017-10-01 00:36:25,1,2.41,1,N,107,50,1,15,0.5,0.5,0,0,0.3,16.3
2,2017-10-01 00:45:07,2017-10-01 01:04:48,1,2.81,1,N,230,79,2,13.5,0.5,0.5,0,0,0.3,14.8
1,2017-10-01 00:03:13,2017-10-01 00:12:27,1,1.10,1,N,237,141,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2017-10-01 00:21:18,2017-10-01 00:29:37,1,1.60,1,N,233,234,2,7.5,0.5,0.5,0,0,0.3,8.8
1,2017-10-01 00:33:12,2017-10-01 00:35:04,2,.30,1,N,234,90,1,3.5,0.5,0.5,2.2,0,0.3,7
1,2017-10-01 00:45:50,2017-10-01 00:50:13,1,.80,1,N,249,68,1,5,0.5,0.5,1.25,0,0.3,7.55
1,2017-10-01 00:15:32,2017-10-01 00:24:28,3,.50,1,N,158,68,2,7,0.5,0.5,0,0,0.3,8.3
1,2017-10-01 00:26:20,2017-10-01 00:30:07,1,.60,1,N,68,234,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2017-10-01 00:56:51,2017-10-01 01:01:06,2,.40,1,N,148,79,1,4.5,0.5,0.5,1.15,0,0.3,6.95
1,2017-10-01 00:08:07,2017-10-01 00:10:59,3,.70,1,N,230,163,1,4.5,0.5,0.5,3,0,0.3,8.8
1,2017-10-01 00:13:37,2017-10-01 00:17:38,4,.70,1,N,163,230,2,5,0.5,0.5,0,0,0.3,6.3
1,2017-10-01 00:30:34,2017-10-01 00:44:36,1,3.00,1,N,48,151,1,13,0.5,0.5,2,0,0.3,16.3
1,2017-10-01 00:47:50,2017-10-01 00:53:45,1,1.00,1,N,238,239,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2017-10-01 00:08:37,2017-10-01 00:17:48,1,1.60,1,N,79,164,1,8,0.5,0.5,1,0,0.3,10.3
2,2017-10-01 00:18:48,2017-10-01 00:29:54,1,1.74,1,N,164,249,1,9,0.5,0.5,2.06,0,0.3,12.36
1,2017-10-01 00:44:55,2017-10-01 00:49:50,1,1.10,1,N,106,97,1,6,0.5,0.5,1,0,0.3,8.3
2,2017-10-01 00:03:40,2017-10-01 00:13:56,1,2.41,1,N,238,116,2,10.5,0.5,0.5,0,0,0.3,11.8
2,2017-10-01 00:27:30,2017-10-01 00:44:52,1,4.96,1,N,238,107,1,17,0.5,0.5,3.66,0,0.3,21.96
2,2017-10-01 00:53:29,2017-10-01 00:55:57,1,.58,1,N,233,162,2,4,0.5,0.5,0,0,0.3,5.3
1,2017-10-01 00:27:43,2017-10-01 00:29:55,1,.30,1,N,163,163,2,3.5,0.5,0.5,0,0,0.3,4.8
1,2017-10-01 00:34:05,2017-10-01 00:43:59,1,1.60,1,N,142,186,1,8.5,0.5,0.5,1.95,0,0.3,11.75
1,2017-10-01 00:49:29,2017-10-01 00:59:43,1,2.70,1,N,68,239,1,10.5,0.5,0.5,2.35,0,0.3,14.15
1,2017-10-01 00:28:12,2017-10-01 01:08:01,1,7.00,1,N,211,238,2,29,0.5,0.5,0,0,0.3,30.3
1,2017-10-01 00:03:13,2017-10-01 00:16:11,3,1.30,1,N,148,211,1,9,0.5,0.5,2,0,0.3,12.3
1,2017-10-01 00:18:11,2017-10-01 00:26:33,3,1.10,1,N,211,79,1,7,0.5,0.5,1.65,0,0.3,9.95
1,2017-10-01 00:29:23,2017-10-01 00:40:10,2,2.10,1,N,79,162,1,9.5,0.5,0.5,1.5,0,0.3,12.3
2,2017-10-01 00:02:47,2017-10-01 00:20:34,5,3.91,1,N,163,226,1,16,0.5,0.5,3.46,0,0.3,20.76
1,2017-10-01 00:08:16,2017-10-01 00:19:56,4,1.50,1,N,234,144,1,9.5,0.5,0.5,2.15,0,0.3,12.95
1,2017-10-01 00:22:15,2017-10-01 00:31:25,1,.40,1,N,144,148,2,7,0.5,0.5,0,0,0.3,8.3
2,2017-10-01 00:24:30,2017-10-01 00:49:09,1,8.23,1,N,238,248,1,26.5,0.5,0.5,3,0,0.3,30.8
2,2017-10-01 00:06:38,2017-10-01 00:30:23,1,10.15,1,N,145,197,1,30.5,0.5,0.5,6.36,0,0.3,38.16
1,2017-10-01 00:11:39,2017-10-01 00:24:05,3,1.40,1,N,113,107,1,9.5,0.5,0.5,1.5,0,0.3,12.3
1,2017-10-01 00:26:08,2017-10-01 00:35:02,3,1.40,1,N,137,79,2,7.5,0.5,0.5,0,0,0.3,8.8
1,2017-10-01 00:40:31,2017-10-01 00:48:13,2,1.20,1,N,79,231,1,7,0.5,0.5,1,0,0.3,9.3
1,2017-10-01 00:06:51,2017-10-01 00:09:28,1,.30,1,N,261,88,2,3.5,0.5,0.5,0,0,0.3,4.8
1,2017-10-01 00:20:31,2017-10-01 00:32:00,1,2.80,1,N,261,246,1,11,0.5,0.5,0.62,0,0.3,12.92
