VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2017-03-01 00:00:03,2017-03-01 00:17:29,1,4.50,1,N,114,181,1,16.5,0.5,0.5,3.55,0,0.3,21.35
1,2017-03-01 00:00:03,2017-03-01 00:10:12,2,1.20,1,N,211,148,2,8,0.5,0.5,0,0,0.3,9.3
2,2017-03-01 00:00:03,2017-03-01 00:09:55,1,1.73,1,N,230,143,1,9,0.5,0.5,2.06,0,0.3,12.36
2,2017-03-01 00:00:03,2017-03-01 00:08:34,2,1.58,1,N,90,144,1,8,0.5,0.5,1.86,0,0.3,11.16
1,2017-03-01 00:00:04,2017-03-01 00:07:51,1,1.40,1,N,162,186,2,7.5,0.5,0.5,0,0,0.3,8.8
1,2017-03-01 00:00:05,2017-03-01 00:22:10,4,9.80,1,N,138,163,2,29.5,0.5,0.5,0,5.54,0.3,36.34
1,2017-03-01 00:00:07,2017-03-01 00:12:35,1,3.70,1,N,162,226,1,13.5,0.5,0.5,2.95,0,0.3,17.75
1,2017-03-01 00:00:07,2017-03-01 00:27:43,1,10.30,1,N,138,141,1,32.5,0.5,0.5,7.85,5.54,0.3,47.19
1,2017-03-01 00:00:07,2017-03-01 00:09:41,1,1.40,1,N,114,234,2,8.5,0.5,0.5,0,0,0.3,9.8
1,2017-03-01 00:00:07,2017-03-01 00:13:00,1,3.50,1,N,125,50,1,13,0.5,0.5,3.55,0,0.3,17.85
1,2017-03-01 00:00:08,2017-03-01 00:07:26,3,.90,1,N,114,79,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2017-03-01 00:00:08,2017-03-01 00:02:10,1,.40,1,N,237,141,1,3.5,0.5,0.5,1.2,0,0.3,6
2,2017-03-01 00:00:08,2017-03-01 00:03:29,1,.66,1,N,161,162,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2017-03-01 00:00:08,2017-03-01 00:25:29,1,14.90,1,N,132,226,1,41.5,0.5,0.5,7.2,0,0.3,50
1,2017-03-01 00:00:09,2017-03-01 00:07:15,1,1.40,1,N,163,48,1,7,0.5,0.5,2.05,0,0.3,10.35
1,2017-03-01 00:00:09,2017-03-01 00:11:12,1,4.00,1,N,263,79,1,12.5,0.5,0.5,2.75,0,0.3,16.55
2,2017-03-01 00:00:09,2017-03-01 00:00:19,1,.00,5,N,87,87,1,12,0,0,3.08,0,0.3,15.38
2,2017-03-01 00:00:09,2017-03-01 00:21:59,1,16.53,2,N,132,170,1,52,0,0.5,11.67,5.54,0.3,70.01
1,2017-03-01 00:00:10,2017-03-01 00:05:58,1,.90,1,N,234,107,1,6,0.5,0.5,0.73,0,0.3,8.03
1,2017-03-01 00:00:10,2017-03-01 00:02:53,2,1.00,1,N,74,75,1,5,0.5,0.5,1.25,0,0.3,7.55
2,2017-03-01 00:00:10,2017-03-01 00:06:47,1,1.54,1,N,48,90,1,7.5,0.5,0.5,1.25,0,0.3,10.05
2,2017-03-01 00:00:10,2017-03-01 00:15:02,1,4.33,1,N,170,24,1,14.5,0.5,0.5,3.16,0,0.3,18.96
2,2017-03-01 00:00:11,2017-03-01 00:16:34,6,2.79,1,N,114,230,2,13,0.5,0.5,0,0,0.3,14.3
2,2017-03-01 00:00:12,2017-03-01 00:06:04,1,1.17,1,N,161,186,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2017-03-01 00:00:12,2017-03-01 00:04:46,1,1.95,1,N,48,239,1,7,0.5,0.5,2.08,0,0.3,10.38
2,2017-03-01 00:00:13,2017-03-01 00:18:57,2,5.79,1,N,142,223,2,19,0.5,0.5,0,0,0.3,20.3
2,2017-03-01 00:00:14,2017-03-01 00:24:41,1,6.21,1,N,264,264,1,22.5,0.5,0.5,4.76,0,0.3,28.56
1,2017-03-01 00:00:15,2017-03-01 00:14:34,1,2.60,1,N,79,186,1,12,0.5,0.5,2.65,0,0.3,15.95
1,2017-03-01 00:00:15,2017-03-01 00:11:06,2,1.50,1,N,48,229,1,9,0.5,0.5,2.05,0,0.3,12.35
1,2017-03-01 00:00:15,2017-03-01 00:07:40,1,1.40,1,N,161,186,2,7,0.5,0.5,0,0,0.3,8.3
1,2017-03-01 00:00:15,2017-03-01 00:18:03,2,3.90,1,N,48,146,1,15.5,0.5,0.5,0,0,0.3,16.8
1,2017-03-01 00:00:15,2017-03-01 00:08:14,1,2.90,1,N,142,166,2,10,0.5,0.5,0,0,0.3,11.3
2,2017-03-01 00:00:15,2017-03-01 00:08:56,3,2.27,1,N,142,140,1,9,0.5,0.5,2.06,0,0.3,12.36
1,2017-03-01 00:00:16,2017-03-01 00:01:47,1,.60,1,N,68,68,1,4,0.5,0.5,1.3,0,0.3,6.6
2,2017-03-01 00:00:16,2017-03-01 00:27:54,1,17.33,2,N,132,237,1,52,0,0.5,8,0,0.3,60.8
2,2017-03-01 00:00:16,2017-03-01 00:08:16,1,2.29,1,N,158,261,1,9,0.5,0.5,2,0,0.3,12.3
2,2017-03-01 00:00:16,2017-03-01 00:19:28,2,14.63,1,N,132,223,1,39.5,0.5,0.5,5.5,0,0.3,46.3
1,2017-03-01 00:00:18,2017-03-01 00:06:31,1,1.20,1,N,234,4,1,6.5,0.5,0.5,1,0,0.3,8.8
1,2017-03-01 00:00:18,2017-03-01 00:45:19,1,20.90,2,N,132,231,1,52,0,0.5,10.55,0,0.3,63.35
2,2017-03-01 00:00:19,2017-03-01 00:21:22,1,7.32,1,N,232,7,1,24,0.5,0.5,7.59,0,0.3,34.84
2,2017-03-01 00:00:19,2017-03-01 00:06:21,1,.96,1,N,234,164,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2017-03-01 00:00:20,2017-03-01 00:15:30,1,3.95,1,N,164,75,1,14.5,0.5,0.5,1.5,0,0.3,17.3
2,2017-03-01 00:00:20,2017-03-01 00:15:58,1,3.19,1,N,161,249,2,12.5,0.5,0.5,0,0,0.3,13.8
2,2017-03-01 00:00:20,2017-03-01 00:09:15,2,2.28,1,N,162,114,1,9.5,0.5,0.5,2.16,0,0.3,12.96
1,2017-03-01 00:00:21,2017-03-01 00:07:57,1,1.30,1,N,161,48,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2017-03-01 00:00:21,2017-03-01 00:05:56,1,2.02,1,N,166,244,1,8,0.5,0.5,2.79,0,0.3,12.09
2,2017-03-01 00:00:21,2017-03-01 00:13:19,5,2.92,1,N,211,230,2,11.5,0.5,0.5,0,0,0.3,12.8
2,2017-03-01 00:00:22,2017-03-01 00:08:12,1,1.26,1,N,114,224,1,7.5,0.5,0.5,1,0,0.3,9.8
2,2017-03-01 00:00:22,2017-03-01 00:04:32,6,1.17,1,N,211,90,1,5.5,0.5,0.5,1.36,0,0.3,8.16
2,2017-03-01 00:00:22,2017-03-01 00:11:06,5,2.33,1,N,164,239,1,10,0.5,0.5,2.26,0,0.3,13.56
2,2017-03-01 00:00:22,2017-03-01 00:13:07,1,2.90,1,N,236,229,1,12,0.5,0.5,2.66,0,0.3,15.96
2,2017-03-01 00:00:22,2017-03-01 00:09:58,1,2.40,1,N,229,79,2,9.5,0.5,0.5,0,0,0.3,10.8
2,2017-03-01 00:00:22,2017-03-01 00:12:25,2,2.69,1,N,249,43,1,11.5,0.5,0.5,2.56,0,0.3,15.36
1,2017-03-01 00:00:24,2017-03-01 00:10:23,1,2.30,1,N,231,65,2,9.5,0.5,0.5,0,0,0.3,10.8
1,2017-03-01 00:00:24,2017-03-01 00:08:29,2,2.30,1,N,79,229,1,9,0.5,0.5,2.05,0,0.3,12.35
2,2017-03-01 00:00:24,2017-03-01 00:00:27,1,.00,5,N,264,264,1,23.8,0,0.5,4.92,0,0.3,29.52
2,2017-03-01 00:00:24,2017-03-01 00:12:36,1,2.08,1,N,17,225,1,10.5,0.5,0.5,2.36,0,0.3,16.11
1,2017-03-01 00:00:25,2017-03-01 00:40:58,3,10.70,1,N,68,72,2,36.5,0.5,0.5,0,0,0.3,37.8
1,2017-03-01 00:00:25,2017-03-01 00:12:54,1,4.50,1,N,209,164,1,15.5,0.5,0.5,1,0,0.3,17.8
1,2017-03-01 00:00:26,2017-03-01 00:07:31,1,1.00,1,N,163,142,1,7,0.5,0.5,1,0,0.3,9.3
1,2017-03-01 00:00:26,2017-03-01 00:06:17,1,1.00,1,N,162,141,1,6,0.5,0.5,1,0,0.3,8.3
2,2017-03-01 00:00:26,2017-03-01 00:10:52,2,1.36,1,N,162,48,1,8.5,0.5,0.5,2.2,0,0.3,12
2,2017-03-01 00:00:26,2017-03-01 00:03:28,1,.62,1,N,263,263,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2017-03-01 00:00:27,2017-03-01 00:10:22,1,1.10,1,N,230,163,2,8,0.5,0.5,0,0,0.3,9.3
1,2017-03-01 00:00:27,2017-03-01 00:06:04,1,.90,1,N,234,107,2,6,0.5,0.5,0,0,0.3,7.3
1,2017-03-01 00:00:27,2017-03-01 00:22:25,1,4.20,1,N,249,162,1,17,0.5,0.5,3.65,0,0.3,21.95
2,2017-03-01 00:00:27,2017-03-01 00:41:17,1,9.79,1,N,137,226,2,31.5,0.5,0.5,0,0,0.3,32.8
2,2017-03-01 00:00:27,2017-03-01 00:17:07,4,6.35,1,N,68,166,1,20.5,0.5,0.5,4.36,0,0.3,26.16
2,2017-03-01 00:00:27,2017-03-01 00:25:42,1,5.28,1,N,236,260,1,20.5,0.5,0.5,3,0,0.3,24.8
2,2017-03-01 00:00:28,2017-03-01 00:03:39,1,.78,1,N,238,151,2,5,0.5,0.5,0,0,0.3,6.3
2,2017-03-01 00:00:28,2017-03-01 00:03:36,1,.42,1,N,90,68,2,4,0.5,0.5,0,0,0.3,5.3
2,2017-03-01 00:00:28,2017-03-01 00:01:41,1,.41,1,N,114,113,1,3.5,0.5,0.5,0.96,0,0.3,5.76
1,2017-03-01 00:00:30,2017-03-01 00:05:25,2,1.30,1,N,161,236,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2017-03-01 00:00:31,2017-03-01 00:03:27,1,1.00,1,N,161,237,2,5,0.5,0.5,0,0,0.3,6.3
1,2017-03-01 00:00:31,2017-03-01 00:10:36,1,1.80,1,N,107,249,1,9,0.5,0.5,2.05,0,0.3,12.35
2,2017-03-01 00:00:31,2017-03-01 00:04:51,1,1.82,1,N,125,68,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2017-03-01 00:00:31,2017-03-01 00:14:17,2,3.36,1,N,230,24,2,13,0.5,0.5,0,0,0.3,14.3
