VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount

1,2017-08-01 00:29:45,2017-08-01 00:29:51,1,.00,1,N,145,145,2,2.5,0.5,0.5,0,0,0.3,3.8
1,2017-08-01 00:06:34,2017-08-01 00:19:23,2,1.20,1,N,140,237,1,9,0.5,0.5,3.33,0,0.3,13.63
1,2017-08-01 00:07:46,2017-08-01 00:14:51,1,3.80,1,N,223,70,2,12.5,0.5,0.5,0,0,0.3,13.8
1,2017-08-01 00:16:03,2017-08-01 00:35:36,1,3.30,1,N,79,230,2,14,0.5,0.5,0,0,0.3,15.3
1,2017-08-01 00:21:14,2017-08-01 00:22:40,1,.50,1,N,162,237,2,3.5,0.5,0.5,0,0,0.3,4.8
1,2017-08-01 00:36:27,2017-08-01 00:39:26,1,.50,1,N,164,170,1,4,0.5,0.5,0.7,0,0.3,6
1,2017-08-01 00:30:39,2017-08-01 00:49:31,2,4.70,1,N,138,196,1,20,0.5,0.5,0,0,0.3,21.3
2,2017-08-01 00:19:00,2017-08-01 00:23:27,1,.61,1,N,90,68,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2017-08-01 00:06:48,2017-08-01 00:16:31,1,3.90,1,N,238,244,2,13.5,0.5,0.5,0,0,0.3,14.8
1,2017-08-01 00:39:18,2017-08-01 00:52:10,1,3.60,1,N,132,218,2,13,0.5,0.5,0,0,0.3,14.3
1,2017-08-01 00:48:26,2017-08-01 00:59:57,1,3.00,1,N,161,238,1,11.5,0.5,0.5,5,0,0.3,17.8
1,2017-08-01 00:16:18,2017-08-01 00:41:00,1,5.60,1,N,50,7,1,20,0.5,0.5,4.25,0,0.3,25.55
1,2017-08-01 00:48:33,2017-08-01 00:53:57,1,.90,1,N,179,7,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2017-08-01 00:26:19,2017-08-01 00:54:39,5,15.92,1,N,132,89,1,44,0.5,0.5,5,0,0.3,50.3
1,2017-08-01 00:42:16,2017-08-01 00:49:56,1,1.80,1,N,230,239,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2017-08-01 00:32:38,2017-08-01 00:41:51,1,1.51,1,N,233,163,2,8,0.5,0.5,0,0,0.3,9.3
1,2017-08-01 00:18:47,2017-08-01 00:41:05,1,10.90,1,N,158,243,1,32.5,0.5,0.5,6.75,0,0.3,40.55
1,2017-08-01 00:42:43,2017-08-01 00:44:34,2,.60,1,N,249,125,2,4,0.5,0.5,0,0,0.3,5.3
1,2017-08-01 00:11:44,2017-08-01 00:29:05,2,2.70,1,N,239,186,1,13,0.5,0.5,2.85,0,0.3,17.15
1,2017-08-01 00:18:42,2017-08-01 00:43:44,1,12.50,1,N,170,14,2,35.5,0.5,0.5,0,0,0.3,36.8
2,2017-08-01 00:19:38,2017-08-01 00:32:09,1,5.34,1,N,132,216,2,16.5,0.5,0.5,0,0,0.3,17.8
1,2017-08-01 00:38:15,2017-08-01 00:44:19,1,2.00,1,N,142,151,1,8,0.5,0.5,1,0,0.3,10.3
2,2017-08-01 00:04:12,2017-08-01 00:19:33,1,2.54,1,N,142,233,1,12,0.5,0.5,2,0,0.3,15.3
1,2017-08-01 00:38:53,2017-08-01 00:50:45,1,6.40,1,N,193,168,2,19,0.5,0.5,0,0,0.3,20.3
1,2017-08-01 00:59:55,2017-08-01 01:22:31,1,18.00,2,N,132,148,2,52,0,0.5,0,0,0.3,52.8
2,2017-08-01 00:32:39,2017-08-01 00:43:15,1,2.28,1,N,230,107,1,10,0.5,0.5,2.26,0,0.3,13.56
1,2017-08-01 00:17:58,2017-08-01 00:30:43,1,2.80,1,N,161,263,1,12,0.5,0.5,2.65,0,0.3,15.95
1,2017-08-01 00:37:23,2017-08-01 00:45:21,1,2.20,1,N,236,41,1,9,0.5,0.5,2.05,0,0.3,12.35
1,2017-08-01 00:57:39,2017-08-01 01:04:13,1,1.40,1,N,142,141,1,7,0.5,0.5,2.05,0,0.3,10.35
2,2017-08-01 00:03:58,2017-08-01 00:08:04,1,.60,1,N,164,137,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2017-08-01 00:29:58,2017-08-01 00:33:20,1,.60,1,N,79,79,1,4.5,0.5,0.5,1.15,0,0.3,6.95
1,2017-08-01 00:03:33,2017-08-01 00:09:54,1,1.70,1,N,163,186,1,7,0.5,0.5,2.05,0,0.3,10.35
1,2017-08-01 00:28:55,2017-08-01 00:41:25,1,1.80,1,N,48,229,1,10,0.5,0.5,2.25,0,0.3,13.55
1,2017-08-01 00:52:12,2017-08-01 01:00:43,1,2.20,1,N,162,224,1,9,0.5,0.5,2.55,0,0.3,12.85
1,2017-08-01 00:28:47,2017-08-01 00:32:50,1,.60,1,N,237,141,1,4.5,0.5,0.5,1.15,0,0.3,6.95
1,2017-08-01 00:31:42,2017-08-01 00:39:07,1,2.00,1,N,161,236,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2017-08-01 00:39:12,2017-08-01 00:45:20,1,1.26,1,N,234,113,1,6.5,0.5,0.5,1.56,0,0.3,9.36
