VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount

1,2017-12-01 00:12:00,2017-12-01 00:12:51,1,.00,1,N,226,226,3,2.5,0.5,0.5,0,0,0.3,3.8
1,2017-12-01 00:13:37,2017-12-01 00:13:47,1,.00,1,N,226,226,3,2.5,0.5,0.5,0,0,0.3,3.8
1,2017-12-01 00:14:15,2017-12-01 00:15:05,1,.00,1,N,226,226,3,2.5,0.5,0.5,0,0,0.3,3.8
1,2017-12-01 00:15:33,2017-12-01 00:15:37,1,.00,1,N,226,226,3,2.5,0.5,0.5,0,0,0.3,3.8
1,2017-12-01 00:50:03,2017-12-01 00:53:35,1,.00,1,N,145,145,2,4,0.5,0.5,0,0,0.3,5.3
1,2017-12-01 00:14:20,2017-12-01 00:28:35,1,4.20,1,N,82,258,2,15,0.5,0.5,0,0,0.3,16.3
1,2017-12-01 00:20:32,2017-12-01 00:31:24,1,5.40,1,N,50,116,2,17,0.5,0.5,0,0,0.3,18.3
1,2017-12-01 00:01:46,2017-12-01 00:12:19,1,1.90,1,N,161,107,1,9,0.5,0.5,2.05,0,0.3,12.35
1,2017-12-01 00:17:52,2017-12-01 00:32:35,1,3.30,1,N,107,263,1,12.5,0.5,0.5,2.07,0,0.3,15.87
1,2017-12-01 00:10:00,2017-12-01 00:24:35,1,2.80,1,N,264,87,1,12,0.5,0.5,2.65,0,0.3,15.95
1,2017-12-01 00:03:14,2017-12-01 00:30:47,1,10.30,1,N,138,237,1,32,0.5,0.5,7.8,5.76,0.3,46.86
1,2017-12-01 00:01:15,2017-12-01 00:34:36,1,9.50,1,N,232,167,3,32,0.5,0.5,0,0,0.3,33.3
2,2017-12-01 00:40:04,2017-12-01 00:50:13,1,2.09,1,N,166,116,2,10,0.5,0.5,0,0,0.3,11.3
1,2017-12-01 00:43:35,2017-12-01 00:56:14,1,3.90,1,N,226,95,2,14,0.5,0.5,0,0,0.3,15.3
1,2017-12-01 00:09:32,2017-12-01 00:30:05,1,2.80,1,N,163,186,1,14.5,0.5,0.5,3.15,0,0.3,18.95
1,2017-12-01 00:59:12,2017-12-01 01:12:14,1,2.10,1,N,48,143,1,10.5,0.5,0.5,2,0,0.3,13.8
1,2017-12-01 00:19:44,2017-12-01 00:57:47,1,8.20,1,N,246,129,1,30,0.5,0.5,1,0,0.3,32.3
2,2017-12-01 00:29:29,2017-12-01 00:41:52,1,2.36,1,N,238,42,1,11,0.5,0.5,3.08,0,0.3,15.38
1,2017-12-01 00:10:47,2017-12-01 00:21:35,1,2.10,1,N,234,229,2,9.5,0.5,0.5,0,0,0.3,10.8
1,2017-12-01 00:23:34,2017-12-01 00:39:00,1,3.20,1,N,229,148,1,13,0.5,0.5,2.85,0,0.3,17.15
1,2017-12-01 00:43:08,2017-12-01 01:03:39,1,5.30,1,N,148,262,1,20,0.5,0.5,3,0,0.3,24.3
2,2017-12-01 00:00:54,2017-12-01 00:06:24,1,1.38,1,N,236,141,1,6.5,0.5,0.5,1,0,0.3,8.8
2,2017-12-01 00:25:04,2017-12-01 00:32:44,1,1.99,1,N,229,263,1,8,0.5,0.5,1.7,0,0.3,11
2,2017-12-01 00:32:29,2017-12-01 00:51:07,1,4.55,1,N,161,179,1,17,0.5,0.5,3.66,0,0.3,21.96
2,2017-12-01 00:28:27,2017-12-01 00:44:07,2,2.49,1,N,231,107,1,12,0.5,0.5,2.66,0,0.3,15.96
1,2017-12-01 00:29:54,2017-12-01 00:31:48,1,.40,1,N,161,162,2,3.5,0.5,0.5,0,0,0.3,4.8
1,2017-12-01 00:06:00,2017-12-01 00:23:51,1,5.20,1,N,170,166,1,17.5,0.5,0.5,3.75,0,0.3,22.55
1,2017-12-01 00:31:07,2017-12-01 00:50:44,1,6.80,1,N,140,255,1,22.5,0.5,0.5,4.75,0,0.3,28.55
1,2017-12-01 00:58:30,2017-12-01 01:09:15,1,3.30,1,N,148,162,1,11.5,0.5,0.5,2.55,0,0.3,15.35
1,2017-12-01 00:06:17,2017-12-01 00:20:51,1,2.20,1,N,164,142,1,11,0.5,0.5,3.65,0,0.3,15.95
1,2017-12-01 00:36:20,2017-12-01 00:40:53,1,.50,1,N,162,229,1,5,0.5,0.5,5,0,0.3,11.3
1,2017-12-01 00:56:31,2017-12-01 01:02:09,2,1.20,1,N,162,163,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2017-12-01 00:03:38,2017-12-01 00:15:35,1,2.50,1,N,249,158,2,10.5,0.5,0.5,0,0,0.3,11.8
