VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2016-09-04 01:39:17,2016-09-04 01:55:24,1,4.90,1,N,230,145,1,15.5,0.5,0.5,3.35,0,0.3,20.15,,
2,2016-09-04 01:39:17,2016-09-04 01:56:44,2,4.79,1,N,79,238,2,17,0.5,0.5,0,0,0.3,18.3,,
2,2016-09-04 01:39:17,2016-09-04 02:11:13,1,11.74,1,N,4,149,1,35.5,0.5,0.5,7.36,0,0.3,44.16,,
2,2016-09-04 01:39:18,2016-09-04 01:43:11,1,.85,1,N,211,114,2,5,0.5,0.5,0,0,0.3,6.3,,
1,2016-09-04 01:39:19,2016-09-04 02:09:23,1,12.00,1,N,234,85,2,36,0.5,0.5,0,0,0.3,37.3,,
1,2016-09-04 01:39:19,2016-09-04 01:49:30,2,3.70,1,N,246,166,1,12,0.5,0.5,1.5,0,0.3,14.8,,
1,2016-09-04 01:39:19,2016-09-04 01:42:34,1,.70,1,N,97,97,1,5,0.5,0.5,1.25,0,0.3,7.55,,
2,2016-09-04 01:39:19,2016-09-04 02:00:51,1,6.90,1,N,48,87,1,23,0.5,0.5,4.86,0,0.3,29.16,,
1,2016-09-04 01:39:20,2016-09-04 01:58:40,2,7.20,1,N,230,244,2,23.5,0.5,0.5,0,0,0.3,24.8,,
1,2016-09-04 01:39:20,2016-09-04 01:47:02,3,1.70,1,N,237,164,2,8,0.5,0.5,0,0,0.3,9.3,,
2,2016-09-04 01:39:20,2016-09-04 01:41:32,6,.50,1,N,263,236,1,4,0.5,0.5,1.32,0,0.3,6.62,,
2,2016-09-04 01:39:20,2016-09-04 01:45:28,1,1.48,1,N,170,230,1,7,0.5,0.5,1.66,0,0.3,9.96,,
1,2016-09-04 01:39:21,2016-09-04 01:48:36,1,1.40,1,N,107,79,1,8,0.5,0.5,1.85,0,0.3,11.15,,
1,2016-09-04 01:39:21,2016-09-04 01:59:54,2,10.30,1,N,45,41,1,30,0.5,0.5,6.25,0,0.3,37.55,,
2,2016-09-04 01:39:21,2016-09-04 01:49:44,1,1.64,1,N,100,162,2,8.5,0.5,0.5,0,0,0.3,9.8,,
2,2016-09-04 01:39:21,2016-09-04 01:54:51,1,2.64,1,N,158,148,1,10,0.5,0.5,0,0,0.3,11.3,,
2,2016-09-04 01:39:21,2016-09-04 01:45:14,2,1.63,1,N,137,229,1,7,0.5,0.5,1,0,0.3,9.3,,
1,2016-09-04 01:39:22,2016-09-04 01:53:05,1,3.20,1,N,238,42,1,13,0.5,0.5,0,0,0.3,14.3,,
1,2016-09-04 01:39:23,2016-09-04 01:47:09,1,1.90,1,N,264,264,1,8.5,0.5,0.5,1.95,0,0.3,11.75,,
1,2016-09-04 01:39:24,2016-09-04 01:45:53,1,.70,1,N,230,48,2,6,0.5,0.5,0,0,0.3,7.3,,
1,2016-09-04 01:39:24,2016-09-04 01:43:22,4,.90,1,N,189,49,2,5,0.5,0.5,0,0,0.3,6.3,,
1,2016-09-04 01:39:24,2016-09-04 01:48:55,1,5.70,1,N,88,229,1,17,0.5,0.5,2.75,0,0.3,21.05,,
1,2016-09-04 01:39:25,2016-09-04 01:46:36,1,1.80,1,N,162,224,2,8,0.5,0.5,0,0,0.3,9.3,,
2,2016-09-04 01:39:25,2016-09-04 02:16:47,1,3.92,1,N,234,163,1,24,0.5,0.5,5.06,0,0.3,30.36,,
2,2016-09-04 01:39:25,2016-09-04 01:45:00,1,1.52,1,N,234,161,1,6.5,0.5,0.5,1.95,0,0.3,9.75,,
1,2016-09-04 01:39:26,2016-09-04 02:07:21,2,7.20,1,N,148,7,1,25,0.5,0.5,5.25,0,0.3,31.55,,
1,2016-09-04 01:39:26,2016-09-04 01:50:45,1,4.00,1,N,48,166,1,13,0.5,0.5,2.85,0,0.3,17.15,,
1,2016-09-04 01:39:26,2016-09-04 01:50:01,1,1.90,1,N,255,37,1,9.5,0.5,0.5,2.16,0,0.3,12.96,,
2,2016-09-04 01:39:26,2016-09-04 01:43:20,1,.92,1,N,164,107,1,5.5,0.5,0.5,1.2,0,0.3,8,,
2,2016-09-04 01:39:26,2016-09-04 01:39:33,2,.00,1,N,170,170,1,2.5,0.5,0.5,7,0,0.3,10.8,,
1,2016-09-04 01:39:27,2016-09-04 01:46:31,1,1.50,1,N,48,239,1,7.5,0.5,0.5,1.75,0,0.3,10.55,,
1,2016-09-04 01:39:27,2016-09-04 01:48:34,2,2.60,1,N,107,230,1,10,0.5,0.5,4,0,0.3,15.3,,
1,2016-09-04 01:39:27,2016-09-04 01:58:34,2,3.50,1,N,249,43,1,15.5,0.5,0.5,3.35,0,0.3,20.15,,
1,2016-09-04 01:39:27,2016-09-04 01:50:48,1,1.80,1,N,249,170,1,9.5,0.5,0.5,2.15,0,0.3,12.95,,
2,2016-09-04 01:39:27,2016-09-04 01:41:53,1,.53,1,N,50,50,1,4,0.5,0.5,1.59,0,0.3,6.89,,
1,2016-09-04 01:39:28,2016-09-04 01:51:39,1,5.00,1,N,148,145,1,16,0.5,0.5,3.46,0,0.3,20.76,,
1,2016-09-04 01:39:28,2016-09-04 01:48:29,1,1.90,1,N,246,230,2,8.5,0.5,0.5,0,0,0.3,9.8,,
1,2016-09-04 01:39:29,2016-09-04 01:48:40,1,2.00,1,N,230,239,1,9,0.5,0.5,1.5,0,0.3,11.8,,
2,2016-09-04 01:39:29,2016-09-04 01:47:14,1,1.20,1,N,148,209,1,7,0.5,0.5,1,0,0.3,9.3,,
2,2016-09-04 01:39:29,2016-09-04 01:56:41,4,5.02,1,N,79,143,1,17,0.5,0.5,3.66,0,0.3,21.96,,
2,2016-09-04 01:39:29,2016-09-04 02:04:16,1,5.29,1,N,148,50,1,21,0.5,0.5,5.58,0,0.3,27.88,,
2,2016-09-04 01:39:29,2016-09-04 02:08:50,1,10.55,1,N,48,220,2,33,0.5,0.5,0,0,0.3,34.3,,
1,2016-09-04 01:39:30,2016-09-04 02:01:21,1,7.00,1,N,79,52,1,23,0.5,0.5,3,5.54,0.3,32.84,,
2,2016-09-04 01:39:30,2016-09-04 01:40:08,1,.02,1,N,114,114,2,2.5,0.5,0.5,0,0,0.3,3.8,,
2,2016-09-04 01:39:30,2016-09-04 01:43:49,2,.82,1,N,80,37,1,5,0.5,0.5,1.26,0,0.3,7.56,,
1,2016-09-04 01:39:31,2016-09-04 01:43:30,1,.60,1,N,186,68,2,5,0.5,0.5,0,0,0.3,6.3,,
1,2016-09-04 01:39:31,2016-09-04 01:52:36,1,2.40,1,N,79,246,1,11.5,0.5,0.5,2.55,0,0.3,15.35,,
2,2016-09-04 01:39:32,2016-09-04 01:47:52,1,1.56,1,N,80,36,2,8,0.5,0.5,0,0,0.3,9.3,,
2,2016-09-04 01:39:32,2016-09-04 01:56:42,1,2.70,1,N,230,125,2,13.5,0.5,0.5,0,0,0.3,14.8,,
1,2016-09-04 01:39:33,2016-09-04 01:52:28,1,2.20,1,N,168,147,2,11,0.5,0.5,0,0,0.3,12.3,,
1,2016-09-04 01:39:33,2016-09-04 01:49:02,1,1.20,1,N,114,79,1,8,0.5,0.5,0,0,0.3,9.3,,
2,2016-09-04 01:39:33,2016-09-04 01:44:58,1,1.01,1,N,79,79,1,6,0.5,0.5,1.46,0,0.3,8.76,,
1,2016-09-04 01:39:34,2016-09-04 01:54:45,1,4.20,1,N,48,146,2,15,0.5,0.5,0,0,0.3,16.3,,
1,2016-09-04 01:39:35,2016-09-04 01:46:26,1,.90,1,N,148,144,1,6.5,0.5,0.5,1.55,0,0.3,9.35,,
2,2016-09-04 01:39:35,2016-09-04 01:42:00,1,.76,1,N,246,48,1,4.5,0.5,0.5,1,0,0.3,6.8,,
1,2016-09-04 01:39:36,2016-09-04 01:53:36,1,2.90,1,N,158,162,2,12,0.5,0.5,0,0,0.3,13.3,,
1,2016-09-04 01:39:37,2016-09-04 01:51:53,2,2.90,1,N,144,48,2,11.5,0.5,0.5,0,0,0.3,12.8,,
2,2016-09-04 01:39:37,2016-09-04 01:48:05,2,1.89,1,N,125,107,1,8.5,0.5,0.5,1.96,0,0.3,11.76,,
2,2016-09-04 01:39:38,2016-09-04 01:58:14,1,8.33,1,N,114,133,2,24.5,0.5,0.5,0,0,0.3,25.8,,
2,2016-09-04 01:39:38,2016-09-04 01:45:02,2,2.22,1,N,163,75,1,8,0.5,0.5,1.86,0,0.3,11.16,,
1,2016-09-04 01:39:39,2016-09-04 02:18:31,2,13.70,3,N,158,265,1,60,0.5,0,14.25,10.5,0.3,85.55,,
1,2016-09-04 01:39:39,2016-09-04 01:56:39,1,5.30,1,N,230,152,2,19,0.5,0.5,0,0,0.3,20.3,,
2,2016-09-04 01:39:39,2016-09-04 01:44:14,1,1.00,1,N,48,50,2,5.5,0.5,0.5,0,0,0.3,6.8,,
2,2016-09-04 01:39:39,2016-09-04 01:58:44,2,6.89,1,N,100,168,2,22,0.5,0.5,0,0,0.3,23.3,,
2,2016-09-04 01:39:39,2016-09-04 01:47:06,6,2.24,1,N,50,238,1,9.5,0.5,0.5,1.08,0,0.3,11.88,,
2,2016-09-04 01:39:40,2016-09-04 01:43:46,5,.75,1,N,79,107,1,5,0.5,0.5,1,0,0.3,7.3,,
2,2016-09-04 01:39:40,2016-09-04 01:46:09,1,2.50,1,N,230,236,1,9,0.5,0.5,0,0,0.3,10.3,,
2,2016-09-04 01:39:40,2016-09-04 01:54:14,1,2.70,1,N,163,79,1,12,0.5,0.5,3,0,0.3,16.3,,
1,2016-09-04 01:39:41,2016-09-04 01:43:30,3,.70,1,N,79,148,2,4.5,0.5,0.5,0,0,0.3,5.8,,
2,2016-09-04 01:39:41,2016-09-04 01:47:23,1,1.07,1,N,50,161,1,7,0.5,0.5,2.08,0,0.3,10.38,,
2,2016-09-04 01:39:41,2016-09-04 01:48:09,1,1.76,1,N,234,230,2,8,0.5,0.5,0,0,0.3,9.3,,
2,2016-09-04 01:39:42,2016-09-04 01:52:04,1,2.58,1,N,114,230,1,11,0.5,0.5,3.08,0,0.3,15.38,,
2,2016-09-04 01:39:42,2016-09-04 01:49:18,1,1.53,1,N,79,234,2,8.5,0.5,0.5,0,0,0.3,9.8,,
2,2016-09-04 01:39:42,2016-09-04 01:57:44,1,4.50,1,N,148,48,1,17,0.5,0.5,0,0,0.3,18.3,,
2,2016-09-04 01:39:42,2016-09-04 01:45:57,6,1.62,1,N,263,162,1,7.5,0.5,0.5,1.76,0,0.3,10.56,,
1,2016-09-04 01:39:43,2016-09-04 02:00:27,1,5.70,1,N,249,7,1,19.5,0.5,0.5,4,0,0.3,24.8,,
1,2016-09-04 01:39:43,2016-09-04 01:45:44,1,1.10,1,N,48,142,2,6.5,0.5,0.5,0,0,0.3,7.8,,
2,2016-09-04 01:39:43,2016-09-04 01:47:11,1,1.63,1,N,163,236,1,8,0.5,0.5,0.7,0,0.3,10,,
1,2016-09-04 01:39:44,2016-09-04 01:43:09,1,.90,1,N,255,112,2,5,0.5,0.5,0,0,0.3,6.3,,
2,2016-09-04 01:39:44,2016-09-04 01:42:07,2,.51,1,N,164,100,1,4,0.5,0.5,1,0,0.3,6.3,,
2,2016-09-04 01:39:44,2016-09-04 01:47:18,2,1.68,1,N,226,83,2,8,0.5,0.5,0,0,0.3,9.3,,
1,2016-09-04 01:39:45,2016-09-04 01:46:23,1,1.00,1,N,230,164,2,6,0.5,0.5,0,0,0.3,7.3,,
2,2016-09-04 01:39:45,2016-09-04 02:01:21,1,6.20,1,N,48,129,1,21,0.5,0.5,2.5,0,0.3,24.8,,
1,2016-09-04 01:39:46,2016-09-04 01:45:38,1,1.60,1,N,234,161,1,7,0.5,0.5,2.45,0,0.3,10.75,,
2,2016-09-04 01:39:46,2016-09-04 01:50:00,1,1.03,1,N,148,144,1,8,0.5,0.5,1.86,0,0.3,11.16,,
2,2016-09-04 01:39:46,2016-09-04 02:12:34,1,16.44,1,N,114,174,2,47,0.5,0.5,0,0,0.3,48.3,,
1,2016-09-04 01:39:47,2016-09-04 01:45:45,1,1.30,1,N,163,100,2,6.5,0.5,0.5,0,0,0.3,7.8,,
2,2016-09-04 01:39:47,2016-09-04 01:44:45,1,.93,1,N,162,164,2,5.5,0.5,0.5,0,0,0.3,6.8,,
1,2016-09-04 01:39:48,2016-09-04 01:44:03,1,.50,1,N,232,148,1,5,0.5,0.5,1.25,0,0.3,7.55,,
1,2016-09-04 01:39:48,2016-09-04 01:53:36,1,2.00,1,N,114,234,2,10.5,0.5,0.5,0,0,0.3,11.8,,
1,2016-09-04 01:39:48,2016-09-04 01:45:44,1,.80,1,N,230,161,1,6,0.5,0.5,1.45,0,0.3,8.75,,
2,2016-09-04 01:39:48,2016-09-05 01:20:06,1,3.83,1,N,158,65,1,15.5,0.5,0.5,0,0,0.3,16.8,,
2,2016-09-04 01:39:48,2016-09-04 01:47:28,1,.92,1,N,234,249,1,7,0.5,0.5,1.66,0,0.3,9.96,,
1,2016-09-04 01:39:49,2016-09-04 01:50:02,3,.60,1,N,79,148,1,7.5,0.5,0.5,1.75,0,0.3,10.55,,
1,2016-09-04 01:39:49,2016-09-04 01:43:57,1,1.00,1,N,246,48,2,5.5,0.5,0.5,0,0,0.3,6.8,,
