vendor_name,Trip_Pickup_DateTime,Trip_Dropoff_DateTime,Passenger_Count,Trip_Distance,Start_Lon,Start_Lat,Rate_Code,store_and_forward,End_Lon,End_Lat,Payment_Type,Fare_Amt,surcharge,mta_tax,Tip_Amt,Tolls_Amt,Total_Amt

DDS,2009-02-03 08:25:00,2009-02-03 08:33:39,1,1.6000000000000001,-73.992767999999998,40.758324999999999,,,-73.994709999999998,40.739722999999998,CASH,6.9000000000000004,0,,0,0,6.9000000000000004
VTS,2009-02-28 00:26:00,2009-02-28 00:40:00,5,3.0499999999999998,0,0,,,0,0,CASH,10.5,0.5,,0,0,11
DDS,2009-02-22 00:39:23,2009-02-22 00:45:52,1,1.5,-73.137393000000003,41.366137999999999,,,-73.137393000000003,41.366137999999999,CASH,5.7000000000000002,0.5,,0,0,6.2000000000000002
VTS,2009-02-28 12:47:00,2009-02-28 12:54:00,1,1.4199999999999999,-73.980457999999999,40.748444999999997,,,-73.996103000000005,40.737094999999997,CASH,6.0999999999999996,0,,0,0,6.0999999999999996
DDS,2009-02-05 18:34:35,2009-02-05 18:43:26,1,1.5,-73.137393000000003,41.366137999999999,,,-73.137393000000003,41.366137999999999,CASH,6.9000000000000004,1,,0,0,7.9000000000000004
VTS,2009-02-28 09:36:00,2009-02-28 09:43:00,1,1.6399999999999999,-73.972161999999997,40.745573,,,-73.972117999999995,40.762552999999997,CASH,6.9000000000000004,0,,0,0,6.9000000000000004
DDS,2009-02-07 11:09:42,2009-02-07 11:18:15,1,1.8,-73.989546000000004,40.739077999999999,,,-73.974858999999995,40.758862999999998,CASH,7.2999999999999998,0,,0,0,7.2999999999999998
DDS,2009-02-03 09:54:30,2009-02-03 09:58:34,1,0.5,-73.990943999999999,40.728529999999999,,,-73.997338999999997,40.725158,CASH,3.7000000000000002,0,,0,0,3.7000000000000002
VTS,2009-02-28 13:26:00,2009-02-28 13:54:00,1,9.8000000000000007,-73.874482,40.774082999999997,,,-73.978427999999994,40.79081,CASH,25.699999999999999,0,,0,4.1500000000000004,29.850000000000001
VTS,2009-02-28 04:42:00,2009-02-28 04:50:00,4,2.1099999999999999,-74.007608000000005,40.725606999999997,,,-73.986116999999993,40.734462999999998,Credit,7.2999999999999998,0.5,,2,0,9.8000000000000007
DDS,2009-02-26 17:41:25,2009-02-26 18:01:31,2,4.4000000000000004,-74.007075999999998,40.705084999999997,,,-73.993857000000006,40.742271000000002,CASH,14.1,1,,0,0,15.1
DDS,2009-02-28 16:31:36,2009-02-28 16:41:56,4,1.5,-73.973888000000002,40.763097000000002,,,-73.995800000000003,40.759886000000002,CASH,7.2999999999999998,0,,0,0,7.2999999999999998
DDS,2009-02-04 19:02:38,2009-02-04 19:07:04,1,0.59999999999999998,-73.983481999999995,40.767958,,,-73.981942000000004,40.759813999999999,CASH,4.5,1,,0,0,5.5
DDS,2009-02-07 17:17:30,2009-02-07 17:22:29,2,0.90000000000000002,-73.990091000000007,40.738629000000003,,,-74.001105999999993,40.746485999999997,CASH,4.9000000000000004,0,,0,0,4.9000000000000004
VTS,2009-02-28 12:56:00,2009-02-28 13:19:00,1,7.6200000000000001,-73.967528000000001,40.752388000000003,,,-73.885475,40.773139999999998,Credit,20.899999999999999,0,,5.2199999999999998,0,26.120000000000001
DDS,2009-02-02 22:07:33,2009-02-02 22:22:05,1,2.3999999999999999,-73.985590000000002,40.765571999999999,,,-73.993976000000004,40.741247999999999,CASH,9.3000000000000007,0.5,,0,0,9.8000000000000007
DDS,2009-02-02 15:31:55,2009-02-02 15:43:05,2,0.29999999999999999,-73.976564999999994,40.750827000000001,,,-73.998050000000006,40.723776999999998,CASH,8.5,0,,0,0,8.5
DDS,2009-02-01 17:45:31,2009-02-01 17:49:35,2,0.59999999999999998,-73.969932,40.756998000000003,,,-73.962042999999994,40.75985,CASH,4.0999999999999996,0,,0,0,4.0999999999999996
DDS,2009-02-22 11:14:08,2009-02-22 11:25:57,1,5.2999999999999998,-73.945840000000004,40.781877999999999,,,-73.989996000000005,40.731955999999997,CASH,13.699999999999999,0,,0,0,13.699999999999999
VTS,2009-02-24 23:06:00,2009-02-24 23:31:00,1,6.04,-73.971531999999996,40.758111999999997,,,-73.878708000000003,40.746003000000002,Credit,18.5,0.5,,4.75,0,23.75
DDS,2009-02-23 20:00:55,2009-02-23 20:08:27,1,1.5,-73.978673000000001,40.749966000000001,,,-73.995420999999993,40.733893999999999,CASH,6.5,0.5,,0,0,7
VTS,2009-02-28 08:01:00,2009-02-28 08:14:00,2,2.9500000000000002,-73.990480000000005,40.756231999999997,,,-73.987934999999993,40.727196999999997,CASH,10.5,0,,0,0,10.5
VTS,2009-02-12 19:38:00,2009-02-12 19:44:00,1,0.88,-73.995293000000004,40.744728000000002,,,-73.982443000000004,40.739885000000001,CASH,5.2999999999999998,1,,0,0,6.2999999999999998
DDS,2009-02-24 19:07:07,2009-02-24 19:26:40,1,4.4000000000000004,-73.995326000000006,40.730701000000003,,,-73.982984000000002,40.776819000000003,CASH,14.1,1,,0,0,15.1
DDS,2009-02-20 00:36:39,2009-02-20 01:28:24,1,1.1000000000000001,-74.000631999999996,40.761895000000003,,,-73.983031999999994,40.764119000000001,CASH,5.2999999999999998,0.5,,0,0,5.7999999999999998
DDS,2009-02-20 23:05:08,2009-02-20 23:17:09,4,1.7,-73.994971000000007,40.744028999999998,,,-73.989427000000006,40.726036999999998,CASH,7.7000000000000002,0.5,,0,0,8.1999999999999993
DDS,2009-02-21 00:12:48,2009-02-21 00:19:28,1,1.3,-73.977108999999999,40.743006000000001,,,-73.972584999999995,40.756065,CASH,5.7000000000000002,0.5,,0,0,6.2000000000000002
DDS,2009-02-20 20:12:14,2009-02-20 20:15:55,1,0.80000000000000004,-73.972797999999997,40.785769999999999,,,-73.980142000000001,40.775635000000001,CREDIT,4.0999999999999996,0.5,,0.90000000000000002,0,5.5
VTS,2009-02-24 22:58:00,2009-02-24 23:06:00,1,2.96,-73.985748000000001,40.735272000000002,,,-73.958884999999995,40.770511999999997,CASH,8.5,0.5,,0,0,9
DDS,2009-02-21 00:47:36,2009-02-21 00:56:28,1,1.1000000000000001,-74.000844999999998,40.736547999999999,,,-73.993217999999999,40.752566999999999,CREDIT,6.0999999999999996,0.5,,1.3,0,7.9000000000000004
VTS,2009-02-24 21:42:00,2009-02-24 21:52:00,1,2.1200000000000001,-73.980306999999996,40.727103,,,-74.001997000000003,40.745125000000002,CASH,8.0999999999999996,0.5,,0,0,8.5999999999999996
DDS,2009-02-18 15:25:04,2009-02-18 15:34:35,3,0.90000000000000002,-73.979146999999998,40.763438000000001,,,-73.984879000000006,40.756692999999999,CASH,5.7000000000000002,0,,0,0,5.7000000000000002
DDS,2009-02-21 20:40:48,2009-02-21 20:55:12,1,4.0999999999999996,-73.996865999999997,40.725265,,,-73.999519000000006,40.674734000000001,CASH,11.699999999999999,0.5,,0,0,12.199999999999999
VTS,2009-02-12 19:27:00,2009-02-12 19:42:00,1,2.4300000000000002,-74.007402999999996,40.727522999999998,,,-73.983977999999993,40.744056999999998,Credit,9.6999999999999993,1,,2,0,12.699999999999999
DDS,2009-02-20 06:32:30,2009-02-20 06:57:33,1,5.5999999999999996,-74.000016000000002,40.742755000000002,,,-73.921961999999994,40.755276000000002,CASH,16.899999999999999,0,,0,0,16.899999999999999
VTS,2009-02-12 19:26:00,2009-02-12 19:33:00,1,1,-73.987227000000004,40.739545,,,-73.978104999999999,40.751415000000001,CASH,5.7000000000000002,1,,0,0,6.7000000000000002
DDS,2009-02-20 20:18:04,2009-02-20 20:28:33,2,2.7000000000000002,-73.984311000000005,40.780119999999997,,,-74.001058999999998,40.746755,CASH,8.9000000000000004,0.5,,0,0,9.4000000000000004
DDS,2009-02-22 12:42:54,2009-02-22 12:52:19,1,2.3999999999999999,-73.952426000000003,40.768711000000003,,,-73.979549000000006,40.752997999999998,CREDIT,8.0999999999999996,0,,1.5,0,9.5999999999999996
DDS,2009-02-20 20:12:26,2009-02-20 20:18:50,2,1.3,-73.967467999999997,40.752352000000002,,,-73.970997999999994,40.766702000000002,CASH,5.7000000000000002,0.5,,0,0,6.2000000000000002
DDS,2009-02-21 15:52:24,2009-02-21 16:11:08,1,2.8999999999999999,-73.999993000000003,40.727113000000003,,,-73.975143000000003,40.755850000000002,CASH,11.300000000000001,0,,0,0,11.300000000000001
DDS,2009-02-20 12:57:55,2009-02-20 13:13:44,1,2.7000000000000002,-73.999519000000006,40.724637999999999,,,-73.985849999999999,40.756011000000001,CASH,10.1,0,,0,0,10.1
DDS,2009-02-22 01:39:26,2009-02-22 01:45:25,1,1.3999999999999999,-73.843480999999997,40.721516000000001,,,-73.846442999999994,40.737732000000001,CASH,5.7000000000000002,0.5,,0,0,6.2000000000000002
DDS,2009-02-19 15:44:48,2009-02-19 16:01:24,2,1.5,-73.971590000000006,40.760550000000002,,,-73.957707999999997,40.779474,CASH,10.1,0,,0,0,10.1
DDS,2009-02-20 13:09:06,2009-02-20 13:18:39,1,1.8999999999999999,-73.958537000000007,40.780836999999998,,,-73.981847000000002,40.774613000000002,CASH,7.7000000000000002,0,,0,0,7.7000000000000002
DDS,2009-02-16 23:34:31,2009-02-16 23:53:29,1,6.2000000000000002,-73.983031999999994,40.758056000000003,,,-73.936932999999996,40.712135000000004,CASH,16.899999999999999,0.5,,0,0,17.399999999999999
DDS,2009-02-20 18:13:29,2009-02-20 18:30:54,1,3.2000000000000002,-73.955196999999998,40.764854999999997,,,-73.982771,40.730629,CREDIT,11.699999999999999,1,,2,0,14.699999999999999
DDS,2009-02-28 22:11:26,2009-02-28 22:24:01,3,1.6000000000000001,-74.004801,40.730108999999999,,,-73.985778999999994,40.719507,CASH,8.0999999999999996,0.5,,0,0,8.5999999999999996
VTS,2009-02-12 19:22:00,2009-02-12 19:37:00,1,2.1499999999999999,-73.985938000000004,40.761093000000002,,,-73.974311999999998,40.783147999999997,CASH,10.1,1,,0,0,11.1
DDS,2009-02-18 19:26:19,2009-02-18 19:49:53,2,7.4000000000000004,-73.987840000000006,40.776335000000003,,,-73.926629000000005,40.863317000000002,CREDIT,18.5,1,,2,0,21.5
DDS,2009-02-19 10:06:34,2009-02-19 10:13:12,1,0.80000000000000004,-73.969221000000005,40.758288999999998,,,-73.960858999999999,40.769339000000002,CASH,5.2999999999999998,0,,0,0,5.2999999999999998
DDS,2009-02-16 22:41:08,2009-02-16 22:50:55,1,4.0999999999999996,-73.959081999999995,40.814238000000003,,,-73.989403999999993,40.762774,CASH,10.9,0.5,,0,0,11.4
DDS,2009-02-18 12:45:46,2009-02-18 12:49:20,1,0.40000000000000002,-73.969078999999994,40.757266999999999,,,-73.963156999999995,40.765822999999997,CASH,4.0999999999999996,0,,0,0,4.0999999999999996
DDS,2009-02-15 11:35:56,2009-02-15 11:45:01,2,2,-73.978032999999996,40.748728,,,-73.998500000000007,40.724566000000003,CASH,7.7000000000000002,0,,0,0,7.7000000000000002
VTS,2009-02-12 18:35:00,2009-02-12 18:51:00,5,2.5,-73.984201999999996,40.742832999999997,,,-73.961519999999993,40.768509999999999,Credit,10.1,1,,2,0,13.1
DDS,2009-02-16 18:32:20,2009-02-16 18:47:23,1,3.1000000000000001,-73.953468000000001,40.771169,,,-73.954487,40.805627999999999,CASH,10.5,0,,0,0,10.5
VTS,2009-02-12 13:42:00,2009-02-12 14:02:00,1,2.1400000000000001,-73.953427000000005,40.783560000000001,,,-73.970973000000001,40.760427999999997,Credit,10.9,0,,3,0,13.9
