VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount

2,2017-06-08 07:52:31,2017-06-08 08:01:32,6,1.03,1,N,161,140,1,7.5,1,0.5,1.86,0,0.3,11.16
2,2017-06-08 08:08:18,2017-06-08 08:14:00,6,1.03,1,N,162,233,1,6,1,0.5,2.34,0,0.3,10.14
2,2017-06-08 08:16:49,2017-06-08 15:43:22,6,5.63,1,N,137,41,2,21.5,1,0.5,0,0,0.3,23.3
2,2017-06-29 15:52:35,2017-06-29 16:03:27,6,1.43,1,N,142,48,1,8.5,1,0.5,0.88,0,0.3,11.18
1,2017-06-01 00:00:00,2017-06-01 00:03:43,1,.60,1,N,140,141,1,4.5,0.5,0.5,2,0,0.3,7.8
2,2017-06-01 00:00:00,2017-06-01 00:00:00,2,17.57,2,N,132,74,1,52,0,0.5,11.71,5.76,0.3,70.27
2,2017-06-01 00:00:00,2017-06-01 00:00:00,5,13.34,1,N,138,249,1,47,0,0.5,10.71,5.76,0.3,64.27
2,2017-06-01 00:00:00,2017-06-01 00:00:00,1,18.08,2,N,132,230,2,52,4.5,0.5,0,5.76,0.3,63.06
1,2017-06-01 00:00:01,2017-06-01 00:01:43,1,.20,1,N,148,148,2,3,0.5,0.5,0,0,0.3,4.3
1,2017-06-01 00:00:01,2017-06-01 00:08:36,1,1.90,1,N,114,170,1,8.5,0.5,0.5,1.95,0,0.3,11.75
1,2017-06-01 00:00:01,2017-06-01 00:12:52,1,3.00,1,N,234,141,1,12,0.5,0.5,2.65,0,0.3,15.95
2,2017-06-01 00:00:01,2017-06-01 00:08:17,2,2.63,1,N,263,41,2,9.5,0.5,0.5,0,0,0.3,10.8
1,2017-06-01 00:00:02,2017-06-01 00:14:46,2,3.80,1,N,229,202,1,14,0.5,0.5,3.05,0,0.3,18.35
2,2017-06-01 00:00:02,2017-06-01 00:05:10,1,1.02,1,N,48,229,1,6,0.5,0.5,2.19,0,0.3,9.49
2,2017-06-01 00:00:02,2017-06-01 00:04:01,1,.76,1,N,234,234,1,5,0.5,0.5,1.89,0,0.3,8.19
2,2017-06-01 00:00:02,2017-06-01 00:08:30,2,2.50,1,N,162,237,2,9.5,0.5,0.5,0,0,0.3,10.8
2,2017-06-01 00:00:02,2017-06-01 00:06:25,1,1.09,1,N,249,90,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2017-06-01 00:00:02,2017-06-01 00:11:51,2,1.63,1,N,45,107,1,9.5,0.5,0.5,1.5,0,0.3,12.3
2,2017-06-01 00:00:02,2017-06-01 00:02:25,2,.34,1,N,261,209,1,3.5,0.5,0.5,0.96,0,0.3,5.76
1,2017-06-01 00:00:03,2017-06-01 00:01:37,1,.40,1,N,100,186,2,3.5,0.5,0.5,0,0,0.3,4.8
1,2017-06-01 00:00:03,2017-06-01 00:04:54,1,.50,1,N,100,164,1,5,0.5,0.5,1.55,0,0.3,7.85
2,2017-06-01 00:00:03,2017-06-01 00:03:30,1,.60,1,N,262,263,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2017-06-01 00:00:03,2017-06-01 00:29:19,1,8.55,1,N,234,41,2,28,0.5,0.5,0,0,0.3,29.3
2,2017-06-01 00:00:03,2017-06-01 00:27:02,1,10.75,1,N,138,25,1,34.5,0.5,0.5,0,0,0.3,35.8
2,2017-06-01 00:00:03,2017-06-01 00:11:41,2,2.10,1,N,148,249,2,10,0.5,0.5,0,0,0.3,11.3
1,2017-06-01 00:00:04,2017-06-01 00:08:09,2,1.70,1,N,50,186,2,8,0.5,0.5,0,0,0.3,9.3
1,2017-06-01 00:00:04,2017-06-01 00:21:49,1,3.30,1,N,261,158,3,14,0.5,0.5,0,0,0.3,15.3
2,2017-06-01 00:00:04,2017-06-01 00:12:25,1,3.83,1,N,170,74,2,13,0.5,0.5,0,0,0.3,14.3
2,2017-06-01 00:00:04,2017-06-01 00:05:42,6,1.72,1,N,79,232,1,7,0.5,0.5,2.7,0,0.3,11
1,2017-06-01 00:00:05,2017-06-01 00:10:54,1,2.00,1,N,239,263,1,9,0.5,0.5,2.05,0,0.3,12.35
2,2017-06-01 00:00:05,2017-06-01 00:13:06,1,3.19,1,N,113,48,1,12,0.5,0.5,2.66,0,0.3,15.96
2,2017-06-01 00:00:05,2017-06-01 00:02:49,1,.90,1,N,262,141,2,5,0.5,0.5,0,0,0.3,6.3
2,2017-06-01 00:00:05,2017-06-01 00:05:05,5,.82,1,N,148,79,1,5.5,0.5,0.5,1.36,0,0.3,8.16
2,2017-06-01 00:00:05,2017-06-01 00:16:34,1,3.63,1,N,170,87,1,14,0.5,0.5,3.06,0,0.3,18.36
2,2017-06-01 00:00:06,2017-06-01 00:11:30,2,1.67,1,N,161,246,1,9,0.5,0.5,2.06,0,0.3,12.36
2,2017-06-01 00:00:06,2017-06-01 00:09:01,1,2.61,1,N,230,238,1,9.5,0.5,0.5,1,0,0.3,11.8
2,2017-06-01 00:00:06,2017-06-01 00:12:59,1,2.24,1,N,232,88,1,10.5,0.5,0.5,2.95,0,0.3,14.75
1,2017-06-01 00:00:07,2017-06-01 00:12:57,1,3.80,1,N,148,112,1,14,0.5,0.5,4.55,0,0.3,19.85
1,2017-06-01 00:00:07,2017-06-01 00:38:07,1,10.50,1,N,138,230,1,37,0.5,0.5,8.82,5.78,0.3,52.9
2,2017-06-01 00:00:07,2017-06-01 00:07:44,1,1.29,1,N,230,143,1,7.5,0.5,0.5,3,0,0.3,11.8
2,2017-06-01 00:00:08,2017-06-01 00:08:06,4,1.53,1,N,114,90,1,7.5,0.5,0.5,1,0,0.3,9.8
