VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2017-02-01 00:00:05,2017-02-01 00:03:36,1,.76,1,N,263,75,1,5,0.5,0.5,1.58,0,0.3,7.88
2,2017-02-01 00:00:05,2017-02-01 00:07:39,1,1.30,1,N,162,100,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2017-02-01 00:00:05,2017-02-01 00:04:56,1,1.28,1,N,48,239,1,6,0.5,0.5,2.2,0,0.3,9.5
1,2017-02-01 00:00:07,2017-02-01 00:33:39,2,9.30,1,N,249,244,1,30.5,0.5,0.5,0,0,0.3,31.8
1,2017-02-01 00:00:07,2017-02-01 00:10:13,1,3.20,1,N,144,229,2,11.5,0.5,0.5,0,0,0.3,12.8
1,2017-02-01 00:00:07,2017-02-01 00:19:46,1,9.10,1,N,138,78,2,28,0.5,0.5,0,5.54,0.3,34.84
2,2017-02-01 00:00:08,2017-02-01 00:07:45,1,1.41,1,N,163,239,1,7.5,0.5,0.5,1.2,0,0.3,10
2,2017-02-01 00:00:09,2017-02-01 00:12:43,1,4.07,1,N,87,25,1,14,0.5,0.5,3.82,0,0.3,19.12
1,2017-02-01 00:00:10,2017-02-01 00:06:08,1,.80,1,N,107,90,2,6,0.5,0.5,0,0,0.3,7.3
1,2017-02-01 00:00:10,2017-02-01 00:09:05,1,1.20,1,N,161,48,1,7.5,0.5,0.5,1.75,0,0.3,10.55
1,2017-02-01 00:00:10,2017-02-01 00:11:52,1,3.70,1,N,263,224,1,12.5,0.5,0.5,2.75,0,0.3,16.55
2,2017-02-01 00:00:11,2017-02-01 00:06:32,1,1.62,1,N,170,90,1,7.5,0.5,0.5,1.76,0,0.3,10.56
2,2017-02-01 00:00:11,2017-02-01 00:06:48,2,1.59,1,N,137,148,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2017-02-01 00:00:11,2017-02-01 00:04:42,6,.70,1,N,162,233,1,5,0.5,0.5,1.26,0,0.3,7.56
2,2017-02-01 00:00:12,2017-02-01 00:03:42,1,1.06,1,N,229,140,1,5,0.5,0.5,1.26,0,0.3,7.56
2,2017-02-01 00:00:12,2017-02-01 00:05:43,2,1.09,1,N,90,246,1,6,0.5,0.5,1.46,0,0.3,8.76
2,2017-02-01 00:00:13,2017-02-01 00:05:16,2,.69,1,N,230,48,1,5,0.5,0.5,1.26,0,0.3,7.56
1,2017-02-01 00:00:14,2017-02-01 00:28:33,1,17.90,2,N,132,230,1,52,0,0.5,11.65,5.54,0.3,69.99
1,2017-02-01 00:00:15,2017-02-01 00:12:09,1,3.40,1,N,164,231,2,12,0.5,0.5,0,0,0.3,13.3
1,2017-02-01 00:00:15,2017-02-01 00:29:27,1,14.40,1,N,263,85,1,41,0.5,0.5,5,0,0.3,47.3
2,2017-02-01 00:00:15,2017-02-01 00:14:05,1,2.52,1,N,186,4,1,11.5,0.5,0.5,2.2,0,0.3,15
1,2017-02-01 00:00:16,2017-02-01 00:16:48,1,4.10,1,N,114,255,2,15,0.5,0.5,0,0,0.3,16.3
1,2017-02-01 00:00:16,2017-02-01 00:10:11,1,6.80,1,N,132,135,1,20,0.5,0.5,3,0,0.3,24.3
1,2017-02-01 00:00:16,2017-02-01 00:16:16,1,2.60,1,N,246,233,2,12.5,0.5,0.5,0,0,0.3,13.8
2,2017-02-01 00:00:17,2017-02-01 00:03:51,1,.94,1,N,163,100,1,5,0.5,0.5,1.26,0,0.3,7.56
2,2017-02-01 00:00:17,2017-02-01 00:06:45,1,.54,1,N,161,233,1,6,0.5,0.5,2.19,0,0.3,9.49
2,2017-02-01 00:00:17,2017-02-01 00:19:01,1,5.69,1,N,79,43,1,18,0.5,0.5,3.86,0,0.3,23.16
1,2017-02-01 00:00:19,2017-02-01 00:06:53,1,.80,1,N,162,100,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2017-02-01 00:00:20,2017-02-01 00:14:30,1,2.30,1,N,79,231,1,11.5,0.5,0.5,3.8,0,0.3,16.6
2,2017-02-01 00:00:21,2017-02-01 00:11:49,1,1.70,1,N,148,209,1,9.5,0.5,0.5,1.8,0,0.3,12.6
1,2017-02-01 00:00:22,2017-02-01 00:13:16,2,2.40,1,N,211,170,1,11.5,0.5,0.5,2.55,0,0.3,15.35
1,2017-02-01 00:00:23,2017-02-01 00:10:13,1,1.70,1,N,114,68,2,9,0.5,0.5,0,0,0.3,10.3
2,2017-02-01 00:00:23,2017-02-01 00:09:37,1,1.66,1,N,224,246,1,8.5,0.5,0.5,0,0,0.3,9.8
2,2017-02-01 00:00:23,2017-02-01 00:13:50,5,2.90,1,N,230,158,1,12,0.5,0.5,2.66,0,0.3,15.96
1,2017-02-01 00:00:24,2017-02-01 00:19:40,1,5.40,1,N,231,141,1,18.5,0.5,0.5,3.95,0,0.3,23.75
1,2017-02-01 00:00:25,2017-02-01 00:17:41,2,3.70,1,N,163,263,1,15,0.5,0.5,1,0,0.3,17.3
2,2017-02-01 00:00:25,2017-02-01 00:08:13,1,1.12,1,N,48,237,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2017-02-01 00:00:25,2017-02-01 00:09:58,1,1.60,1,N,186,107,1,8.5,0.5,0.5,1.96,0,0.3,11.76
1,2017-02-01 00:00:26,2017-02-01 00:03:44,1,.70,1,N,100,48,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2017-02-01 00:00:26,2017-02-01 00:06:43,1,1.33,1,N,43,238,1,7,0.5,0.5,1,0,0.3,9.3
2,2017-02-01 00:00:26,2017-02-01 00:09:01,4,1.72,1,N,231,249,1,8.5,0.5,0.5,2.94,0,0.3,12.74
2,2017-02-01 00:00:27,2017-02-01 00:10:36,1,3.57,1,N,138,179,1,13,0.5,0.5,2.86,0,0.3,17.16
2,2017-02-01 00:00:27,2017-02-01 00:07:54,1,1.80,1,N,13,158,1,8,0.5,0.5,2.32,0,0.3,11.62
1,2017-02-01 00:00:28,2017-02-01 00:05:27,1,.80,1,N,158,90,1,5.5,0.5,0.5,1.7,0,0.3,8.5
2,2017-02-01 00:00:28,2017-02-01 00:20:22,1,3.67,1,N,161,146,2,15,0.5,0.5,0,0,0.3,16.3
1,2017-02-01 00:00:29,2017-02-01 00:11:45,2,4.20,5,N,48,265,1,40,0,0,15.2,10.5,0.3,66
1,2017-02-01 00:00:29,2017-02-01 00:19:56,1,6.60,1,N,231,151,1,21.5,0.5,0.5,3,0,0.3,25.8
2,2017-02-01 00:00:29,2017-02-01 00:04:34,6,.61,1,N,232,79,1,5,0.5,0.5,1.26,0,0.3,7.56
1,2017-02-01 00:00:30,2017-02-01 00:13:26,2,2.30,1,N,186,79,1,10.5,0.5,0.5,1,0,0.3,12.8
1,2017-02-01 00:00:31,2017-02-01 00:03:57,1,.60,1,N,114,113,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2017-02-01 00:00:31,2017-02-01 00:10:28,3,2.90,1,N,249,50,2,10.5,0.5,0.5,0,0,0.3,11.8
2,2017-02-01 00:00:31,2017-02-01 00:07:05,1,1.65,1,N,36,225,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2017-02-01 00:00:31,2017-02-01 00:08:49,1,1.58,1,N,230,170,1,8,0.5,0.5,1.86,0,0.3,11.16
2,2017-02-01 00:00:32,2017-02-01 00:12:10,4,5.24,1,N,88,233,1,16.5,0.5,0.5,3.56,0,0.3,21.36
2,2017-02-01 00:00:32,2017-02-01 00:20:30,1,4.69,1,N,68,263,1,17,0.5,0.5,2,0,0.3,20.3
1,2017-02-01 00:00:33,2017-02-01 00:08:05,1,2.10,1,N,114,13,1,8.5,0.5,0.5,1.75,0,0.3,11.55
1,2017-02-01 00:00:33,2017-02-01 00:18:49,1,8.90,1,N,138,170,1,26,0.5,0.5,4.93,5.54,0.3,37.77
1,2017-02-01 00:00:33,2017-02-01 00:05:04,1,1.50,1,N,48,68,1,6.5,0.5,0.5,1,0,0.3,8.8
2,2017-02-01 00:00:33,2017-02-01 00:13:13,1,3.10,1,N,148,161,1,12,0.5,0.5,2.66,0,0.3,15.96
2,2017-02-01 00:00:33,2017-02-01 00:16:47,1,8.02,1,N,138,256,1,23.5,0.5,0.5,5,0,0.3,29.8
1,2017-02-01 00:00:34,2017-02-01 00:00:57,1,.00,5,N,264,264,1,5.8,0,0,1.8,0,0.3,7.9
1,2017-02-01 00:00:34,2017-02-01 00:11:08,2,4.00,1,N,148,112,1,14,0.5,0.5,3.05,0,0.3,18.35
2,2017-02-01 00:00:34,2017-02-01 00:34:28,3,7.25,1,N,79,177,1,27.5,0.5,0.5,5.76,0,0.3,34.56
1,2017-02-01 00:00:35,2017-02-01 00:08:37,1,2.30,1,N,246,13,1,9.5,0.5,0.5,2.15,0,0.3,12.95
1,2017-02-01 00:00:35,2017-02-01 00:15:09,1,4.20,1,N,249,141,1,14.5,0.5,0.5,3.15,0,0.3,18.95
2,2017-02-01 00:00:35,2017-02-01 00:05:10,1,1.01,1,N,234,79,1,5.5,0.5,0.5,1,0,0.3,7.8
2,2017-02-01 00:00:35,2017-02-01 00:02:51,1,.64,1,N,217,256,1,4,0.5,0.5,0,0,0.3,5.3
2,2017-02-01 00:00:36,2017-02-01 00:05:19,1,1.55,1,N,140,75,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2017-02-01 00:00:36,2017-02-01 00:27:34,1,7.85,1,N,114,116,2,24.5,0.5,0.5,0,0,0.3,25.8
1,2017-02-01 00:00:37,2017-02-01 00:19:16,2,3.70,1,N,79,48,1,15.5,0.5,0.5,2,0,0.3,18.8
1,2017-02-01 00:00:38,2017-02-01 00:30:25,1,18.40,2,N,132,163,1,52,0,0.5,8.5,5.54,0.3,66.84
2,2017-02-01 00:00:38,2017-02-01 00:05:23,5,1.16,1,N,186,48,2,6,0.5,0.5,0,0,0.3,7.3
2,2017-02-01 00:00:38,2017-02-01 00:19:57,6,4.47,1,N,114,112,1,18,0.5,0.5,3.86,0,0.3,23.16
1,2017-02-01 00:00:39,2017-02-01 00:08:08,1,1.30,1,N,256,255,1,7,0.5,0.5,2.45,0,0.3,10.75
1,2017-02-01 00:00:40,2017-02-01 00:03:14,2,.80,1,N,79,113,1,4.5,0.5,0.5,4,0,0.3,9.8
1,2017-02-01 00:00:40,2017-02-01 00:18:23,1,4.70,1,N,186,166,1,16.5,0.5,0.5,1.78,0,0.3,19.58
2,2017-02-01 00:00:40,2017-02-01 00:04:07,1,.81,1,N,263,236,1,5,0.5,0.5,1,0,0.3,7.3
