taxi_type,vendor_id,pickup_datetime,dropoff_datetime,store_and_fwd_flag,rate_code_id,pickup_location_id,dropoff_location_id,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,pickup_year,pickup_month,pickup_day,pickup_hour,pickup_minute,pickup_second,pickup_date,dropoff_year,dropoff_month,dropoff_day,dropoff_hour,dropoff_minute,dropoff_second,dropoff_date,vendor_abbreviation,vendor_description,month_name_short,month_name_full,payment_type_description,rate_code_description,pickup_borough,pickup_zone,pickup_service_zone,dropoff_borough,dropoff_zone,dropoff_service_zone
green,2,2017-04-01T00:00:05.000+08:00,2017-04-01T00:06:48.000+08:00,N,1,106,181,,,,,1,1.27,7.0,0.5,0.5,1.66,0.0,,0.3,9.96,1,1,2017,4,1,0,0,5,2017-04-01,2017,4,1,0,6,48,2017-04-01,VFI,VeriFone Inc.,Apr,April,Credit card,Standard rate,Brooklyn,Gowanus,Boro Zone,Brooklyn,Park Slope,Boro Zone
green,2,2017-04-01T00:05:44.000+08:00,2017-04-01T00:08:45.000+08:00,N,1,36,37,,,,,1,0.41,4.0,0.5,0.5,2.0,0.0,,0.3,7.3,1,1,2017,4,1,0,5,44,2017-04-01,2017,4,1,0,8,45,2017-04-01,VFI,VeriFone Inc.,Apr,April,Credit card,Standard rate,Brooklyn,Bushwick North,Boro Zone,Brooklyn,Bushwick South,Boro Zone
green,2,2017-04-01T00:02:22.000+08:00,2017-04-01T00:02:25.000+08:00,N,5,182,182,,,,,1,0.0,8.0,0.0,0.0,0.0,0.0,,0.0,8.0,1,2,2017,4,1,0,2,22,2017-04-01,2017,4,1,0,2,25,2017-04-01,VFI,VeriFone Inc.,Apr,April,Credit card,Negotiated fare,Bronx,Parkchester,Boro Zone,Bronx,Parkchester,Boro Zone
green,2,2017-04-01T00:01:43.000+08:00,2017-04-01T00:06:36.000+08:00,N,1,255,255,,,,,1,0.37,5.0,0.5,0.5,1.58,0.0,,0.3,7.88,1,1,2017,4,1,0,1,43,2017-04-01,2017,4,1,0,6,36,2017-04-01,VFI,VeriFone Inc.,Apr,April,Credit card,Standard rate,Brooklyn,Williamsburg (North Side),Boro Zone,Brooklyn,Williamsburg (North Side),Boro Zone
green,2,2017-04-01T00:00:13.000+08:00,2017-04-01T00:03:50.000+08:00,N,1,181,181,,,,,1,0.78,5.0,0.5,0.5,1.26,0.0,,0.3,7.56,1,1,2017,4,1,0,0,13,2017-04-01,2017,4,1,0,3,50,2017-04-01,VFI,VeriFone Inc.,Apr,April,Credit card,Standard rate,Brooklyn,Park Slope,Boro Zone,Brooklyn,Park Slope,Boro Zone
green,2,2017-04-01T00:00:06.000+08:00,2017-04-01T00:05:55.000+08:00,N,1,41,42,,,,,1,1.44,6.5,0.5,0.0,0.0,0.0,,0.0,7.0,2,2,2017,4,1,0,0,6,2017-04-01,2017,4,1,0,5,55,2017-04-01,VFI,VeriFone Inc.,Apr,April,Cash,Standard rate,Manhattan,Central Harlem,Boro Zone,Manhattan,Central Harlem North,Boro Zone
green,2,2017-04-01T00:01:06.000+08:00,2017-04-01T00:05:13.000+08:00,N,1,260,260,,,,,2,0.77,5.0,0.5,0.5,0.0,0.0,,0.3,6.3,2,1,2017,4,1,0,1,6,2017-04-01,2017,4,1,0,5,13,2017-04-01,VFI,VeriFone Inc.,Apr,April,Cash,Standard rate,Queens,Woodside,Boro Zone,Queens,Woodside,Boro Zone
green,2,2017-04-01T00:04:34.000+08:00,2017-04-01T00:07:57.000+08:00,N,1,42,42,,,,,1,0.71,4.5,0.5,0.5,0.0,0.0,,0.3,5.8,2,1,2017,4,1,0,4,34,2017-04-01,2017,4,1,0,7,57,2017-04-01,VFI,VeriFone Inc.,Apr,April,Cash,Standard rate,Manhattan,Central Harlem North,Boro Zone,Manhattan,Central Harlem North,Boro Zone
green,2,2017-04-01T00:01:32.000+08:00,2017-04-01T00:01:49.000+08:00,N,1,223,223,,,,,1,0.0,2.5,0.5,0.5,12.0,0.0,,0.3,15.8,1,1,2017,4,1,0,1,32,2017-04-01,2017,4,1,0,1,49,2017-04-01,VFI,VeriFone Inc.,Apr,April,Credit card,Standard rate,Queens,Steinway,Boro Zone,Queens,Steinway,Boro Zone
green,2,2017-04-01T00:03:23.000+08:00,2017-04-01T00:03:27.000+08:00,N,5,206,206,,,,,1,0.0,6.0,0.0,0.0,2.0,0.0,,0.0,8.0,1,2,2017,4,1,0,3,23,2017-04-01,2017,4,1,0,3,27,2017-04-01,VFI,VeriFone Inc.,Apr,April,Credit card,Negotiated fare,Staten Island,Saint George/New Brighton,Boro Zone,Staten Island,Saint George/New Brighton,Boro Zone
