green,2,2016-05-01T00:15:25.000+08:00,2016-05-01T00:21:53.000+08:00,N,1,0,0,-73.86195373535156,40.75004196166992,-73.85285949707031,40.74027633666992,5,1.04,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,1,1
green,2,2016-05-01T00:33:12.000+08:00,2016-05-01T00:51:45.000+08:00,N,1,0,0,-73.85881042480469,40.750919342041016,-73.90337371826172,40.703739166259766,5,6.6,21.0,0.5,0.5,0.0,0.0,,0.3,22.3,2,1
green,2,2016-05-01T00:38:38.000+08:00,2016-05-01T00:49:47.000+08:00,N,1,0,0,-73.9662857055664,40.71060562133789,-73.943603515625,40.71749496459961,2,1.97,9.5,0.5,0.5,1.0,0.0,,0.3,11.8,1,1
green,2,2016-05-01T00:04:10.000+08:00,2016-05-01T00:34:39.000+08:00,N,1,0,0,-73.95413208007812,40.7870979309082,-73.95339965820312,40.72489929199219,2,6.66,25.5,0.5,0.5,5.36,0.0,,0.3,32.16,1,1
green,2,2016-05-01T00:37:43.000+08:00,2016-05-01T00:45:28.000+08:00,N,1,0,0,-73.956298828125,40.723331451416016,-73.96604919433594,40.71218490600586,2,0.93,6.5,0.5,0.5,3.0,0.0,,0.3,10.8,1,1
green,2,2016-05-01T00:47:36.000+08:00,2016-05-01T01:01:50.000+08:00,N,1,0,0,-73.9660415649414,40.712162017822266,-73.98333740234375,40.722137451171875,2,2.18,11.5,0.5,0.5,2.0,0.0,,0.3,14.8,1,1
green,2,2016-05-01T00:10:57.000+08:00,2016-05-01T00:30:04.000+08:00,N,1,0,0,-73.95407104492188,40.72956466674805,-73.89657592773438,40.7037467956543,6,4.38,16.5,0.5,0.5,0.0,0.0,,0.3,17.8,2,1
green,2,2016-05-01T00:35:09.000+08:00,2016-05-01T00:50:47.000+08:00,N,1,0,0,-73.91098022460938,40.6995964050293,-73.8912582397461,40.662296295166016,6,4.06,15.0,0.5,0.5,0.0,0.0,,0.3,16.3,2,1
green,2,2016-05-01T00:02:16.000+08:00,2016-05-01T00:05:13.000+08:00,N,1,0,0,-73.95296478271484,40.74251937866211,-73.95586395263672,40.73579788208008,1,0.93,5.0,0.5,0.5,1.89,0.0,,0.3,8.19,1,1
green,2,2016-05-01T00:37:34.000+08:00,2016-05-01T01:24:37.000+08:00,N,1,0,0,-73.95722961425781,40.729896545410156,-74.08253479003906,40.62359619140625,1,16.49,51.5,0.5,0.5,0.0,0.0,,0.3,52.8,2,1
green,2,2016-05-01T00:02:23.000+08:00,2016-05-01T00:31:39.000+08:00,N,1,0,0,-73.96642303466797,40.80475616455078,-74.0172348022461,40.71122741699219,2,7.97,28.0,0.5,0.5,5.86,0.0,,0.3,35.16,1,1
green,2,2016-05-01T00:09:50.000+08:00,2016-05-01T00:27:05.000+08:00,N,1,0,0,-73.91886138916016,40.773094177246094,-73.9836196899414,40.76933670043945,1,4.65,16.5,0.5,0.5,3.56,0.0,,0.3,21.36,1,1
green,2,2016-05-01T00:31:01.000+08:00,2016-05-01T00:34:47.000+08:00,N,1,0,0,-73.99121856689453,40.685569763183594,-73.99118041992188,40.6939697265625,1,0.76,4.5,0.5,0.5,1.16,0.0,,0.3,6.96,1,1
green,2,2016-05-01T00:40:50.000+08:00,2016-05-01T00:44:39.000+08:00,N,1,0,0,-73.99152374267578,40.69147872924805,-73.99337005615234,40.699745178222656,1,0.8,4.5,0.5,0.5,0.0,0.0,,0.3,5.8,2,1
green,2,2016-05-01T00:55:28.000+08:00,2016-05-01T01:03:53.000+08:00,N,1,0,0,-73.99185943603516,40.684661865234375,-73.98574829101562,40.66992950439453,1,1.53,8.0,0.5,0.5,0.0,0.0,,0.3,9.3,2,1
green,2,2016-05-01T00:55:22.000+08:00,2016-05-01T01:23:16.000+08:00,N,1,0,0,-73.98931121826172,40.67985916137695,-73.98756408691406,40.76555633544922,1,7.82,26.5,0.5,0.5,1.0,0.0,,0.3,28.8,1,1
green,2,2016-05-01T00:41:34.000+08:00,2016-05-01T01:02:39.000+08:00,N,1,0,0,-73.96599578857422,40.711570739746094,-73.77079010009766,40.775001525878906,1,14.13,38.5,0.5,0.5,0.0,0.0,,0.3,39.8,2,1
green,2,2016-05-01T00:16:11.000+08:00,2016-05-01T00:25:00.000+08:00,N,1,0,0,-73.8915023803711,40.74666976928711,-73.8788070678711,40.75840377807617,5,1.58,8.0,0.5,0.5,0.0,0.0,,0.3,9.3,2,1
green,2,2016-05-01T00:29:58.000+08:00,2016-05-01T00:35:16.000+08:00,N,1,0,0,-73.87718963623047,40.752323150634766,-73.8764877319336,40.76024627685547,5,0.84,5.5,0.5,0.5,0.0,0.0,,0.3,6.8,2,1
green,2,2016-05-01T00:15:38.000+08:00,2016-05-01T00:41:57.000+08:00,N,1,0,0,-73.95741271972656,40.722347259521484,-74.00234985351562,40.65951156616211,1,8.26,27.0,0.5,0.5,7.08,0.0,,0.3,35.38,1,1
green,2,2016-05-01T00:57:13.000+08:00,2016-05-01T01:04:13.000+08:00,N,1,0,0,-73.91853332519531,40.612464904785156,-73.94316864013672,40.61587142944336,1,1.78,8.0,0.5,0.5,0.0,0.0,,0.3,9.3,2,1
green,2,2016-05-01T00:03:12.000+08:00,2016-05-01T00:18:08.000+08:00,N,1,0,0,-73.99429321289062,40.70307540893555,-73.96647644042969,40.673587799072266,3,3.56,13.0,0.5,0.5,0.0,0.0,,0.3,14.3,2,1
