VendorID,lpep_pickup_datetime,Lpep_dropoff_datetime,Store_and_fwd_flag,RateCodeID,Pickup_longitude,Pickup_latitude,Dropoff_longitude,Dropoff_latitude,Passenger_count,Trip_distance,Fare_amount,Extra,MTA_tax,Tip_amount,Tolls_amount,Ehail_fee,improvement_surcharge,Total_amount,Payment_type,Trip_type 
2,2015-07-01 00:01:10,2015-07-01 00:19:04,N,1,-73.940628051757813,40.71502685546875,-73.912315368652344,40.760379791259766,1,4.33,15.5,0.5,0.5,0,0,,0.3,16.8,2,1
2,2015-07-01 00:05:35,2015-07-01 00:17:42,N,1,-73.951133728027344,40.804946899414063,-73.867218017578125,40.818988800048828,1,6.11,18,0.5,0.5,0,0,,0.3,19.3,1,1
2,2015-07-01 00:00:27,2015-07-01 00:03:40,N,1,-73.873878479003906,40.742408752441406,-73.889274597167969,40.739227294921875,1,.96,5,0.5,0.5,0.03,0,,0.3,6.33,1,1
2,2015-07-01 00:00:29,2015-07-01 00:05:30,N,1,-73.903488159179687,40.745758056640625,-73.905784606933594,40.737575531005859,2,1.04,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,2015-07-01 00:00:22,2015-07-01 00:10:43,N,1,-73.845809936523438,40.720569610595703,-73.810676574707031,40.701686859130859,1,2.48,10.5,0.5,0.5,0,0,,0.3,11.8,2,1
2,2015-07-01 00:00:24,2015-07-01 00:44:06,N,1,-73.830268859863281,40.713668823242188,-73.941886901855469,40.757053375244141,1,11.33,40.5,0.5,0.5,0,0,,0.3,41.8,2,1
2,2015-07-01 00:13:40,2015-07-01 00:24:35,N,1,-73.976097106933594,40.686973571777344,-73.929664611816406,40.68414306640625,1,2.47,10.5,0.5,0.5,0,0,,0.3,11.8,2,1
2,2015-07-01 00:32:36,2015-07-01 23:47:38,N,1,-73.967430114746094,40.634902954101563,-73.9365234375,40.663185119628906,1,3.63,14,0.5,0.5,0,0,,0.3,15.3,2,1
2,2015-07-01 00:00:27,2015-07-01 00:02:22,N,1,-73.957649230957031,40.717945098876953,-73.951423645019531,40.723564147949219,1,.48,3.5,0.5,0.5,0,0,,0.3,4.8,2,1
2,2015-07-01 00:01:42,2015-07-01 00:06:06,N,1,-73.919898986816406,40.766220092773438,-73.912948608398438,40.755378723144531,1,1.24,6,0.5,0.5,0,0,,0.3,7.3,2,1
2,2015-07-01 00:00:30,2015-07-01 00:15:38,N,1,-73.957611083984375,40.718696594238281,-73.994384765625,40.6978759765625,1,4.17,15,0.5,0.5,4.89,0,,0.3,21.19,1,1
2,2015-07-01 00:01:10,2015-07-01 00:07:02,N,1,-73.954811096191406,40.809940338134766,-73.9501953125,40.826568603515625,2,1.45,7,0.5,0.5,1.66,0,,0.3,9.96,1,1
