VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type

2,2017-08-01 00:21:35,2017-08-01 00:27:59,N,1,43,238,1,1.43,7,0.5,0.5,1.66,0,,0.3,9.96,1,1
2,2017-08-01 00:37:27,2017-08-01 00:39:02,N,1,166,166,1,.44,3.5,0.5,0.5,0,0,,0.3,4.8,2,1
2,2017-08-01 00:04:03,2017-08-01 00:05:45,N,1,49,189,1,.32,3.5,0.5,0.5,0,0,,0.3,4.8,2,1
2,2017-08-01 00:05:23,2017-08-01 00:09:20,N,1,43,238,2,1.12,5.5,0.5,0.5,1.36,0,,0.3,8.16,1,1
2,2017-08-01 00:29:09,2017-08-01 00:34:44,N,1,24,41,2,1.05,6,0.5,0.5,0,0,,0.3,7.3,2,1
2,2017-08-01 00:39:54,2017-08-01 00:53:04,N,1,92,135,1,2.94,12,0.5,0.5,0,0,,0.3,13.3,1,1
2,2017-08-01 00:15:08,2017-08-01 00:39:26,N,1,226,134,1,9.88,28,0.5,0.5,5.86,0,,0.3,35.16,1,1
1,2017-08-01 00:01:56,2017-08-01 00:09:15,N,1,75,141,1,1.70,8,0.5,0.5,1.85,0,,0.3,11.15,1,1
2,2017-08-01 00:38:24,2017-08-01 01:02:49,N,1,65,89,2,5.04,19.5,0.5,0.5,0,0,,0.3,20.8,2,1
1,2017-08-01 00:56:13,2017-08-01 01:19:08,N,1,7,114,1,9.90,30,0.5,0.5,0,0,,0.3,31.3,2,1
2,2017-08-01 00:45:21,2017-08-01 01:00:12,N,1,255,36,1,3.22,13,0.5,0.5,4.29,0,,0.3,18.59,1,1
2,2017-08-01 00:13:47,2017-08-01 00:19:07,N,1,65,49,2,1.18,6,0.5,0.5,2.2,0,,0.3,9.5,1,1
2,2017-08-01 00:48:23,2017-08-01 01:03:01,N,1,255,37,2,2.33,11.5,0.5,0.5,2.56,0,,0.3,15.36,1,1
1,2017-08-01 00:36:38,2017-08-01 00:47:23,N,1,181,228,1,2.90,11.5,0.5,0.5,0,0,,0.3,12.8,2,1
2,2017-08-01 00:15:20,2017-08-01 00:20:06,N,1,212,213,3,1.17,6,0.5,0.5,0,0,,0.3,7.3,2,1
2,2017-08-01 00:36:20,2017-08-01 00:42:23,N,1,212,213,3,1.20,6.5,0.5,0.5,1.2,0,,0.3,9,1,1
2,2017-08-01 00:10:30,2017-08-01 00:20:27,N,1,82,196,1,2.04,9.5,0.5,0.5,0,0,,0.3,10.8,2,1
1,2017-08-01 00:31:54,2017-08-01 00:46:22,N,1,116,48,1,5.60,18,0.5,0.5,3.85,0,,0.3,23.15,1,1
2,2017-08-01 00:37:49,2017-08-01 00:42:38,N,1,42,42,1,1.28,6,0.5,0.5,1.46,0,,0.3,8.76,1,1
2,2017-08-01 00:42:14,2017-08-01 00:53:31,N,1,61,71,1,3.02,11.5,0.5,0.5,0,0,,0.3,12.8,2,1
2,2017-08-01 00:09:59,2017-08-01 00:20:44,N,1,256,17,5,2.62,10.5,0.5,0.5,2.36,0,,0.3,14.16,1,1
2,2017-08-01 00:50:41,2017-08-01 01:09:24,N,1,255,225,5,3.93,15.5,0.5,0.5,0,0,,0.3,16.8,2,1
2,2017-08-01 00:08:29,2017-08-01 00:08:29,N,1,255,181,1,6.04,21,0.5,0.5,4.46,0,,0.3,26.76,1,1
2,2017-08-01 00:10:11,2017-08-01 00:29:35,N,1,181,29,1,6.99,22.5,0.5,0.5,2.7,0,,0.3,26.5,1,1
2,2017-08-01 00:32:56,2017-08-01 00:42:49,N,1,97,225,1,2.75,10.5,0.5,0.5,2,0,,0.3,13.8,1,1
2,2017-08-01 00:21:53,2017-08-01 00:24:07,N,1,24,24,1,.54,4,0.5,0.5,0,0,,0.3,5.3,2,1
2,2017-08-01 00:59:18,2017-08-01 01:01:07,N,1,75,41,1,.78,4,0.5,0.5,0,0,,0.3,5.3,2,1
2,2017-08-01 00:32:06,2017-08-01 00:34:31,N,1,260,260,2,.43,4,0.5,0.5,0,0,,0.3,5.3,2,1
1,2017-08-01 00:19:01,2017-08-01 00:34:34,N,1,226,82,1,2.40,12,0.5,0.5,0,0,,0.3,13.3,2,1
1,2017-08-01 00:37:43,2017-08-01 00:42:48,N,1,82,82,1,.60,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2017-08-01 00:21:33,2017-08-01 00:34:38,N,1,166,239,1,3.07,12.5,0.5,0.5,0,0,,0.3,13.8,2,1
1,2017-08-01 00:21:21,2017-08-01 00:27:57,N,1,255,217,1,1.30,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2017-08-01 00:28:02,2017-08-01 00:33:38,N,1,255,80,1,.96,5.5,0.5,0.5,1.36,0,,0.3,8.16,1,1
2,2017-08-01 00:40:38,2017-08-01 00:49:23,N,1,256,36,1,2.32,9,0.5,0.5,0,0,,0.3,10.3,2,1
2,2017-08-01 00:01:25,2017-08-01 00:05:10,N,1,74,42,1,.90,5,0.5,0.5,0,0,,0.3,6.3,1,1
2,2017-08-01 00:09:55,2017-08-01 00:19:57,N,1,25,61,1,2.67,10.5,0.5,0.5,2.36,0,,0.3,14.16,1,1
2,2017-08-01 00:20:37,2017-08-01 00:23:55,N,1,61,17,1,.70,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,2017-08-01 00:09:47,2017-08-01 00:16:38,N,1,66,97,2,2.38,9,0.5,0.5,0,0,,0.3,10.3,2,1
2,2017-08-01 00:45:43,2017-08-01 00:56:53,N,1,260,173,2,1.53,9,0.5,0.5,0,0,,0.3,10.3,2,1
2,2017-08-01 00:28:22,2017-08-01 00:35:40,N,1,74,24,1,1.46,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,2017-08-01 00:08:53,2017-08-01 00:19:48,N,1,255,226,1,3.48,12.5,0.5,0.5,0,0,,0.3,13.8,2,1
2,2017-08-01 00:00:47,2017-08-01 00:09:07,N,1,188,61,1,1.10,7.5,0.5,0.5,0,0,,0.3,13.75,1,1
2,2017-08-01 00:06:07,2017-08-01 00:09:01,N,1,56,82,1,.65,4.5,0.5,0.5,1.16,0,,0.3,6.96,1,1
2,2017-08-01 00:04:39,2017-08-01 00:10:40,N,1,129,82,2,1.18,6,0.5,0.5,0,0,,0.3,7.3,2,1
2,2017-08-01 00:30:53,2017-08-01 00:33:27,N,1,260,260,2,.49,4,0.5,0.5,0,0,,0.3,5.3,2,1
2,2017-08-01 00:46:28,2017-08-01 00:50:28,N,1,82,129,1,.92,5,0.5,0.5,0,0,,0.3,6.3,2,1
1,2017-08-01 00:14:04,2017-08-01 00:18:30,N,1,25,52,1,.90,5,0.5,0.5,1.25,0,,0.3,7.55,1,1
1,2017-08-01 00:34:13,2017-08-01 00:40:31,N,1,181,181,1,1.70,7.5,0.5,0.5,1.76,0,,0.3,10.56,1,1
2,2017-08-01 00:12:43,2017-08-01 00:27:39,N,1,244,140,1,8.02,23.5,0.5,0.5,4.96,0,,0.3,29.76,1,1
2,2017-08-01 00:56:31,2017-08-01 01:01:28,N,1,166,152,1,1.02,5.5,0.5,0.5,2.04,0,,0.3,8.84,1,1
2,2017-08-01 00:16:05,2017-08-01 00:27:29,N,5,235,244,2,1.89,10,0,0,0,0,,0,10,1,2
