VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type
2,2017-12-01 00:29:37,2017-12-01 00:34:32,N,1,134,197,1,1.15,5.5,0.5,0.5,1,0,,0.3,7.8,1,1
1,2017-12-01 00:08:12,2017-12-01 00:10:41,N,1,49,49,1,.60,4,0.5,0.5,0,0,,0.3,5.3,2,1
2,2017-12-01 00:15:51,2017-12-01 00:18:30,N,1,166,24,1,.44,4,0.5,0.5,1.06,0,,0.3,6.36,1,1
2,2017-12-01 00:30:59,2017-12-01 00:50:05,N,1,166,162,1,5.59,19,0.5,0.5,0,0,,0.3,20.3,2,1
2,2017-12-01 00:36:07,2017-12-01 00:39:59,N,1,35,35,1,.55,4.5,0.5,0.5,0,0,,0.3,5.8,1,1
2,2017-12-01 00:10:32,2017-12-01 00:34:01,N,1,37,7,1,4.83,19,0.5,0.5,3.04,0,,0.3,23.34,1,1
2,2017-12-01 00:56:49,2017-12-01 01:09:56,N,1,255,79,1,3.19,12,0.5,0.5,2.66,0,,0.3,15.96,1,1
2,2017-12-01 00:30:57,2017-12-01 00:32:06,N,5,66,161,2,7.68,39,0,0,0,0,,0,39,2,2
2,2017-12-01 00:26:12,2017-12-01 00:39:19,N,1,256,211,1,3.24,12.5,0.5,0.5,0,0,,0.3,13.8,2,1
2,2017-12-01 01:00:50,2017-12-01 01:08:51,N,1,256,112,1,1.72,8,0.5,0.5,2.32,0,,0.3,11.62,1,1
1,2017-12-01 00:03:40,2017-12-01 00:12:25,N,1,255,148,1,3.60,13,0.5,0.5,2.85,0,,0.3,17.15,1,1
2,2017-12-01 00:45:45,2017-12-01 00:48:16,N,1,256,255,1,.32,3.5,0.5,0.5,0,0,,0.3,4.8,2,1
2,2017-12-01 00:37:13,2017-12-01 00:48:14,N,1,112,217,1,2.04,9.5,0.5,0.5,2.16,0,,0.3,12.96,1,1
2,2017-12-01 00:56:12,2017-12-01 01:16:35,N,1,255,158,1,4.12,16.5,0.5,0.5,4.45,0,,0.3,22.25,1,1
2,2017-12-01 00:50:30,2017-12-01 01:09:29,N,1,66,68,2,6.80,21.5,0.5,0.5,4.56,0,,0.3,27.36,1,1
2,2017-12-01 00:19:07,2017-12-01 00:30:29,N,1,129,7,2,2.09,10,0.5,0.5,2.82,0,,0.3,14.12,1,1
2,2017-12-01 00:35:40,2017-12-01 00:42:20,N,1,7,179,1,1.55,7,0.5,0.5,0,0,,0.3,8.3,2,1
1,2017-12-01 00:34:43,2017-12-01 00:35:04,Y,1,82,82,1,.10,2.5,0.5,0.5,0,0,,0.3,3.8,3,1
2,2017-12-01 00:10:44,2017-12-01 00:16:09,N,1,83,260,1,.91,5.5,0.5,0.5,1.36,0,,0.3,8.16,1,1
2,2017-12-01 00:57:54,2017-12-01 01:06:12,N,1,83,82,1,1.69,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,2017-12-01 00:08:53,2017-12-01 00:15:46,N,1,82,129,2,1.29,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,2017-12-01 00:32:59,2017-12-01 00:40:59,N,1,260,7,2,1.85,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
2,2017-12-01 00:42:10,2017-12-01 00:47:43,N,1,7,226,2,1.26,6,0.5,0.5,0,0,,0.3,7.3,1,1
2,2017-12-01 00:21:11,2017-12-01 00:32:49,N,1,145,7,1,2.23,10,0.5,0.5,2,0,,0.3,13.3,1,1
2,2017-12-01 00:41:17,2017-12-01 00:43:37,N,1,7,7,1,.60,4,0.5,0.5,0,0,,0.3,5.3,2,1
2,2017-12-01 00:50:42,2017-12-01 00:56:32,N,1,226,260,1,1.25,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
1,2017-12-01 00:19:17,2017-12-01 00:39:43,Y,1,97,227,1,4.60,17.5,0.5,0.5,0,0,,0.3,18.8,2,1
2,2017-12-01 00:18:24,2017-12-01 00:36:32,N,1,244,262,1,6.54,21,0.5,0.5,0,0,,0.3,22.3,2,1
2,2017-12-01 00:55:05,2017-12-01 01:06:28,N,1,82,56,1,2.10,9.5,0.5,0.5,1,0,,0.3,11.8,1,1
2,2017-12-01 00:36:37,2017-12-01 00:40:28,N,1,223,223,1,.73,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,2017-12-01 00:11:35,2017-12-01 00:12:19,N,5,264,147,1,.04,15,0,0,0,0,,0,15,2,2
2,2017-12-01 00:45:37,2017-12-01 00:57:22,N,1,256,36,1,2.53,10.5,0.5,0.5,2.36,0,,0.3,14.16,1,1
2,2017-12-01 00:15:25,2017-12-01 00:19:45,N,1,166,42,1,.83,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2017-12-01 00:21:11,2017-12-01 00:29:32,N,1,42,239,1,2.54,10,0.5,0.5,0,0,,0.3,11.3,2,1
2,2017-12-01 00:42:29,2017-12-01 00:46:10,N,1,166,116,1,1.06,5.5,0.5,0.5,1.36,0,,0.3,8.16,1,1
2,2017-12-01 00:55:12,2017-12-01 00:56:06,N,1,41,166,1,.15,3,0.5,0.5,0,0,,0.3,4.3,2,1
2,2017-12-01 00:34:03,2017-12-01 00:39:45,N,1,82,129,1,1.04,6,0.5,0.5,1.82,0,,0.3,9.12,1,1
2,2017-12-01 00:34:11,2017-12-01 00:37:37,N,1,7,223,1,.71,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,2017-12-01 00:21:56,2017-12-01 00:33:41,N,1,256,36,1,2.17,10,0.5,0.5,2.26,0,,0.3,13.56,1,1
2,2017-12-01 00:57:54,2017-12-01 01:25:08,N,1,256,76,1,6.14,22.5,0.5,0.5,0,0,,0.3,23.8,2,1
1,2017-12-01 00:15:54,2017-12-01 00:24:12,N,1,181,133,1,1.90,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
1,2017-12-01 00:26:50,2017-12-01 00:35:37,N,1,133,85,1,1.50,8,0.5,0.5,0,0,,0.3,9.3,1,1
1,2017-12-01 00:57:15,2017-12-01 01:05:07,N,1,133,22,1,2.00,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
2,2017-12-01 00:13:37,2017-12-01 00:30:44,N,1,41,182,1,7.10,22,0.5,0.5,0,0,,0.3,23.3,2,1
2,2017-12-01 00:11:04,2017-12-01 00:17:59,N,1,166,42,2,1.31,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2017-12-01 00:34:21,2017-12-01 00:37:18,N,1,152,152,2,.48,4,0.5,0.5,0,0,,0.3,5.3,2,1
2,2017-12-01 00:26:05,2017-12-01 00:30:58,N,1,134,134,2,1.05,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,2017-12-01 01:04:13,2017-12-01 01:12:18,N,1,260,82,1,1.95,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
2,2017-12-01 00:08:57,2017-12-01 00:17:02,N,1,255,145,1,2.55,9.5,0.5,0.5,2.16,0,,0.3,12.96,1,1
2,2017-12-01 00:33:10,2017-12-01 00:52:34,N,1,255,61,1,6.39,21,0.5,0.5,0,0,,0.3,22.3,2,1
2,2017-12-01 00:02:51,2017-12-01 00:16:48,N,1,42,69,1,2.41,11.5,0.5,0.5,0,0,,0.3,12.8,2,1
2,2017-12-01 00:18:15,2017-12-01 00:37:36,N,1,69,240,1,4.65,17,0.5,0.5,0,0,,0.3,18.3,2,1
2,2017-12-01 00:38:57,2017-12-01 00:44:17,N,1,260,157,1,1.45,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2017-12-01 00:57:24,2017-12-01 01:11:48,N,1,82,160,1,3.27,13.5,0.5,0.5,0,0,,0.3,14.8,2,1
2,2017-12-01 00:02:47,2017-12-01 23:54:33,N,1,188,39,1,4.76,18,0.5,0.5,0,0,,0.3,19.3,2,1
2,2017-12-01 00:36:54,2017-12-01 00:44:08,N,1,71,188,1,1.20,7,0.5,0.5,0,0,,0.3,8.3,1,1
2,2017-12-01 00:04:58,2017-12-01 00:18:46,N,1,80,36,1,1.94,10.5,0.5,0.5,2,0,,0.3,13.8,1,1
2,2017-12-01 00:41:54,2017-12-01 01:01:38,N,1,255,225,1,3.35,15,0.5,0.5,4.08,0,,0.3,20.38,1,1
2,2017-12-01 00:22:29,2017-12-01 00:26:05,N,1,223,223,1,.73,4.5,0.5,0.5,0,0,,0.3,5.8,1,1
2,2017-12-01 00:42:49,2017-12-01 00:46:12,N,1,223,223,1,.67,4.5,0.5,0.5,0,0,,0.3,5.8,1,1
2,2017-12-01 00:12:26,2017-12-01 00:23:11,N,1,82,130,1,5.30,16.5,0.5,0.5,0,0,,0.3,17.8,2,1
2,2017-12-01 00:00:59,2017-12-01 00:12:41,N,1,112,79,1,4.14,14,0.5,0.5,4.59,0,,0.3,19.89,1,1
2,2017-12-01 00:05:59,2017-12-01 00:14:13,N,1,256,79,1,2.20,9.5,0.5,0.5,2.16,0,,0.3,12.96,1,1
2,2017-12-01 00:55:17,2017-12-01 01:10:04,N,1,80,83,1,4.96,16.5,0.5,0.5,3.56,0,,0.3,21.36,1,1
2,2017-12-01 00:50:43,2017-12-01 00:50:49,N,5,92,73,1,.16,15,0,0,0,0,,0,15,2,2
2,2017-12-01 00:10:16,2017-12-01 00:46:46,N,1,36,239,2,10.52,34.5,0.5,0.5,8.95,0,,0.3,44.75,1,1
2,2017-12-01 00:21:55,2017-12-01 00:33:08,N,1,61,72,1,2.17,10.5,0.5,0.5,0,0,,0.3,11.8,1,1
2,2017-12-01 00:17:49,2017-12-01 00:21:38,N,1,7,7,1,.88,5,0.5,0.5,1.26,0,,0.3,7.56,1,1
2,2017-12-01 00:47:26,2017-12-01 00:53:07,N,1,7,7,1,1.03,6,0.5,0.5,1.82,0,,0.3,9.12,1,1
