VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type

1,2017-12-01 00:33:14,2017-12-01 00:40:22,N,1,42,24,1,1.40,7.5,0.5,0.5,0,0,,0.3,8.8,2,1
2,2017-12-01 00:16:06,2017-12-01 00:23:11,N,1,49,25,5,1.60,7.5,0.5,0.5,2.64,0,,0.3,11.44,1,1
2,2017-12-01 00:24:05,2017-12-01 00:32:24,N,1,25,49,5,1.91,8.5,0.5,0.5,2,0,,0.3,11.8,1,1
2,2017-12-01 00:47:42,2017-12-01 01:02:11,N,1,256,198,5,3.54,13.5,0.5,0.5,0,0,,0.3,14.8,2,1
2,2017-12-01 00:21:33,2017-12-01 00:41:14,N,1,244,140,2,7.79,24,0.5,0.5,5.06,0,,0.3,30.36,1,1
2,2017-12-01 00:00:39,2017-12-01 00:09:39,N,1,75,140,1,2.64,9.5,0.5,0.5,2,0,,0.3,12.8,1,1
2,2017-12-01 00:31:22,2017-12-01 00:37:14,N,1,112,255,1,1.13,6,0.5,0.5,1.46,0,,0.3,8.76,1,1
1,2017-12-01 00:07:40,2017-12-01 00:10:18,N,1,41,42,2,.70,4.5,0.5,0.5,1.15,0,,0.3,6.95,1,1
1,2017-12-01 00:37:17,2017-12-01 00:51:38,N,1,36,61,1,3.70,13.5,0.5,0.5,0,0,,0.3,14.8,2,1
1,2017-12-01 00:56:01,2017-12-01 01:09:03,N,1,17,181,1,3.70,13.5,0.5,0.5,0,0,,0.3,14.8,2,1
2,2017-12-01 00:15:38,2017-12-01 00:29:39,N,1,65,188,2,3.28,13,0.5,0.5,0,0,,0.3,14.3,2,1
1,2017-12-01 00:17:41,2017-12-01 00:44:36,N,1,193,136,1,11.60,34,0.5,0.5,0,0,,0.3,35.3,1,1
2,2017-12-01 00:01:30,2017-12-01 00:08:18,N,1,7,193,1,1.14,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2017-12-01 00:36:25,2017-12-01 00:42:59,N,1,7,7,1,1.27,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2017-12-01 00:16:23,2017-12-01 00:36:23,N,1,255,36,2,3.28,15,0.5,0.5,0,0,,0.3,16.3,2,1
1,2017-12-01 00:42:16,2017-12-01 01:01:21,N,1,7,82,1,3.30,14.5,0.5,0.5,0,0,,0.3,15.8,2,1
2,2017-12-01 00:53:52,2017-12-01 01:00:53,N,1,212,213,3,2.01,8,0.5,0.5,1.86,0,,0.3,11.16,1,1
2,2017-12-01 00:08:11,2017-12-01 00:12:32,N,1,255,112,1,.91,5,0.5,0.5,1.89,0,,0.3,8.19,1,1
2,2017-12-01 00:32:22,2017-12-01 00:48:41,N,1,255,36,1,3.17,13.5,0.5,0.5,2,0,,0.3,16.8,1,1
2,2017-12-01 00:05:46,2017-12-01 00:12:01,N,1,97,17,1,1.63,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,2017-12-01 00:22:01,2017-12-01 00:38:52,N,1,97,85,1,3.82,14.5,0.5,0.5,3.16,0,,0.3,18.96,1,1
2,2017-12-01 00:52:34,2017-12-01 00:53:39,N,1,49,49,1,.15,3,0.5,0.5,0,0,,0.3,4.3,2,1
2,2017-12-01 00:39:39,2017-12-01 00:44:00,N,1,226,260,1,.95,5.5,0.5,0.5,0,0,,0.3,6.8,1,1
2,2017-12-01 00:11:17,2017-12-01 00:33:36,N,1,7,92,1,6.34,22.5,0.5,0.5,0,0,,0.3,23.8,2,1
2,2017-12-01 00:07:47,2017-12-01 00:23:19,N,1,255,36,6,2.55,12.5,0.5,0.5,0,0,,0.3,13.8,2,1
2,2017-12-01 00:34:43,2017-12-01 00:45:30,N,1,256,36,5,2.19,9.5,0.5,0.5,1,0,,0.3,11.8,1,1
2,2017-12-01 00:09:28,2017-12-01 00:21:33,N,1,80,198,1,2.80,11,0.5,0.5,0,0,,0.3,12.3,2,1
2,2017-12-01 00:28:57,2017-12-01 00:44:30,N,1,256,181,1,5.29,17.5,0.5,0.5,0,0,,0.3,18.8,2,1
2,2017-12-01 00:37:12,2017-12-01 00:49:14,N,1,65,61,1,2.73,11,0.5,0.5,1,0,,0.3,13.3,1,1
