VendorID,lpep_pickup_datetime,Lpep_dropoff_datetime,Store_and_fwd_flag,RateCodeID,Pickup_longitude,Pickup_latitude,Dropoff_longitude,Dropoff_latitude,Passenger_count,Trip_distance,Fare_amount,Extra,MTA_tax,Tip_amount,Tolls_amount,Ehail_fee,Total_amount,Payment_type,Trip_type 


2,2014-09-01 00:00:00,2014-09-01 00:02:47,N,1,-73.950965881347656,40.723640441894531,-73.94049072265625,40.724655151367188,1,.65,4,0.5,0.5,1.12,0,,6.12,1,1,,
2,2014-09-01 00:00:00,2014-09-01 00:02:35,N,1,-73.918632507324219,40.75927734375,-73.913055419921875,40.768936157226563,5,.82,4.5,0.5,0.5,1,0,,6.5,1,1,,
2,2014-09-01 00:00:05,2014-09-01 00:18:08,N,1,-73.986015319824219,40.669368743896484,-74.004341125488281,40.721630096435547,4,4.25,16.5,0.5,0.5,3.4,0,,20.9,1,1,,
2,2014-09-01 00:00:06,2014-09-01 00:13:38,N,1,-73.949317932128906,40.713729858398438,-73.978584289550781,40.681247711181641,1,4.10,15,0.5,0.5,3.1,0,,19.1,1,1,,
2,2014-09-01 00:00:10,2014-09-01 00:07:52,N,1,-73.845001220703125,40.754974365234375,-73.834320068359375,40.759044647216797,1,1.72,8,0.5,0.5,0,0,,9,2,1,,
2,2014-09-01 00:00:10,2014-09-01 00:08:35,N,1,-73.9727783203125,40.647693634033203,-74.00970458984375,40.678062438964844,1,3.77,12.5,0.5,0.5,2.6,0,,16.1,1,1,,
2,2014-09-01 00:00:10,2014-09-01 00:09:48,N,1,-73.953346252441406,40.680717468261719,-73.967147827148438,40.713779449462891,1,2.65,10,0.5,0.5,0,0,,11,2,1,,
2,2014-09-01 00:00:11,2014-09-01 00:30:52,N,1,-73.875534057617187,40.770240783691406,-73.942985534667969,40.828285217285156,1,9.71,32,0.5,0.5,7.57,5.33,,45.9,1,1,,
2,2014-09-01 00:00:12,2014-09-01 00:03:49,N,1,-73.947418212890625,40.796398162841797,-73.951080322265625,40.805015563964844,1,.79,5,0.5,0.5,0,0,,6,1,1,,
2,2014-09-01 00:00:12,2014-09-01 00:04:39,N,1,-73.949607849121094,40.801868438720703,-73.952674865722656,40.810516357421875,1,.80,5.5,0.5,0.5,1.5,0,,8,1,1,,
1,2014-09-01 00:00:13,2014-09-01 00:02:21,N,1,-73.916748046875,40.766963958740234,-73.912986755371094,40.771537780761719,2,.40,3.5,0.5,0.5,0,0,,4.5,2,1,,
2,2014-09-01 00:00:14,2014-09-01 00:10:40,N,1,-73.83001708984375,40.713665008544922,-73.826683044433594,40.687602996826172,1,2.77,11.5,0.5,0.5,0,0,,12.5,2,1,,
2,2014-09-01 00:00:15,2014-09-01 00:05:07,N,1,-73.8916015625,40.746654510498047,-73.876014709472656,40.745559692382813,1,.94,5.5,0.5,0.5,0,0,,6.5,2,1,,
1,2014-09-01 00:00:20,2014-09-01 00:08:38,N,1,-73.991531372070313,40.685115814208984,-73.969581604003906,40.691692352294922,4,1.70,8,0.5,0.5,0,0,,9,2,1,,
2,2014-09-01 00:00:22,2014-09-01 00:08:02,N,1,-73.941085815429687,40.818660736083984,-73.955085754394531,40.823768615722656,1,.85,6,0.5,0.5,0,0,,7,2,1,,
2,2014-09-01 00:00:23,2014-09-01 00:21:10,N,1,-73.933212280273438,40.673355102539062,-73.943954467773438,40.652736663818359,1,2.79,13.5,0.5,0.5,0,0,,14.5,2,1,,
2,2014-09-01 00:00:24,2014-09-01 00:23:49,N,1,-73.986900329589844,40.702442169189453,-73.980972290039063,40.784328460693359,1,9.22,28,0.5,0.5,0,0,,29,2,1,,
1,2014-09-01 00:00:26,2014-09-01 00:03:05,N,1,-73.979927062988281,40.682094573974609,-73.981277465820313,40.677425384521484,2,.40,4,0.5,0.5,1,0,,6,1,1,,
1,2014-09-01 00:00:27,2014-09-01 00:16:17,N,1,-73.963531494140625,40.710281372070313,-73.990859985351563,40.745624542236328,1,4.60,17,0.5,0.5,0,0,,18,2,1,,
2,2014-09-01 00:00:28,2014-09-01 00:12:21,N,1,-73.923202514648438,40.706752777099609,-73.919876098632812,40.682384490966797,3,2.41,10,0.5,0.5,0,0,,11,1,1,,
2,2014-09-01 00:00:34,2014-09-01 00:05:25,N,1,-73.952827453613281,40.798419952392578,-73.961967468261719,40.80517578125,6,.85,5.5,0.5,0.5,0,0,,6.5,2,1,,
1,2014-09-01 00:00:36,2014-09-01 00:05:32,N,1,-73.876068115234375,40.748500823974609,-73.867774963378906,40.752384185791016,1,.70,5,0.5,0.5,0,0,,6,2,1,,
2,2014-09-01 00:00:36,2014-09-01 00:04:35,N,1,-73.871780395507813,40.748985290527344,-73.883674621582031,40.747676849365234,1,.60,4.5,0.5,0.5,0,0,,5.5,2,1,,
1,2014-09-01 00:00:37,2014-09-01 00:02:57,N,1,-73.938987731933594,40.805187225341797,-73.940834045410156,40.810802459716797,1,.60,4,0.5,0.5,0,0,,5,2,1,,
2,2014-09-01 00:00:37,2014-09-01 00:10:30,N,1,-73.9542236328125,40.821491241455078,-73.928794860839844,40.866806030273437,5,4.16,14,0.5,0.5,2.9,0,,17.9,1,1,,
2,2014-09-01 00:00:39,2014-09-01 00:10:13,N,1,-73.844253540039062,40.721401214599609,-73.868621826171875,40.705547332763672,1,2.06,9.5,0.5,0.5,0,0,,10.5,2,1,,
2,2014-09-01 00:00:40,2014-09-01 00:12:30,N,1,-73.957527160644531,40.722206115722656,-73.930709838867188,40.707962036132813,1,2.24,10,0.5,0.5,0,0,,11,1,1,,
1,2014-09-01 00:00:40,2014-09-01 00:12:34,N,1,-73.870071411132813,40.749134063720703,-73.917510986328125,40.739940643310547,1,2.70,11,0.5,0.5,0,0,,12,2,1,,
