VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type

2,2017-07-01 00:16:40,2017-07-01 00:17:02,N,1,264,193,1,.00,2.5,0.5,0.5,0,0,,0.3,3.8,1,1
2,2017-07-01 00:56:23,2017-07-01 00:59:30,N,1,14,14,1,.81,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,2017-07-01 00:15:25,2017-07-01 00:34:24,N,1,112,61,1,4.97,18,0.5,0.5,3.86,0,,0.3,23.16,1,1
2,2017-07-01 00:55:06,2017-07-01 00:59:08,N,1,92,92,1,.83,5.5,0.5,0.5,0,0,,0.3,6.8,1,1
2,2017-07-01 00:34:05,2017-07-01 00:50:44,N,1,75,79,1,4.99,16,0.5,0.5,2,0,,0.3,19.3,1,1
2,2017-07-01 00:09:19,2017-07-01 00:16:58,N,1,61,188,1,1.72,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,2017-07-01 00:24:20,2017-07-01 00:30:54,N,1,188,89,1,1.88,7.5,0.5,0.5,0,0,,0.3,8.8,2,1
2,2017-07-01 00:41:22,2017-07-01 01:13:02,N,1,89,71,1,1.74,20,0.5,0.5,0,0,,0.3,21.3,1,1
2,2017-07-01 00:20:02,2017-07-01 00:39:31,N,1,255,129,1,5.85,20.5,0.5,0.5,4.36,0,,0.3,26.16,1,1
2,2017-07-01 00:46:38,2017-07-01 01:12:26,N,1,255,181,2,6.38,22.5,0.5,0.5,5.95,0,,0.3,29.75,1,1
2,2017-07-01 00:07:32,2017-07-01 00:10:34,N,1,49,49,1,.84,4.5,0.5,0.5,1.16,0,,0.3,6.96,1,1
2,2017-07-01 00:18:09,2017-07-01 00:36:50,N,1,256,198,2,4.02,15.5,0.5,0.5,4.2,0,,0.3,21,1,1
2,2017-07-01 00:52:34,2017-07-01 01:02:06,N,1,80,255,2,1.06,7.5,0.5,0.5,0,0,,0.3,8.8,1,1
1,2017-07-01 00:24:56,2017-07-01 00:39:29,N,1,7,70,1,3.00,12.5,0.5,0.5,0,0,,0.3,13.8,2,1
2,2017-07-01 00:12:58,2017-07-01 00:25:51,N,1,40,228,1,2.45,11,0.5,0.5,3.69,0,,0.3,15.99,1,1
2,2017-07-01 00:46:02,2017-07-01 01:07:58,N,1,40,36,1,4.74,18.5,0.5,0.5,2,0,,0.3,21.8,1,1
1,2017-07-01 00:32:44,2017-07-01 00:43:25,N,1,189,148,1,3.10,12,0.5,0.5,2.65,0,,0.3,15.95,1,1
1,2017-07-01 00:57:22,2017-07-01 01:07:24,N,1,255,148,3,2.40,10.5,0.5,0.5,2.35,0,,0.3,14.15,1,1
2,2017-07-01 00:20:26,2017-07-01 00:36:51,N,1,17,89,2,3.55,14.5,0.5,0.5,3.16,0,,0.3,18.96,1,1
2,2017-07-01 00:56:11,2017-07-01 01:28:40,N,1,97,177,2,4.02,22.5,0.5,0.5,5.95,0,,0.3,29.75,1,1
1,2017-07-01 00:55:38,2017-07-01 01:11:13,N,1,255,37,1,2.50,12,0.5,0.5,2.65,0,,0.3,15.95,1,1
2,2017-07-01 00:09:07,2017-07-01 00:13:55,N,1,7,146,1,1.17,6,0.5,0.5,2.19,0,,0.3,9.49,1,1
2,2017-07-01 00:16:29,2017-07-01 00:20:39,N,1,146,193,1,1.00,5.5,0.5,0.5,1.7,0,,0.3,8.5,1,1
2,2017-07-01 00:25:16,2017-07-01 00:37:55,N,1,193,75,1,4.70,15,0.5,0.5,0,0,,0.3,16.3,2,1
2,2017-07-01 00:54:59,2017-07-01 01:13:36,N,1,146,234,1,4.83,17,0.5,0.5,2,0,,0.3,20.3,1,1
2,2017-07-01 00:28:52,2017-07-01 00:43:07,N,1,65,225,1,3.26,12.5,0.5,0.5,0,0,,0.3,13.8,2,1
2,2017-07-01 00:13:03,2017-07-01 00:36:50,N,1,7,107,5,5.59,19.5,0.5,0.5,4.16,0,,0.3,24.96,1,1
2,2017-07-01 00:31:12,2017-07-01 00:37:29,N,1,74,69,1,1.70,7.5,0.5,0.5,1.76,0,,0.3,10.56,1,1
2,2017-07-01 00:43:32,2017-07-01 00:48:09,N,1,247,42,1,1.14,6,0.5,0.5,0,0,,0.3,7.3,2,1
2,2017-07-01 00:59:08,2017-07-01 01:02:24,N,1,41,42,1,.84,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2017-07-01 00:54:51,2017-07-01 01:02:18,N,1,177,225,2,1.83,8,0.5,0.5,0,0,,0.3,9.3,2,1
1,2017-07-01 00:34:26,2017-07-01 01:00:14,N,1,181,14,1,7.20,24,0.5,0.5,3,0,,0.3,28.3,1,1
2,2017-07-01 00:03:56,2017-07-01 00:09:38,N,1,25,66,2,.84,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,2017-07-01 00:13:10,2017-07-01 00:19:40,N,1,66,232,2,2.11,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,2017-07-01 00:39:12,2017-07-01 00:40:40,N,1,255,112,2,.38,3.5,0.5,0.5,0,0,,0.3,4.8,2,1
2,2017-07-01 00:44:32,2017-07-01 01:03:36,N,1,112,223,2,6.86,22,0.5,0.5,0,0,,0.3,23.3,2,1
1,2017-07-01 00:24:03,2017-07-01 01:06:36,N,1,7,156,1,25.10,66.5,0.5,0.5,2,11.52,,0.3,81.32,1,1
2,2017-07-01 00:35:12,2017-07-01 00:41:51,N,1,127,243,1,1.31,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,2017-07-01 00:55:25,2017-07-01 01:10:56,N,1,244,230,1,7.10,21.5,0.5,0.5,0,0,,0.3,22.8,1,1
