VendorID,lpep_pickup_datetime,Lpep_dropoff_datetime,Store_and_fwd_flag,RateCodeID,Pickup_longitude,Pickup_latitude,Dropoff_longitude,Dropoff_latitude,Passenger_count,Trip_distance,Fare_amount,Extra,MTA_tax,Tip_amount,Tolls_amount,Ehail_fee,improvement_surcharge,Total_amount,Payment_type,Trip_type 

2,2016-05-01 00:15:25,2016-05-01 00:21:53,N,1,-73.861953735351563,40.750041961669922,-73.852859497070312,40.740276336669922,5,1.04,6,0.5,0.5,0,0,,0.3,7.3,1,1
2,2016-05-01 00:33:12,2016-05-01 00:51:45,N,1,-73.858810424804688,40.750919342041016,-73.903373718261719,40.703739166259766,5,6.60,21,0.5,0.5,0,0,,0.3,22.3,2,1
2,2016-05-01 00:38:38,2016-05-01 00:49:47,N,1,-73.966285705566406,40.710605621337891,-73.943603515625,40.717494964599609,2,1.97,9.5,0.5,0.5,1,0,,0.3,11.8,1,1
2,2016-05-01 00:04:10,2016-05-01 00:34:39,N,1,-73.954132080078125,40.787097930908203,-73.953399658203125,40.724899291992187,2,6.66,25.5,0.5,0.5,5.36,0,,0.3,32.16,1,1
2,2016-05-01 00:37:43,2016-05-01 00:45:28,N,1,-73.956298828125,40.723331451416016,-73.966049194335937,40.712184906005859,2,.93,6.5,0.5,0.5,3,0,,0.3,10.8,1,1
2,2016-05-01 00:47:36,2016-05-01 01:01:50,N,1,-73.966041564941406,40.712162017822266,-73.98333740234375,40.722137451171875,2,2.18,11.5,0.5,0.5,2,0,,0.3,14.8,1,1
2,2016-05-01 00:10:57,2016-05-01 00:30:04,N,1,-73.954071044921875,40.729564666748047,-73.896575927734375,40.703746795654297,6,4.38,16.5,0.5,0.5,0,0,,0.3,17.8,2,1
2,2016-05-01 00:35:09,2016-05-01 00:50:47,N,1,-73.910980224609375,40.699596405029297,-73.891258239746094,40.662296295166016,6,4.06,15,0.5,0.5,0,0,,0.3,16.3,2,1
2,2016-05-01 00:02:16,2016-05-01 00:05:13,N,1,-73.952964782714844,40.742519378662109,-73.955863952636719,40.735797882080078,1,.93,5,0.5,0.5,1.89,0,,0.3,8.19,1,1
2,2016-05-01 00:37:34,2016-05-01 01:24:37,N,1,-73.957229614257813,40.729896545410156,-74.082534790039063,40.62359619140625,1,16.49,51.5,0.5,0.5,0,0,,0.3,52.8,2,1
2,2016-05-01 00:02:23,2016-05-01 00:31:39,N,1,-73.966423034667969,40.804756164550781,-74.017234802246094,40.711227416992188,2,7.97,28,0.5,0.5,5.86,0,,0.3,35.16,1,1
2,2016-05-01 00:09:50,2016-05-01 00:27:05,N,1,-73.918861389160156,40.773094177246094,-73.983619689941406,40.769336700439453,1,4.65,16.5,0.5,0.5,3.56,0,,0.3,21.36,1,1
2,2016-05-01 00:31:01,2016-05-01 00:34:47,N,1,-73.991218566894531,40.685569763183594,-73.991180419921875,40.6939697265625,1,.76,4.5,0.5,0.5,1.16,0,,0.3,6.96,1,1
2,2016-05-01 00:40:50,2016-05-01 00:44:39,N,1,-73.991523742675781,40.691478729248047,-73.993370056152344,40.699745178222656,1,.80,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,2016-05-01 00:55:28,2016-05-01 01:03:53,N,1,-73.991859436035156,40.684661865234375,-73.985748291015625,40.669929504394531,1,1.53,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,2016-05-01 00:55:22,2016-05-01 01:23:16,N,1,-73.989311218261719,40.679859161376953,-73.987564086914063,40.765556335449219,1,7.82,26.5,0.5,0.5,1,0,,0.3,28.8,1,1
2,2016-05-01 00:41:34,2016-05-01 01:02:39,N,1,-73.965995788574219,40.711570739746094,-73.770790100097656,40.775001525878906,1,14.13,38.5,0.5,0.5,0,0,,0.3,39.8,2,1
2,2016-05-01 00:16:11,2016-05-01 00:25:00,N,1,-73.891502380371094,40.746669769287109,-73.878807067871094,40.758403778076172,5,1.58,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,2016-05-01 00:29:58,2016-05-01 00:35:16,N,1,-73.877189636230469,40.752323150634766,-73.876487731933594,40.760246276855469,5,.84,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,2016-05-01 00:15:38,2016-05-01 00:41:57,N,1,-73.957412719726563,40.722347259521484,-74.002349853515625,40.659511566162109,1,8.26,27,0.5,0.5,7.08,0,,0.3,35.38,1,1
2,2016-05-01 00:57:13,2016-05-01 01:04:13,N,1,-73.918533325195313,40.612464904785156,-73.943168640136719,40.615871429443359,1,1.78,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,2016-05-01 00:03:12,2016-05-01 00:18:08,N,1,-73.994293212890625,40.703075408935547,-73.966476440429688,40.673587799072266,3,3.56,13,0.5,0.5,0,0,,0.3,14.3,2,1
2,2016-05-01 00:22:16,2016-05-01 00:28:24,N,1,-73.966789245605469,40.674606323242187,-73.976531982421875,40.672080993652344,1,.95,6,0.5,0.5,1.46,0,,0.3,8.76,1,1
2,2016-05-01 00:32:27,2016-05-01 00:42:08,N,1,-73.972976684570313,40.678131103515625,-73.947380065917969,40.682098388671875,1,1.94,9,0.5,0.5,0.88,0,,0.3,11.18,1,1
2,2016-05-01 00:06:05,2016-05-01 00:12:55,N,1,-73.90185546875,40.751201629638672,-73.92523193359375,40.761981964111328,1,1.38,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,2016-05-01 00:15:55,2016-05-01 00:25:39,N,1,-73.924148559570313,40.763507843017578,-73.904212951660156,40.774333953857422,1,1.47,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,2016-05-01 00:32:22,2016-05-01 00:50:23,N,1,-73.913108825683594,40.774623870849609,-73.956108093261719,40.7357177734375,1,4.27,16,0.5,0.5,3.46,0,,0.3,20.76,1,1
2,2016-05-01 00:23:55,2016-05-01 00:46:14,N,1,-73.983200073242187,40.695148468017578,-73.961967468261719,40.796356201171875,1,10.38,31,0.5,0.5,3,0,,0.3,35.3,1,1
2,2016-05-01 00:53:08,2016-05-01 00:54:48,N,1,-73.951904296875,40.790493011474609,-73.944915771484375,40.799930572509766,1,.75,4,0.5,0.5,0,0,,0.3,5.3,2,1
2,2016-05-01 00:58:03,2016-05-01 01:06:28,N,1,-73.946601867675781,40.800846099853516,-73.970932006835938,40.797023773193359,1,1.86,9,0.5,0.5,2.06,0,,0.3,12.36,1,1
2,2016-05-01 00:02:37,2016-05-01 00:19:44,N,1,-73.921958923339844,40.755012512207031,-73.8729248046875,40.745704650878906,1,3.13,13.5,0.5,0.5,0,0,,0.3,14.8,2,1
2,2016-05-01 00:24:17,2016-05-01 00:31:50,N,1,-73.882743835449219,40.747901916503906,-73.870246887207031,40.757213592529297,1,1.30,7.5,0.5,0.5,0,0,,0.3,8.8,2,1
2,2016-05-01 00:41:41,2016-05-01 00:57:08,N,1,-73.899543762207031,40.768177032470703,-73.877716064453125,40.750026702880859,1,2.49,12.5,0.5,0.5,0,0,,0.3,13.8,2,1
2,2016-05-01 00:19:56,2016-05-01 00:32:18,N,1,-73.953422546386719,40.669960021972656,-73.935592651367188,40.696872711181641,1,2.78,11.5,0.5,0.5,0,0,,0.3,12.8,2,1
2,2016-05-01 00:49:41,2016-05-01 00:53:50,N,1,-73.960975646972656,40.672348022460938,-73.9556884765625,40.677158355712891,1,.66,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2016-05-01 00:58:11,2016-05-01 01:32:02,N,1,-73.957420349121094,40.672336578369141,-74.0091552734375,40.703636169433594,1,7.40,27.5,0.5,0.5,5.76,0,,0.3,34.56,1,1
2,2016-05-01 00:12:28,2016-05-01 00:25:08,N,1,-74.002357482910156,40.685611724853516,-73.96929931640625,40.689510345458984,1,2.77,11.5,0.5,0.5,2.56,0,,0.3,15.36,1,1
2,2016-05-01 02:28:38,2016-05-01 02:49:05,N,1,-73.952796936035156,40.727073669433594,-73.981704711914063,40.730098724365234,1,4.75,18,0.5,0.5,0,0,,0.3,19.3,2,1
2,2016-05-01 02:02:35,2016-05-01 02:17:12,N,1,-73.951690673828125,40.713886260986328,-73.964096069335938,40.644725799560547,1,8.51,24.5,0.5,0.5,5.16,0,,0.3,30.96,1,1
2,2016-05-01 02:24:25,2016-05-01 02:43:13,N,1,-73.95892333984375,40.651241302490234,-73.906929016113281,40.662738800048828,1,3.58,16,0.5,0.5,0,0,,0.3,17.3,2,1
2,2016-05-01 02:43:06,2016-05-01 02:47:11,N,1,-73.891395568847656,40.746501922607422,-73.880775451660156,40.743782043457031,3,.68,5,0.5,0.5,1.89,0,,0.3,8.19,1,1
2,2016-05-01 02:54:24,2016-05-01 03:12:34,N,1,-73.891029357910156,40.746589660644531,-73.825294494628906,40.746696472167969,3,5.60,18.5,0.5,0.5,0,0,,0.3,19.8,2,1
2,2016-05-01 02:16:55,2016-05-01 02:23:54,N,1,-73.88079833984375,40.748073577880859,-73.877861022949219,40.741363525390625,2,.88,6,0.5,0.5,0,0,,0.3,7.3,2,1
2,2016-05-01 02:04:35,2016-05-01 02:11:56,N,1,-73.945083618164062,40.714431762695313,-73.9599609375,40.693050384521484,1,2.40,9,0.5,0.5,0,0,,0.3,10.3,2,1
2,2016-05-01 02:16:40,2016-05-01 02:24:27,N,1,-73.960441589355469,40.694145202636719,-73.966011047363281,40.712936401367188,1,1.71,8,0.5,0.5,1.86,0,,0.3,11.16,1,1
2,2016-05-01 02:35:06,2016-05-01 02:49:06,N,1,-73.956733703613281,40.720981597900391,-73.919204711914062,40.758716583251953,1,3.97,14,0.5,0.5,3.82,0,,0.3,19.12,1,1
2,2016-05-01 02:18:45,2016-05-01 02:31:41,N,1,-73.963653564453125,40.677421569824219,-73.949409484863281,40.708217620849609,1,2.81,12,0.5,0.5,2,0,,0.3,15.3,1,1
2,2016-05-01 02:19:39,2016-05-01 02:22:52,N,1,-73.904190063476563,40.745014190673828,-73.885467529296875,40.743816375732422,5,.88,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,2016-05-01 02:12:55,2016-05-01 02:29:43,N,1,-73.978500366210938,40.684360504150391,-74.007850646972656,40.705913543701172,1,3.54,15,0.5,0.5,0,0,,0.3,16.3,2,1
2,2016-05-01 02:06:47,2016-05-01 02:10:03,N,1,-73.919349670410156,40.704189300537109,-73.912368774414063,40.712921142578125,1,.89,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2016-05-01 02:15:07,2016-05-01 02:17:06,N,1,-73.9229736328125,40.706611633300781,-73.927841186523438,40.704204559326172,1,.41,3.5,0.5,0.5,2,0,,0.3,6.8,1,1
2,2016-05-01 02:28:35,2016-05-01 02:36:32,N,1,-73.923561096191406,40.707054138183594,-73.951118469238281,40.714065551757813,1,1.97,8.5,0.5,0.5,2.45,0,,0.3,12.25,1,1
2,2016-05-01 02:47:30,2016-05-01 02:57:31,N,1,-73.957618713378906,40.717777252197266,-73.995513916015625,40.720050811767578,1,2.76,11,0.5,0.5,2,0,,0.3,14.3,1,1
2,2016-05-01 02:15:06,2016-05-01 02:43:59,N,1,-73.957794189453125,40.731475830078125,-73.993278503417969,40.752105712890625,5,6.14,25,0.5,0.5,0,0,,0.3,26.3,2,1
2,2016-05-01 02:53:56,2016-05-01 03:06:47,N,1,-73.983222961425781,40.686267852783203,-74.010162353515625,40.629318237304688,5,6.28,19.5,0.5,0.5,2,0,,0.3,22.8,1,1
2,2016-05-01 02:49:53,2016-05-01 03:09:58,N,1,-73.929649353027344,40.812477111816406,-73.996421813964844,40.760097503662109,1,7.91,24.5,0.5,0.5,5.16,0,,0.3,30.96,1,1
2,2016-05-01 02:11:55,2016-05-01 02:44:54,N,1,-73.876518249511719,40.839893341064453,-73.984024047851563,40.760128021240234,5,11.07,34.5,0.5,0.5,0,0,,0.3,35.8,2,1
2,2016-05-01 02:07:09,2016-05-01 02:14:19,N,1,-73.979881286621094,40.677360534667969,-73.999549865722656,40.658683776855469,1,1.80,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,2016-05-01 02:34:03,2016-05-01 02:49:22,N,1,-73.975685119628906,40.686813354492188,-73.921401977539062,40.669208526611328,1,3.56,13.5,0.5,0.5,0,0,,0.3,14.8,2,1
2,2016-05-01 02:13:00,2016-05-01 02:19:08,N,1,-73.958778381347656,40.678371429443359,-73.952278137207031,40.677047729492188,1,.56,5,0.5,0.5,0,0,,0.3,6.3,1,1
2,2016-05-01 02:31:28,2016-05-01 02:34:51,N,1,-73.96319580078125,40.675518035888672,-73.949851989746094,40.673439025878906,1,.71,4.5,0.5,0.5,1.16,0,,0.3,6.96,1,1
2,2016-05-01 02:52:33,2016-05-01 03:00:17,N,1,-73.957633972167969,40.671665191650391,-73.918418884277344,40.676673889160156,1,2.56,9.5,0.5,0.5,0,0,,0.3,10.8,2,1
2,2016-05-01 02:06:56,2016-05-01 02:28:28,N,1,-73.804267883300781,40.719966888427734,-73.952079772949219,40.693550109863281,1,12.58,35.5,0.5,0.5,0,0,,0.3,36.8,1,1
2,2016-05-01 02:07:49,2016-05-01 02:15:32,N,1,-73.895225524902344,40.746417999267578,-73.884368896484375,40.747566223144531,1,.59,6,0.5,0.5,0,0,,0.3,7.3,2,1
2,2016-05-01 02:16:00,2016-05-01 02:21:32,N,1,-73.884361267089844,40.747573852539063,-73.875053405761719,40.752796173095703,1,.83,5.5,0.5,0.5,1,0,,0.3,7.8,1,1
2,2016-05-01 02:48:36,2016-05-01 02:55:15,N,1,-73.892829895019531,40.746841430664062,-73.907447814941406,40.737838745117188,1,1.30,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2016-05-01 02:10:16,2016-05-01 02:41:14,N,1,-73.965583801269531,40.713478088378906,-74.004203796386719,40.742561340332031,2,4.63,22.5,0.5,0.5,0,0,,0.3,23.8,2,1
2,2016-05-01 02:07:53,2016-05-01 02:13:15,N,1,-73.807693481445313,40.699222564697266,-73.813156127929687,40.707614898681641,1,.94,6,0.5,0.5,0,0,,0.3,7.3,2,1
2,2016-05-01 02:28:31,2016-05-01 02:36:53,N,1,-73.807571411132813,40.700313568115234,-73.801910400390625,40.718105316162109,1,2.06,8.5,0.5,0.5,1.96,0,,0.3,11.76,1,1
2,2016-05-01 02:22:13,2016-05-01 02:26:18,N,1,-73.92218017578125,40.706192016601563,-73.933700561523437,40.710987091064453,1,.92,5,0.5,0.5,1.26,0,,0.3,7.56,1,1
2,2016-05-01 02:28:11,2016-05-01 02:40:42,N,1,-73.934814453125,40.713508605957031,-73.990707397460938,40.719444274902344,1,3.21,12.5,0.5,0.5,3.45,0,,0.3,17.25,1,1
2,2016-05-01 02:49:32,2016-05-01 03:04:19,N,1,-73.962997436523438,40.711856842041016,-73.921974182128906,40.676002502441406,1,4.16,14.5,0.5,0.5,0,0,,0.3,15.8,1,1
2,2016-05-01 02:04:38,2016-05-01 02:08:32,N,1,-73.947113037109375,40.784442901611328,-73.952674865722656,40.789348602294922,1,.68,4.5,0.5,0.5,0,0,,0.3,5.8,1,1
2,2016-05-01 02:32:56,2016-05-01 02:42:39,N,1,-73.953781127929688,40.787918090820313,-73.950218200683594,40.775413513183594,1,1.40,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,2016-05-01 00:33:19,2016-05-01 00:48:50,N,1,-73.984024047851563,40.684257507324219,-73.958969116210938,40.654918670654297,1,3.16,13,0.5,0.5,2.86,0,,0.3,17.16,1,1
2,2016-05-01 00:45:00,2016-05-01 00:57:41,N,1,-73.940269470214844,40.840507507324219,-73.93927001953125,40.807609558105469,1,3.03,12.5,0.5,0.5,0,0,,0.3,13.8,2,1
2,2016-05-01 00:19:08,2016-05-01 00:30:21,N,1,-73.8438720703125,40.721183776855469,-73.833854675292969,40.696201324462891,1,2.56,11,0.5,0.5,0,0,,0.3,12.3,2,1
2,2016-05-01 00:53:46,2016-05-01 01:03:23,N,1,-73.844650268554687,40.720172882080078,-73.826889038085937,40.712688446044922,1,1.91,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
2,2016-05-01 00:33:17,2016-05-01 00:55:26,N,1,-73.925262451171875,40.762035369873047,-73.954345703125,40.824756622314453,1,4.91,18,0.5,0.5,0,5.54,,0.3,24.84,1,1
2,2016-05-01 00:16:05,2016-05-01 00:29:08,N,1,-73.903419494628906,40.745754241943359,-73.864700317382813,40.751792907714844,3,2.71,11.5,0.5,0.5,2.56,0,,0.3,15.36,1,1
2,2016-05-01 00:39:07,2016-05-01 00:45:19,N,1,-73.883705139160156,40.747756958007813,-73.890640258789063,40.755088806152344,2,.68,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,2016-05-01 00:12:36,2016-05-01 00:20:25,N,1,-73.889625549316406,40.734573364257813,-73.904075622558594,40.741680145263672,1,1.51,7.5,0.5,0.5,0.88,0,,0.3,9.68,1,1
2,2016-05-01 00:23:13,2016-05-01 00:32:01,N,1,-73.904411315917969,40.745063781738281,-73.924240112304688,40.739364624023438,1,1.77,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
2,2016-05-01 00:59:53,2016-05-01 01:09:57,N,1,-73.829971313476562,40.713756561279297,-73.793510437011719,40.676948547363281,1,4.27,14,0.5,0.5,0,0,,0.3,15.3,1,1
2,2016-05-01 00:06:11,2016-05-01 00:14:36,N,1,-73.844284057617188,40.721355438232422,-73.850776672363281,40.697887420654297,1,2.17,9,0.5,0.5,2.06,0,,0.3,12.36,1,1
2,2016-05-01 00:45:47,2016-05-01 01:00:01,N,1,-73.911468505859375,40.668724060058594,-73.901374816894531,40.630451202392578,2,3.25,13,0.5,0.5,0,0,,0.3,14.3,1,1
2,2016-05-01 00:59:35,2016-05-01 01:03:27,N,1,-73.920791625976563,40.756694793701172,-73.914161682128906,40.759910583496094,1,.54,4.5,0.5,0.5,0.8,0,,0.3,6.6,1,1
2,2016-05-01 00:33:23,2016-05-01 00:37:52,N,1,-73.844314575195313,40.721343994140625,-73.851402282714844,40.708686828613281,1,1.05,6,0.5,0.5,0,0,,0.3,7.3,2,1
2,2016-05-01 00:47:16,2016-05-01 00:55:06,N,1,-73.844291687011719,40.721134185791016,-73.810699462890625,40.725326538085938,1,2.36,9.5,0.5,0.5,0,0,,0.3,10.8,2,1
2,2016-05-01 00:16:13,2016-05-01 00:34:32,N,1,-73.928268432617187,40.763301849365234,-73.857284545898438,40.725650787353516,1,8.11,24.5,0.5,0.5,0,0,,0.3,25.8,2,1
2,2016-05-01 00:39:45,2016-05-01 00:49:18,N,1,-73.863861083984375,40.733047485351563,-73.81536865234375,40.712528228759766,1,4.57,14.5,0.5,0.5,0,0,,0.3,15.8,2,1
2,2016-05-01 00:13:23,2016-05-01 00:17:54,N,1,-73.890884399414062,40.747028350830078,-73.904350280761719,40.745079040527344,4,.97,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,2016-05-01 00:24:56,2016-05-01 00:27:47,N,1,-73.89385986328125,40.746631622314453,-73.904472351074219,40.745452880859375,3,.57,4,0.5,0.5,0,0,,0.3,5.3,2,1
2,2016-05-01 00:35:14,2016-05-01 00:39:07,N,1,-73.89080810546875,40.746818542480469,-73.889968872070313,40.754928588867188,4,.62,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,2016-05-01 00:53:28,2016-05-01 01:01:24,N,1,-73.890602111816406,40.746837615966797,-73.904365539550781,40.729881286621094,4,1.89,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,2016-05-01 00:20:24,2016-05-01 00:29:57,N,1,-73.903495788574219,40.745853424072266,-73.9251708984375,40.761928558349609,6,1.80,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
2,2016-05-01 00:32:14,2016-05-01 01:07:39,N,1,-73.92578125,40.761730194091797,-74.00811767578125,40.738922119140625,6,6.47,26.5,0.5,0.5,3,0,,0.3,30.8,1,1
2,2016-05-01 00:00:09,2016-05-01 00:08:44,N,1,-73.982955932617188,40.689838409423828,-73.960983276367188,40.680286407470703,6,1.48,8,0.5,0.5,0,0,,0.3,9.3,2,1
