VendorID,lpep_pickup_datetime,Lpep_dropoff_datetime,Store_and_fwd_flag,RateCodeID,Pickup_longitude,Pickup_latitude,Dropoff_longitude,Dropoff_latitude,Passenger_count,Trip_distance,Fare_amount,Extra,MTA_tax,Tip_amount,Tolls_amount,Ehail_fee,improvement_surcharge,Total_amount,Payment_type,Trip_type 

2,2016-04-01 00:02:03,2016-04-01 00:05:53,N,1,-73.991180419921875,40.68560791015625,-73.984115600585938,40.695980072021484,1,.94,5,0.5,0.5,1.26,0,,0.3,7.56,1,1
2,2016-04-01 00:01:31,2016-04-01 00:05:55,N,1,-73.844291687011719,40.721431732177734,-73.850440979003906,40.724143981933594,1,.68,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2016-04-01 00:00:57,2016-04-01 00:07:36,N,1,-73.944007873535156,40.71453857421875,-73.938705444335938,40.724925994873047,1,1.53,7,0.5,0.5,1.66,0,,0.3,9.96,1,1
2,2016-04-01 00:01:22,2016-04-01 00:06:12,N,1,-73.952789306640625,40.810749053955078,-73.963508605957031,40.796485900878906,1,1.16,6,0.5,0.5,0,0,,0.3,7.3,1,1
2,2016-04-01 00:00:56,2016-04-01 00:05:25,N,1,-73.991249084472656,40.691432952880859,-73.988761901855469,40.683597564697266,3,.75,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2016-04-01 00:00:47,2016-04-01 00:14:49,N,1,-73.968704223632812,40.6778564453125,-73.935035705566406,40.651569366455078,1,3.26,13,0.5,0.5,0,0,,0.3,14.3,2,1
2,2016-04-01 00:00:07,2016-04-01 00:03:41,N,1,-73.957878112792969,40.711040496826172,-73.955886840820313,40.707653045654297,1,.54,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,2016-04-01 00:00:13,2016-04-01 00:18:43,N,1,-73.960647583007813,40.719345092773438,-73.917854309082031,40.781211853027344,1,5.59,18.5,0.5,0.5,4.95,0,,0.3,24.75,1,1
2,2016-04-01 00:00:34,2016-04-01 00:12:19,N,1,-73.984062194824219,40.676143646240234,-74.027717590332031,40.632232666015625,1,4.74,15.5,0.5,0.5,0,0,,0.3,16.8,2,1
2,2016-04-01 00:47:13,2016-04-01 00:59:30,N,1,-73.884544372558594,40.755603790283203,-73.856025695800781,40.745334625244141,1,2.18,10.5,0.5,0.5,0,0,,0.3,11.8,2,1
2,2016-04-01 00:00:39,2016-04-01 00:06:56,N,1,-73.980514526367188,40.676288604736328,-73.970184326171875,40.678836822509766,1,.67,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,2016-04-01 00:01:58,2016-04-01 00:05:55,N,1,-73.957588195800781,40.717971801757813,-73.948921203613281,40.726413726806641,2,.84,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2016-04-01 00:00:47,2016-04-01 00:13:28,N,1,-73.958740234375,40.810176849365234,-73.989593505859375,40.768630981445313,1,4.31,15.5,0.5,0.5,3.36,0,,0.3,20.16,1,1
