taxi_type,vendor_id,pickup_datetime,dropoff_datetime,store_and_fwd_flag,rate_code_id,pickup_location_id,dropoff_location_id,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,pickup_year,pickup_month,pickup_day,pickup_hour,pickup_minute,pickup_second,pickup_date,dropoff_year,dropoff_month,dropoff_day,dropoff_hour,dropoff_minute,dropoff_second,dropoff_date,vendor_abbreviation,vendor_description,month_name_short,month_name_full,payment_type_description,rate_code_description,pickup_borough,pickup_zone,pickup_service_zone,dropoff_borough,dropoff_zone,dropoff_service_zone
green,2,2015-06-01T00:02:14.000+08:00,2015-06-01T00:14:59.000+08:00,N,1,0,0,-73.85220336914062,40.737796783447266,-73.95215606689453,40.74895477294922,1,6.22,18.5,0.5,0.5,0.0,0.0,"",0.3,19.8,2,1,2015,6,1,0,2,14,2015-06-01,2015,6,1,0,14,59,2015-06-01,VFI,VeriFone Inc.,Jun,June,Cash,Standard rate,"","","","","",""
green,2,2015-06-01T00:00:02.000+08:00,2015-06-01T00:09:50.000+08:00,N,1,0,0,-73.89090728759766,40.74690628051758,-73.8846664428711,40.75676727294922,1,1.03,7.5,0.5,0.5,0.0,0.0,"",0.3,8.8,2,1,2015,6,1,0,0,2,2015-06-01,2015,6,1,0,9,50,2015-06-01,VFI,VeriFone Inc.,Jun,June,Cash,Standard rate,"","","","","",""
green,2,2015-06-01T00:02:30.000+08:00,2015-06-01T00:06:23.000+08:00,N,1,0,0,-73.96736907958984,40.69569396972656,-73.9561767578125,40.68119812011719,1,1.34,6.0,0.5,0.5,0.0,0.0,"",0.3,7.3,2,1,2015,6,1,0,2,30,2015-06-01,2015,6,1,0,6,23,2015-06-01,VFI,VeriFone Inc.,Jun,June,Cash,Standard rate,"","","","","",""
green,2,2015-06-01T00:06:08.000+08:00,2015-06-01T00:15:44.000+08:00,N,1,0,0,-73.97410583496094,40.686161041259766,-73.94251251220703,40.681175231933594,1,2.03,9.0,0.5,0.5,0.7,0.0,"",0.3,11.0,1,1,2015,6,1,0,6,8,2015-06-01,2015,6,1,0,15,44,2015-06-01,VFI,VeriFone Inc.,Jun,June,Credit card,Standard rate,"","","","","",""
green,2,2015-06-01T00:01:34.000+08:00,2015-06-01T00:05:32.000+08:00,N,1,0,0,-73.85202026367188,40.83407974243164,-73.84852600097656,40.82072830200195,1,0.96,5.5,0.5,0.5,0.0,0.0,"",0.3,6.8,2,1,2015,6,1,0,1,34,2015-06-01,2015,6,1,0,5,32,2015-06-01,VFI,VeriFone Inc.,Jun,June,Cash,Standard rate,"","","","","",""
green,2,2015-06-01T00:01:33.000+08:00,2015-06-01T00:15:58.000+08:00,N,1,0,0,-73.9471664428711,40.78435516357422,-73.8785629272461,40.83000946044922,1,5.79,18.5,0.5,0.5,3.96,0.0,"",0.3,23.76,1,1,2015,6,1,0,1,33,2015-06-01,2015,6,1,0,15,58,2015-06-01,VFI,VeriFone Inc.,Jun,June,Credit card,Standard rate,"","","","","",""
green,2,2015-06-01T00:02:49.000+08:00,2015-06-01T00:19:00.000+08:00,N,1,0,0,-73.9155044555664,40.757362365722656,-73.95037841796875,40.80574035644531,1,5.55,18.5,0.5,0.5,5.03,5.33,"",0.3,30.16,1,1,2015,6,1,0,2,49,2015-06-01,2015,6,1,0,19,0,2015-06-01,VFI,VeriFone Inc.,Jun,June,Credit card,Standard rate,"","","","","",""
green,1,2015-06-01T00:05:06.000+08:00,2015-06-01T00:18:24.000+08:00,N,1,0,0,-73.92413330078125,40.70741653442383,-73.9586410522461,40.6820068359375,1,3.6,13.5,0.5,0.5,0.0,0.0,"",0.3,14.8,2,1,2015,6,1,0,5,6,2015-06-01,2015,6,1,0,18,24,2015-06-01,CMT,"Creative Mobile Technologies, LLC",Jun,June,Cash,Standard rate,"","","","","",""
green,2,2015-06-01T00:03:11.000+08:00,2015-06-01T00:05:52.000+08:00,N,1,0,0,-73.94571685791016,40.68022155761719,-73.94412994384766,40.69148254394531,1,0.97,5.0,0.5,0.5,0.0,0.0,"",0.3,6.3,2,1,2015,6,1,0,3,11,2015-06-01,2015,6,1,0,5,52,2015-06-01,VFI,VeriFone Inc.,Jun,June,Cash,Standard rate,"","","","","",""
green,2,2015-06-01T00:03:18.000+08:00,2015-06-01T00:14:27.000+08:00,N,1,0,0,-73.98094177246094,40.67573165893555,-74.02595520019531,40.616153717041016,1,5.48,17.0,0.5,0.5,0.0,0.0,"",0.3,18.3,2,1,2015,6,1,0,3,18,2015-06-01,2015,6,1,0,14,27,2015-06-01,VFI,VeriFone Inc.,Jun,June,Cash,Standard rate,"","","","","",""
