,Dispatching_base_num,Pickup_date,locationID
693,B00013,2015-02-03 15:30:00,
694,B00013,2015-02-03 15:30:00,
695,B00013,2015-02-03 15:32:00,
696,B00013,2015-02-03 15:32:00,
697,B00013,2015-02-03 15:37:00,
698,B00013,2015-02-03 15:45:00,
699,B00013,2015-02-03 15:46:00,
700,B00013,2015-02-03 15:52:00,
701,B00013,2015-02-03 15:52:00,
702,B00013,2015-02-03 15:56:00,
703,B00013,2015-02-03 16:00:00,
704,B00013,2015-02-03 16:00:00,
705,B00013,2015-02-03 16:00:00,
706,B00013,2015-02-03 16:00:00,
707,B00013,2015-02-03 16:05:00,
708,B00013,2015-02-03 16:10:00,
709,B00013,2015-02-03 16:15:00,
710,B00013,2015-02-03 16:15:00,
711,B00013,2015-02-03 16:22:00,
712,B00013,2015-02-03 16:27:00,
713,B00013,2015-02-03 16:28:00,
714,B00013,2015-02-03 16:30:00,
715,B00013,2015-02-03 16:30:00,
716,B00013,2015-02-03 16:30:00,
717,B00013,2015-02-03 16:30:00,
718,B00013,2015-02-03 16:32:00,
719,B00013,2015-02-03 16:32:00,
720,B00013,2015-02-03 16:40:00,
721,B00013,2015-02-03 16:42:00,
722,B00013,2015-02-03 16:44:00,
723,B00013,2015-02-03 16:45:00,
724,B00013,2015-02-03 16:49:00,
725,B00013,2015-02-03 16:49:00,
726,B00013,2015-02-03 16:52:00,
727,B00013,2015-02-03 17:03:00,
728,B00013,2015-02-03 17:06:00,
729,B00013,2015-02-03 17:10:00,
730,B00013,2015-02-03 17:15:00,
731,B00013,2015-02-03 17:23:00,
732,B00013,2015-02-03 17:23:00,
733,B00013,2015-02-03 17:24:00,
734,B00013,2015-02-03 17:25:00,
735,B00013,2015-02-03 17:26:00,
736,B00013,2015-02-03 17:30:00,
737,B00013,2015-02-03 17:34:00,
738,B00013,2015-02-03 17:37:00,
739,B00013,2015-02-03 17:43:00,
740,B00013,2015-02-03 17:43:00,
741,B00013,2015-02-03 17:45:00,
742,B00013,2015-02-03 17:47:00,
743,B00013,2015-02-03 17:47:00,
744,B00013,2015-02-03 17:51:00,
745,B00013,2015-02-03 17:54:00,
746,B00013,2015-02-03 17:56:00,
747,B00013,2015-02-03 18:00:00,
748,B00013,2015-02-03 18:00:00,
749,B00013,2015-02-03 18:00:00,
750,B00013,2015-02-03 18:02:00,
751,B00013,2015-02-03 18:02:00,
752,B00013,2015-02-03 18:03:00,
753,B00013,2015-02-03 18:04:00,
754,B00013,2015-02-03 18:05:00,
755,B00013,2015-02-03 18:05:00,
756,B00013,2015-02-03 18:08:00,
757,B00013,2015-02-03 18:10:00,
758,B00013,2015-02-03 18:15:00,
759,B00013,2015-02-03 18:23:00,
760,B00013,2015-02-03 18:25:00,
761,B00013,2015-02-03 18:25:00,
762,B00013,2015-02-03 18:29:00,
763,B00013,2015-02-03 18:30:00,
764,B00013,2015-02-03 18:30:00,
765,B00013,2015-02-03 18:32:00,
766,B00013,2015-02-03 18:32:00,
767,B00013,2015-02-03 18:36:00,
768,B00013,2015-02-03 18:36:00,
769,B00013,2015-02-03 18:41:00,
770,B00013,2015-02-03 18:41:00,
771,B00013,2015-02-03 18:47:00,
772,B00013,2015-02-03 18:49:00,
773,B00013,2015-02-03 18:50:00,
774,B00013,2015-02-03 18:50:00,
775,B00013,2015-02-03 18:55:00,
776,B00013,2015-02-03 19:00:00,
777,B00013,2015-02-03 19:00:00,
778,B00013,2015-02-03 19:00:00,
779,B00013,2015-02-03 19:00:00,
780,B00013,2015-02-03 19:00:00,
781,B00013,2015-02-03 19:01:00,
782,B00013,2015-02-03 19:05:00,
783,B00013,2015-02-03 19:05:00,
784,B00013,2015-02-03 19:05:00,
785,B00013,2015-02-03 19:07:00,
786,B00013,2015-02-03 19:12:00,
787,B00013,2015-02-03 19:14:00,
788,B00013,2015-02-03 19:14:00,
789,B00013,2015-02-03 19:16:00,
790,B00013,2015-02-03 19:16:00,
791,B00013,2015-02-03 19:25:00,
792,B00013,2015-02-03 19:25:00,
793,B00013,2015-02-03 19:29:00,
794,B00013,2015-02-03 19:30:00,
795,B00013,2015-02-03 19:30:00,
796,B00013,2015-02-03 19:30:00,
797,B00013,2015-02-03 19:32:00,
798,B00013,2015-02-03 19:34:00,
799,B00013,2015-02-03 19:34:00,
800,B00013,2015-02-03 19:34:00,
801,B00013,2015-02-03 19:35:00,
802,B00013,2015-02-03 19:35:00,
803,B00013,2015-02-03 19:36:00,
804,B00013,2015-02-03 19:36:00,
805,B00013,2015-02-03 19:45:00,
806,B00013,2015-02-03 19:45:00,
807,B00013,2015-02-03 19:47:00,
808,B00013,2015-02-03 19:48:00,
809,B00013,2015-02-03 19:51:00,
810,B00013,2015-02-03 19:51:00,
811,B00013,2015-02-03 19:52:00,
812,B00013,2015-02-03 19:52:00,
813,B00013,2015-02-03 19:54:00,
814,B00013,2015-02-03 19:55:00,
815,B00013,2015-02-03 19:57:00,
816,B00013,2015-02-03 20:00:00,
817,B00013,2015-02-03 20:00:00,
818,B00013,2015-02-03 20:04:00,
819,B00013,2015-02-03 20:05:00,
820,B00013,2015-02-03 20:10:00,
821,B00013,2015-02-03 20:13:00,
822,B00013,2015-02-03 20:13:00,
823,B00013,2015-02-03 20:15:00,
824,B00013,2015-02-03 20:16:00,
825,B00013,2015-02-03 20:17:00,
826,B00013,2015-02-03 20:17:00,
827,B00013,2015-02-03 20:18:00,
828,B00013,2015-02-03 20:18:00,
829,B00013,2015-02-03 20:19:00,
830,B00013,2015-02-03 20:19:00,
831,B00013,2015-02-03 20:20:00,
832,B00013,2015-02-03 20:20:00,
833,B00013,2015-02-03 20:27:00,
834,B00013,2015-02-03 20:27:00,
835,B00013,2015-02-03 20:29:00,
836,B00013,2015-02-03 20:30:00,
837,B00013,2015-02-03 20:30:00,
838,B00013,2015-02-03 20:30:00,
839,B00013,2015-02-03 20:30:00,
840,B00013,2015-02-03 20:30:00,
841,B00013,2015-02-03 20:30:00,
842,B00013,2015-02-03 20:30:00,
843,B00013,2015-02-03 20:30:00,
844,B00013,2015-02-03 20:30:00,
845,B00013,2015-02-03 20:31:00,
846,B00013,2015-02-03 20:34:00,
847,B00013,2015-02-03 20:40:00,
848,B00013,2015-02-03 20:43:00,
849,B00013,2015-02-03 20:43:00,
850,B00013,2015-02-03 20:43:00,
851,B00013,2015-02-03 20:45:00,
852,B00013,2015-02-03 20:45:00,
853,B00013,2015-02-03 20:46:00,
854,B00013,2015-02-03 20:47:00,
855,B00013,2015-02-03 20:48:00,
856,B00013,2015-02-03 20:50:00,
857,B00013,2015-02-03 20:54:00,
858,B00013,2015-02-03 21:00:00,
859,B00013,2015-02-03 21:00:00,
860,B00013,2015-02-03 21:00:00,
861,B00013,2015-02-03 21:00:00,
862,B00013,2015-02-03 21:00:00,
863,B00013,2015-02-03 21:00:00,
864,B00013,2015-02-03 21:00:00,
865,B00013,2015-02-03 21:00:00,
866,B00013,2015-02-03 21:02:00,
867,B00013,2015-02-03 21:02:00,
868,B00013,2015-02-03 21:03:00,
869,B00013,2015-02-03 21:03:00,
870,B00013,2015-02-03 21:03:00,
871,B00013,2015-02-03 21:05:00,
872,B00013,2015-02-03 21:06:00,
873,B00013,2015-02-03 21:10:00,
874,B00013,2015-02-03 21:13:00,
875,B00013,2015-02-03 21:19:00,
876,B00013,2015-02-03 21:20:00,
877,B00013,2015-02-03 21:20:00,
878,B00013,2015-02-03 21:20:00,
879,B00013,2015-02-03 21:23:00,
880,B00013,2015-02-03 21:23:00,
881,B00013,2015-02-03 21:26:00,
882,B00013,2015-02-03 21:29:00,
883,B00013,2015-02-03 21:30:00,
884,B00013,2015-02-03 21:30:00,
885,B00013,2015-02-03 21:30:00,
886,B00013,2015-02-03 21:30:00,
887,B00013,2015-02-03 21:30:00,
888,B00013,2015-02-03 21:30:00,
889,B00013,2015-02-03 21:33:00,
890,B00013,2015-02-03 21:34:00,
891,B00013,2015-02-03 21:35:00,
892,B00013,2015-02-03 21:35:00,
893,B00013,2015-02-03 21:36:00,
894,B00013,2015-02-03 21:37:00,
895,B00013,2015-02-03 21:44:00,
896,B00013,2015-02-03 21:45:00,
897,B00013,2015-02-03 21:45:00,
898,B00013,2015-02-03 21:45:00,
899,B00013,2015-02-03 21:47:00,
900,B00013,2015-02-03 21:49:00,
901,B00013,2015-02-03 21:51:00,
902,B00013,2015-02-03 21:52:00,
903,B00013,2015-02-03 21:52:00,
904,B00013,2015-02-03 21:54:00,
905,B00013,2015-02-03 21:54:00,
906,B00013,2015-02-03 21:55:00,
907,B00013,2015-02-03 22:00:00,
908,B00013,2015-02-03 22:00:00,
909,B00013,2015-02-03 22:00:00,
910,B00013,2015-02-03 22:02:00,
911,B00013,2015-02-03 22:02:00,
912,B00013,2015-02-03 22:03:00,
913,B00013,2015-02-03 22:04:00,
914,B00013,2015-02-03 22:05:00,
915,B00013,2015-02-03 22:05:00,
916,B00013,2015-02-03 22:05:00,
917,B00013,2015-02-03 22:05:00,
918,B00013,2015-02-03 22:05:00,
919,B00013,2015-02-03 22:06:00,
920,B00013,2015-02-03 22:06:00,
921,B00013,2015-02-03 22:07:00,
922,B00013,2015-02-03 22:07:00,
923,B00013,2015-02-03 22:08:00,
924,B00013,2015-02-03 22:08:00,
925,B00013,2015-02-03 22:11:00,
926,B00013,2015-02-03 22:11:00,
927,B00013,2015-02-03 22:12:00,
928,B00013,2015-02-03 22:12:00,
929,B00013,2015-02-03 22:13:00,
930,B00013,2015-02-03 22:15:00,
931,B00013,2015-02-03 22:15:00,
932,B00013,2015-02-03 22:16:00,
933,B00013,2015-02-03 22:18:00,
934,B00013,2015-02-03 22:18:00,
935,B00013,2015-02-03 22:18:00,
936,B00013,2015-02-03 22:18:00,
937,B00013,2015-02-03 22:18:00,
938,B00013,2015-02-03 22:19:00,
939,B00013,2015-02-03 22:20:00,
940,B00013,2015-02-03 22:20:00,
941,B00013,2015-02-03 22:20:00,
942,B00013,2015-02-03 22:23:00,
943,B00013,2015-02-03 22:25:00,
944,B00013,2015-02-03 22:25:00,
945,B00013,2015-02-03 22:26:00,
946,B00013,2015-02-03 22:26:00,
947,B00013,2015-02-03 22:28:00,
948,B00013,2015-02-03 22:28:00,
949,B00013,2015-02-03 22:30:00,
950,B00013,2015-02-03 22:30:00,
951,B00013,2015-02-03 22:30:00,
952,B00013,2015-02-03 22:30:00,
953,B00013,2015-02-03 22:30:00,
954,B00013,2015-02-03 22:30:00,
955,B00013,2015-02-03 22:32:00,
956,B00013,2015-02-03 22:32:00,
957,B00013,2015-02-03 22:34:00,
958,B00013,2015-02-03 22:34:00,
959,B00013,2015-02-03 22:35:00,
960,B00013,2015-02-03 22:35:00,
961,B00013,2015-02-03 22:39:00,
962,B00013,2015-02-03 22:39:00,
963,B00013,2015-02-03 22:39:00,
964,B00013,2015-02-03 22:40:00,
965,B00013,2015-02-03 22:41:00,
966,B00013,2015-02-03 22:42:00,
967,B00013,2015-02-03 22:43:00,
968,B00013,2015-02-03 22:44:00,
969,B00013,2015-02-03 22:44:00,
970,B00013,2015-02-03 22:44:00,
971,B00013,2015-02-03 22:44:00,
972,B00013,2015-02-03 22:45:00,
973,B00013,2015-02-03 22:45:00,
974,B00013,2015-02-03 22:45:00,
975,B00013,2015-02-03 22:45:00,
976,B00013,2015-02-03 22:47:00,
977,B00013,2015-02-03 22:48:00,
978,B00013,2015-02-03 22:48:00,
979,B00013,2015-02-03 22:48:00,
980,B00013,2015-02-03 22:50:00,
981,B00013,2015-02-03 22:50:00,
982,B00013,2015-02-03 22:50:00,
983,B00013,2015-02-03 22:50:00,
984,B00013,2015-02-03 22:50:00,
985,B00013,2015-02-03 22:51:00,
986,B00013,2015-02-03 22:51:00,
987,B00013,2015-02-03 22:51:00,
988,B00013,2015-02-03 22:52:00,
989,B00013,2015-02-03 22:53:00,
990,B00013,2015-02-03 22:53:00,
991,B00013,2015-02-03 22:53:00,
992,B00013,2015-02-03 22:54:00,
993,B00013,2015-02-03 22:56:00,
994,B00013,2015-02-03 22:56:00,
995,B00013,2015-02-03 22:57:00,
996,B00013,2015-02-03 23:00:00,
997,B00013,2015-02-03 23:00:00,
998,B00013,2015-02-03 23:00:00,
999,B00013,2015-02-03 23:00:00,
