,Trip_Pickup_DateTime,Passenger_Count
555,2009-01-17 22:26:26,2.0
556,2009-01-11 01:11:00,5.0
557,2009-01-11 21:13:00,5.0
558,2009-01-11 10:31:00,4.0
559,2009-01-16 22:13:12,4.0
560,2009-01-11 20:56:00,1.0
561,2009-01-17 16:51:14,1.0
562,2009-01-09 17:14:00,1.0
563,2009-01-11 16:42:00,1.0
564,2009-01-11 17:11:00,1.0
565,2009-01-11 18:03:00,2.0
566,2009-01-11 13:31:00,3.0
567,2009-01-10 18:54:00,1.0
568,2009-01-17 22:10:53,1.0
569,2009-01-17 18:01:29,1.0
570,2009-01-11 16:18:00,1.0
571,2009-01-10 14:55:00,2.0
572,2009-01-11 18:41:00,3.0
573,2009-01-10 16:24:00,1.0
574,2009-01-12 03:03:00,1.0
575,2009-01-17 18:42:31,1.0
576,2009-01-11 23:06:00,1.0
577,2009-01-11 23:05:00,5.0
578,2009-01-11 13:03:00,1.0
579,2009-01-11 22:27:00,1.0
580,2009-01-11 20:13:00,1.0
581,2009-01-11 18:07:00,1.0
582,2009-01-12 08:44:00,1.0
583,2009-01-17 23:02:44,2.0
584,2009-01-12 07:36:00,1.0
585,2009-01-12 13:36:00,2.0
586,2009-01-17 16:27:54,4.0
587,2009-01-04 20:36:38,1.0
588,2009-01-12 06:23:00,1.0
589,2009-01-12 10:52:00,1.0
590,2009-01-17 22:43:54,1.0
591,2009-01-10 20:39:00,5.0
592,2009-01-11 21:25:00,1.0
593,2009-01-12 09:26:00,5.0
594,2009-01-17 18:40:22,1.0
595,2009-01-11 23:04:00,2.0
596,2009-01-12 10:36:00,1.0
597,2009-01-12 12:41:00,1.0
598,2009-01-11 18:16:00,5.0
599,2009-01-12 12:00:00,1.0
600,2009-01-12 12:01:00,1.0
601,2009-01-12 08:24:00,1.0
602,2009-01-12 03:38:00,5.0
603,2009-01-12 07:43:00,1.0
604,2009-01-17 21:34:05,1.0
605,2009-01-10 17:44:00,1.0
606,2009-01-05 10:09:22,1.0
607,2009-01-12 07:12:00,1.0
608,2009-01-12 19:33:00,2.0
609,2009-01-11 21:04:00,2.0
610,2009-01-12 16:23:00,2.0
611,2009-01-12 19:06:00,5.0
612,2009-01-12 18:01:00,1.0
613,2009-01-11 16:13:00,2.0
614,2009-01-10 17:19:00,1.0
615,2009-01-12 13:42:00,3.0
616,2009-01-12 19:01:00,1.0
617,2009-01-11 18:22:00,5.0
618,2009-01-04 00:14:47,4.0
619,2009-01-12 15:24:00,1.0
620,2009-01-12 01:02:00,1.0
621,2009-01-10 16:26:00,5.0
622,2009-01-12 18:31:00,1.0
623,2009-01-12 18:49:00,2.0
624,2009-01-13 09:18:00,2.0
625,2009-01-01 13:44:39,3.0
626,2009-01-12 19:51:00,5.0
627,2009-01-12 09:07:00,1.0
628,2009-01-13 10:10:00,5.0
629,2009-01-17 20:29:10,1.0
630,2009-01-13 14:13:00,1.0
631,2009-01-12 13:32:00,2.0
632,2009-01-10 18:56:00,2.0
633,2009-01-13 06:52:00,1.0
634,2009-01-08 21:12:00,1.0
635,2009-01-17 11:49:04,2.0
636,2009-01-02 08:52:13,1.0
637,2009-01-17 07:52:23,1.0
638,2009-01-09 21:05:00,1.0
639,2009-01-10 09:35:00,3.0
640,2009-01-17 13:33:05,1.0
641,2009-01-08 21:18:00,1.0
642,2009-01-17 15:32:27,1.0
643,2009-01-17 07:05:48,1.0
644,2009-01-16 23:43:34,1.0
645,2009-01-17 10:22:01,1.0
646,2009-01-10 12:35:00,1.0
647,2009-01-10 02:28:00,5.0
648,2009-01-10 15:40:00,1.0
649,2009-01-10 09:56:00,3.0
650,2009-01-10 12:22:00,2.0
651,2009-01-08 21:36:00,5.0
652,2009-01-10 03:50:00,3.0
653,2009-01-10 11:09:00,1.0
654,2009-01-02 17:24:59,3.0
655,2009-01-09 19:34:00,2.0
656,2009-01-09 19:54:00,1.0
657,2009-01-02 12:58:30,1.0
658,2009-01-10 12:27:00,1.0
659,2009-01-09 16:15:00,5.0
660,2009-01-01 17:39:17,2.0
661,2009-01-10 15:34:00,5.0
662,2009-01-08 21:21:00,1.0
663,2009-01-09 17:55:00,5.0
664,2009-01-08 21:13:00,5.0
665,2009-01-09 08:03:00,2.0
666,2009-01-09 17:50:00,1.0
667,2009-01-01 21:54:36,4.0
668,2009-01-09 20:22:00,1.0
669,2009-01-10 15:37:00,1.0
670,2009-01-09 22:58:00,1.0
671,2009-01-21 16:39:12,1.0
672,2009-01-09 23:45:00,4.0
673,2009-01-08 21:28:00,2.0
674,2009-01-10 01:53:00,1.0
675,2009-01-04 14:14:27,3.0
676,2009-01-10 16:57:00,1.0
677,2009-01-03 00:05:33,1.0
678,2009-01-10 10:53:00,1.0
679,2009-01-09 23:25:00,2.0
680,2009-01-09 20:07:00,1.0
681,2009-01-10 09:26:00,1.0
682,2009-01-09 16:36:00,1.0
683,2009-01-04 22:00:34,1.0
684,2009-01-09 16:52:00,1.0
685,2009-01-11 00:02:00,1.0
686,2009-01-10 21:29:00,1.0
687,2009-01-09 23:42:00,2.0
