taxi_type,vendor_id,pickup_datetime,dropoff_datetime,store_and_fwd_flag,rate_code_id,pickup_location_id,dropoff_location_id,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,pickup_year,pickup_month,pickup_day,pickup_hour,pickup_minute,pickup_second,pickup_date,dropoff_year,dropoff_month,dropoff_day,dropoff_hour,dropoff_minute,dropoff_second,dropoff_date,vendor_abbreviation,vendor_description,month_name_short,month_name_full,payment_type_description,rate_code_description,pickup_borough,pickup_zone,pickup_service_zone,dropoff_borough,dropoff_zone,dropoff_service_zone
green,2,2017-02-01T00:03:11.000+08:00,2017-02-01T00:12:14.000+08:00,N,1,260,7,,,,,1,1.83,8.5,0.5,0.5,1.96,0.0,,0.3,11.76,1,1,2017,2,1,0,3,11,2017-02-01,2017,2,1,0,12,14,2017-02-01,VFI,VeriFone Inc.,Feb,February,Credit card,Standard rate,Queens,Woodside,Boro Zone,Queens,Astoria,Boro Zone
green,2,2017-02-01T00:55:56.000+08:00,2017-02-01T01:12:01.000+08:00,N,1,41,254,,,,,1,9.11,26.5,0.5,0.5,8.34,0.0,,0.3,36.14,1,1,2017,2,1,0,55,56,2017-02-01,2017,2,1,1,12,1,2017-02-01,VFI,VeriFone Inc.,Feb,February,Credit card,Standard rate,Manhattan,Central Harlem,Boro Zone,Bronx,Williamsbridge/Olinville,Boro Zone
green,2,2017-02-01T00:02:16.000+08:00,2017-02-01T00:17:43.000+08:00,N,1,61,89,,,,,1,3.87,14.5,0.5,0.5,0.0,0.0,,0.3,15.8,2,1,2017,2,1,0,2,16,2017-02-01,2017,2,1,0,17,43,2017-02-01,VFI,VeriFone Inc.,Feb,February,Cash,Standard rate,Brooklyn,Crown Heights North,Boro Zone,Brooklyn,Flatbush/Ditmas Park,Boro Zone
green,2,2017-02-01T00:19:25.000+08:00,2017-02-01T00:29:31.000+08:00,N,1,41,235,,,,,1,3.62,12.5,0.5,0.5,0.0,0.0,,0.3,13.8,2,1,2017,2,1,0,19,25,2017-02-01,2017,2,1,0,29,31,2017-02-01,VFI,VeriFone Inc.,Feb,February,Cash,Standard rate,Manhattan,Central Harlem,Boro Zone,Bronx,University Heights/Morris Heights,Boro Zone
green,2,2017-02-01T00:44:25.000+08:00,2017-02-01T00:52:08.000+08:00,N,1,42,41,,,,,1,1.91,8.5,0.5,0.5,0.0,0.0,,0.3,9.8,2,1,2017,2,1,0,44,25,2017-02-01,2017,2,1,0,52,8,2017-02-01,VFI,VeriFone Inc.,Feb,February,Cash,Standard rate,Manhattan,Central Harlem North,Boro Zone,Manhattan,Central Harlem,Boro Zone
green,2,2017-02-01T00:03:59.000+08:00,2017-02-01T00:07:50.000+08:00,N,1,7,223,,,,,5,0.91,5.0,0.5,0.5,0.0,0.0,,0.3,6.3,2,1,2017,2,1,0,3,59,2017-02-01,2017,2,1,0,7,50,2017-02-01,VFI,VeriFone Inc.,Feb,February,Cash,Standard rate,Queens,Astoria,Boro Zone,Queens,Steinway,Boro Zone
green,2,2017-02-01T00:41:16.000+08:00,2017-02-01T00:45:04.000+08:00,N,1,75,236,,,,,1,0.69,4.5,0.5,0.5,0.0,0.0,,0.3,5.8,2,1,2017,2,1,0,41,16,2017-02-01,2017,2,1,0,45,4,2017-02-01,VFI,VeriFone Inc.,Feb,February,Cash,Standard rate,Manhattan,East Harlem South,Boro Zone,Manhattan,Upper East Side North,Yellow Zone
green,2,2017-02-01T00:06:29.000+08:00,2017-02-01T00:19:51.000+08:00,N,1,7,82,,,,,1,3.52,13.0,0.5,0.5,0.0,0.0,,0.3,14.3,2,1,2017,2,1,0,6,29,2017-02-01,2017,2,1,0,19,51,2017-02-01,VFI,VeriFone Inc.,Feb,February,Cash,Standard rate,Queens,Astoria,Boro Zone,Queens,Elmhurst,Boro Zone
green,2,2017-02-01T00:27:18.000+08:00,2017-02-01T00:37:43.000+08:00,N,1,226,170,,,,,1,3.1,11.5,0.5,0.5,2.56,0.0,,0.3,15.36,1,1,2017,2,1,0,27,18,2017-02-01,2017,2,1,0,37,43,2017-02-01,VFI,VeriFone Inc.,Feb,February,Credit card,Standard rate,Queens,Sunnyside,Boro Zone,Manhattan,Murray Hill,Yellow Zone
green,2,2017-02-01T00:25:32.000+08:00,2017-02-01T00:28:02.000+08:00,N,1,152,116,,,,,1,0.66,4.5,0.5,0.5,0.0,0.0,,0.3,5.8,2,1,2017,2,1,0,25,32,2017-02-01,2017,2,1,0,28,2,2017-02-01,VFI,VeriFone Inc.,Feb,February,Cash,Standard rate,Manhattan,Manhattanville,Boro Zone,Manhattan,Hamilton Heights,Boro Zone
green,2,2017-02-01T00:01:37.000+08:00,2017-02-01T00:01:52.000+08:00,N,1,193,193,,,,,1,0.0,2.5,0.5,0.5,1.14,0.0,,0.3,4.94,1,1,2017,2,1,0,1,37,2017-02-01,2017,2,1,0,1,52,2017-02-01,VFI,VeriFone Inc.,Feb,February,Credit card,Standard rate,Queens,Queensbridge/Ravenswood,Boro Zone,Queens,Queensbridge/Ravenswood,Boro Zone
green,2,2017-02-01T00:14:21.000+08:00,2017-02-01T00:21:47.000+08:00,N,1,166,116,,,,,1,1.47,7.5,0.5,0.5,0.0,0.0,,0.3,8.8,1,1,2017,2,1,0,14,21,2017-02-01,2017,2,1,0,21,47,2017-02-01,VFI,VeriFone Inc.,Feb,February,Credit card,Standard rate,Manhattan,Morningside Heights,Boro Zone,Manhattan,Hamilton Heights,Boro Zone
green,2,2017-02-01T00:15:12.000+08:00,2017-02-01T00:19:14.000+08:00,N,1,197,216,,,,,1,1.69,7.0,0.5,0.5,2.49,0.0,,0.3,10.79,1,1,2017,2,1,0,15,12,2017-02-01,2017,2,1,0,19,14,2017-02-01,VFI,VeriFone Inc.,Feb,February,Credit card,Standard rate,Queens,Richmond Hill,Boro Zone,Queens,South Ozone Park,Boro Zone
green,2,2017-02-01T00:54:43.000+08:00,2017-02-01T01:37:39.000+08:00,N,1,256,152,,,,,2,12.38,38.5,0.5,0.5,7.96,0.0,,0.3,47.76,1,1,2017,2,1,0,54,43,2017-02-01,2017,2,1,1,37,39,2017-02-01,VFI,VeriFone Inc.,Feb,February,Credit card,Standard rate,Brooklyn,Williamsburg (South Side),Boro Zone,Manhattan,Manhattanville,Boro Zone
