taxi_type,vendor_id,pickup_datetime,dropoff_datetime,store_and_fwd_flag,rate_code_id,pickup_location_id,dropoff_location_id,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,pickup_year,pickup_month,pickup_day,pickup_hour,pickup_minute,pickup_second,pickup_date,dropoff_year,dropoff_month,dropoff_day,dropoff_hour,dropoff_minute,dropoff_second,dropoff_date,vendor_abbreviation,vendor_description,month_name_short,month_name_full,payment_type_description,rate_code_description,pickup_borough,pickup_zone,pickup_service_zone,dropoff_borough,dropoff_zone,dropoff_service_zone
green,2,2016-12-01T00:30:21.000+08:00,2016-12-01T00:35:02.000+08:00,N,1,179,223,"","","","",5,0.99,5.5,0.5,0.5,0.0,0.0,"",0.3,6.8,2,1,2016,12,1,0,30,21,2016-12-01,2016,12,1,0,35,2,2016-12-01,VFI,VeriFone Inc.,Dec,December,Cash,Standard rate,Queens,Old Astoria,Boro Zone,Queens,Steinway,Boro Zone
green,2,2016-12-01T00:53:31.000+08:00,2016-12-01T01:01:24.000+08:00,N,1,152,244,"","","","",1,1.96,8.0,0.5,0.5,0.0,0.0,"",0.3,9.3,2,1,2016,12,1,0,53,31,2016-12-01,2016,12,1,1,1,24,2016-12-01,VFI,VeriFone Inc.,Dec,December,Cash,Standard rate,Manhattan,Manhattanville,Boro Zone,Manhattan,Washington Heights South,Boro Zone
green,2,2016-12-01T00:14:49.000+08:00,2016-12-01T00:18:24.000+08:00,N,1,226,260,"","","","",5,0.95,5.0,0.5,0.5,0.0,0.0,"",0.3,6.3,2,1,2016,12,1,0,14,49,2016-12-01,2016,12,1,0,18,24,2016-12-01,VFI,VeriFone Inc.,Dec,December,Cash,Standard rate,Queens,Sunnyside,Boro Zone,Queens,Woodside,Boro Zone
green,2,2016-12-01T00:21:26.000+08:00,2016-12-01T00:29:44.000+08:00,N,1,134,197,"","","","",2,1.86,8.5,0.5,0.5,0.0,0.0,"",0.3,9.8,2,1,2016,12,1,0,21,26,2016-12-01,2016,12,1,0,29,44,2016-12-01,VFI,VeriFone Inc.,Dec,December,Cash,Standard rate,Queens,Kew Gardens,Boro Zone,Queens,Richmond Hill,Boro Zone
green,2,2016-12-01T00:58:13.000+08:00,2016-12-01T01:08:40.000+08:00,N,1,95,96,"","","","",1,1.91,9.5,0.5,0.5,0.0,0.0,"",0.3,10.8,2,1,2016,12,1,0,58,13,2016-12-01,2016,12,1,1,8,40,2016-12-01,VFI,VeriFone Inc.,Dec,December,Cash,Standard rate,Queens,Forest Hills,Boro Zone,Queens,Forest Park/Highland Park,Boro Zone
green,2,2016-12-01T00:37:46.000+08:00,2016-12-01T00:41:17.000+08:00,N,1,247,119,"","","","",2,0.66,4.5,0.5,0.5,1.16,0.0,"",0.3,6.96,1,1,2016,12,1,0,37,46,2016-12-01,2016,12,1,0,41,17,2016-12-01,VFI,VeriFone Inc.,Dec,December,Credit card,Standard rate,Bronx,West Concourse,Boro Zone,Bronx,Highbridge,Boro Zone
green,2,2016-12-01T00:22:48.000+08:00,2016-12-01T00:25:45.000+08:00,N,1,127,153,"","","","",1,0.36,3.5,0.5,0.5,0.96,0.0,"",0.3,5.76,1,1,2016,12,1,0,22,48,2016-12-01,2016,12,1,0,25,45,2016-12-01,VFI,VeriFone Inc.,Dec,December,Credit card,Standard rate,Manhattan,Inwood,Boro Zone,Manhattan,Marble Hill,Boro Zone
green,2,2016-12-01T00:07:57.000+08:00,2016-12-01T00:13:25.000+08:00,N,1,260,82,"","","","",1,0.9,5.5,0.5,0.5,0.0,0.0,"",0.3,6.8,2,1,2016,12,1,0,7,57,2016-12-01,2016,12,1,0,13,25,2016-12-01,VFI,VeriFone Inc.,Dec,December,Cash,Standard rate,Queens,Woodside,Boro Zone,Queens,Elmhurst,Boro Zone
green,2,2016-12-01T00:37:29.000+08:00,2016-12-01T00:42:10.000+08:00,N,1,43,238,"","","","",1,1.63,6.5,0.5,0.5,0.0,0.0,"",0.3,7.8,2,1,2016,12,1,0,37,29,2016-12-01,2016,12,1,0,42,10,2016-12-01,VFI,VeriFone Inc.,Dec,December,Cash,Standard rate,Manhattan,Central Park,Yellow Zone,Manhattan,Upper West Side North,Yellow Zone
green,2,2016-12-01T00:13:56.000+08:00,2016-12-01T00:17:59.000+08:00,N,1,7,7,"","","","",1,0.69,5.0,0.5,0.5,0.0,0.0,"",0.3,6.3,2,1,2016,12,1,0,13,56,2016-12-01,2016,12,1,0,17,59,2016-12-01,VFI,VeriFone Inc.,Dec,December,Cash,Standard rate,Queens,Astoria,Boro Zone,Queens,Astoria,Boro Zone
green,2,2016-12-01T00:50:09.000+08:00,2016-12-01T00:54:01.000+08:00,N,1,7,193,"","","","",1,1.01,5.5,0.5,0.5,1.36,0.0,"",0.3,8.16,1,1,2016,12,1,0,50,9,2016-12-01,2016,12,1,0,54,1,2016-12-01,VFI,VeriFone Inc.,Dec,December,Credit card,Standard rate,Queens,Astoria,Boro Zone,Queens,Queensbridge/Ravenswood,Boro Zone
green,2,2016-12-01T00:09:26.000+08:00,2016-12-01T00:15:07.000+08:00,N,1,255,80,"","","","",1,1.28,6.0,0.5,0.5,1.46,0.0,"",0.3,8.76,1,1,2016,12,1,0,9,26,2016-12-01,2016,12,1,0,15,7,2016-12-01,VFI,VeriFone Inc.,Dec,December,Credit card,Standard rate,Brooklyn,Williamsburg (North Side),Boro Zone,Brooklyn,East Williamsburg,Boro Zone
green,2,2016-12-01T00:10:20.000+08:00,2016-12-01T00:19:32.000+08:00,N,1,65,49,"","","","",1,2.22,9.5,0.5,0.5,2.16,0.0,"",0.3,12.96,1,1,2016,12,1,0,10,20,2016-12-01,2016,12,1,0,19,32,2016-12-01,VFI,VeriFone Inc.,Dec,December,Credit card,Standard rate,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone,Brooklyn,Clinton Hill,Boro Zone
